,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,1,2773111,BTH_Lusignan_2001_SetB2,26094,https://doi.org/10.15454/KQXNER,RE01004,BTH_Lusignan_2001_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
1,RE01004itkt,2773179,BTH_Lusignan_2001_SetB2,26094,https://doi.org/10.15454/KQXNER,RE01004,BTH_Lusignan_2001_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
2,2,2773112,BTH_Lusignan_2001_SetB2,26094,https://doi.org/10.15454/KQXNER,RE01004,BTH_Lusignan_2001_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
3,EM00258itkt,2773166,BTH_Lusignan_2001_SetB2,49338,gnpis_pui:holding-921_taxon-4898_accession-49338,EM00258,BTH_Lusignan_2001_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
4,2,2773086,BTH_Lusignan_2001_SetB2,49338,gnpis_pui:holding-921_taxon-4898_accession-49338,EM00258,BTH_Lusignan_2001_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
5,1,2773085,BTH_Lusignan_2001_SetB2,49338,gnpis_pui:holding-921_taxon-4898_accession-49338,EM00258,BTH_Lusignan_2001_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
6,RE01007itkt,2773193,BTH_Lusignan_2001_SetB2,49340,gnpis_pui:holding-921_taxon-4898_accession-49340,RE01007,BTH_Lusignan_2001_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
7,2,2773140,BTH_Lusignan_2001_SetB2,49340,gnpis_pui:holding-921_taxon-4898_accession-49340,RE01007,BTH_Lusignan_2001_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
8,1,2773139,BTH_Lusignan_2001_SetB2,49340,gnpis_pui:holding-921_taxon-4898_accession-49340,RE01007,BTH_Lusignan_2001_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
9,2,2773104,BTH_Lusignan_2001_SetB2,48948,gnpis_pui:holding-921_taxon-4898_accession-48948,RE00161,BTH_Lusignan_2001_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
10,RE00161itkt,2773175,BTH_Lusignan_2001_SetB2,48948,gnpis_pui:holding-921_taxon-4898_accession-48948,RE00161,BTH_Lusignan_2001_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
11,1,2773103,BTH_Lusignan_2001_SetB2,48948,gnpis_pui:holding-921_taxon-4898_accession-48948,RE00161,BTH_Lusignan_2001_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
12,2,2773144,BTH_Lusignan_2001_SetB2,48949,gnpis_pui:holding-921_taxon-4898_accession-48949,LM01002,BTH_Lusignan_2001_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
13,LM01002itkt,2773195,BTH_Lusignan_2001_SetB2,48949,gnpis_pui:holding-921_taxon-4898_accession-48949,LM01002,BTH_Lusignan_2001_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
14,1,2773143,BTH_Lusignan_2001_SetB2,48949,gnpis_pui:holding-921_taxon-4898_accession-48949,LM01002,BTH_Lusignan_2001_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
15,2,2773118,BTH_Lusignan_2001_SetB2,48945,gnpis_pui:holding-921_taxon-4898_accession-48945,RE00142,BTH_Lusignan_2001_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
16,1,2773117,BTH_Lusignan_2001_SetB2,48945,gnpis_pui:holding-921_taxon-4898_accession-48945,RE00142,BTH_Lusignan_2001_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
17,RE00142itkt,2773182,BTH_Lusignan_2001_SetB2,48945,gnpis_pui:holding-921_taxon-4898_accession-48945,RE00142,BTH_Lusignan_2001_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
18,EM00191itkt,2773180,BTH_Lusignan_2001_SetB2,48953,gnpis_pui:holding-921_taxon-4898_accession-48953,EM00191,BTH_Lusignan_2001_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
19,2,2773114,BTH_Lusignan_2001_SetB2,48953,gnpis_pui:holding-921_taxon-4898_accession-48953,EM00191,BTH_Lusignan_2001_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
20,1,2773113,BTH_Lusignan_2001_SetB2,48953,gnpis_pui:holding-921_taxon-4898_accession-48953,EM00191,BTH_Lusignan_2001_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
21,1,2773087,BTH_Lusignan_2001_SetB2,49179,gnpis_pui:holding-921_taxon-4898_accession-49179,RE01001,BTH_Lusignan_2001_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
