,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,2,2860477,BTH_Clermont-Ferrand_2011_SetB3,61040,https://doi.org/10.15454/ZPOAFD,CF10286,BTH_Clermont-Ferrand_2011_SetB3,REPLICATION,2.0,,,,,,REPLICATION:2,treated
1,CF10286itkt,2860547,BTH_Clermont-Ferrand_2011_SetB3,61040,https://doi.org/10.15454/ZPOAFD,CF10286,BTH_Clermont-Ferrand_2011_SetB3,VIRTUAL_TRIAL,,,,,,,,treated
2,1,2860476,BTH_Clermont-Ferrand_2011_SetB3,61040,https://doi.org/10.15454/ZPOAFD,CF10286,BTH_Clermont-Ferrand_2011_SetB3,REPLICATION,1.0,,,,,,REPLICATION:1,treated
3,1,2860534,BTH_Clermont-Ferrand_2011_SetB3,61066,https://doi.org/10.15454/Y3MMR4,DI11018,BTH_Clermont-Ferrand_2011_SetB3,REPLICATION,1.0,,,,,,REPLICATION:1,treated
4,DI11018itkt,2860576,BTH_Clermont-Ferrand_2011_SetB3,61066,https://doi.org/10.15454/Y3MMR4,DI11018,BTH_Clermont-Ferrand_2011_SetB3,VIRTUAL_TRIAL,,,,,,,,treated
5,2,2860535,BTH_Clermont-Ferrand_2011_SetB3,61066,https://doi.org/10.15454/Y3MMR4,DI11018,BTH_Clermont-Ferrand_2011_SetB3,REPLICATION,2.0,,,,,,REPLICATION:2,treated
6,1,2860488,BTH_Clermont-Ferrand_2011_SetB3,61108,https://doi.org/10.15454/2G0RQP,DI11021,BTH_Clermont-Ferrand_2011_SetB3,REPLICATION,1.0,,,,,,REPLICATION:1,treated
7,2,2860489,BTH_Clermont-Ferrand_2011_SetB3,61108,https://doi.org/10.15454/2G0RQP,DI11021,BTH_Clermont-Ferrand_2011_SetB3,REPLICATION,2.0,,,,,,REPLICATION:2,treated
8,DI11021itkt,2860553,BTH_Clermont-Ferrand_2011_SetB3,61108,https://doi.org/10.15454/2G0RQP,DI11021,BTH_Clermont-Ferrand_2011_SetB3,VIRTUAL_TRIAL,,,,,,,,treated
9,1,2860512,BTH_Clermont-Ferrand_2011_SetB3,61198,https://doi.org/10.15454/BXUMII,CF10299,BTH_Clermont-Ferrand_2011_SetB3,REPLICATION,1.0,,,,,,REPLICATION:1,treated
10,2,2860513,BTH_Clermont-Ferrand_2011_SetB3,61198,https://doi.org/10.15454/BXUMII,CF10299,BTH_Clermont-Ferrand_2011_SetB3,REPLICATION,2.0,,,,,,REPLICATION:2,treated
11,CF10299itkt,2860565,BTH_Clermont-Ferrand_2011_SetB3,61198,https://doi.org/10.15454/BXUMII,CF10299,BTH_Clermont-Ferrand_2011_SetB3,VIRTUAL_TRIAL,,,,,,,,treated
