,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,EM09015,2856036,BTH_Chaux_des_Prés_2011_SetA2,49594,https://doi.org/10.15454/UY7D21,EM09015,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
1,DI10006,2856045,BTH_Chaux_des_Prés_2011_SetA2,48901,https://doi.org/10.15454/QECZYG,DI10006,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
2,DI10007,2856044,BTH_Chaux_des_Prés_2011_SetA2,48917,https://doi.org/10.15454/SFOD7H,DI10007,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
3,DI10015,2856020,BTH_Chaux_des_Prés_2011_SetA2,48814,https://doi.org/10.15454/QM62JM,DI10015,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
4,RE09055,2856055,BTH_Chaux_des_Prés_2011_SetA2,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
5,Barok,2856018,BTH_Chaux_des_Prés_2011_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
6,CF09182,2856030,BTH_Chaux_des_Prés_2011_SetA2,48586,https://doi.org/10.15454/TEBGJY,CF09182,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
7,CF09117,2856053,BTH_Chaux_des_Prés_2011_SetA2,48349,https://doi.org/10.15454/DXR4XS,CF09117,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
8,CF09225,2856056,BTH_Chaux_des_Prés_2011_SetA2,48451,https://doi.org/10.15454/L5GF1L,CF09225,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
9,CF09227,2856057,BTH_Chaux_des_Prés_2011_SetA2,48700,https://doi.org/10.15454/C60S9I,CF09227,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
10,CF09176,2856043,BTH_Chaux_des_Prés_2011_SetA2,49359,https://doi.org/10.15454/HRZCLT,CF09176,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
11,CF09276,2856029,BTH_Chaux_des_Prés_2011_SetA2,48805,https://doi.org/10.15454/XQX8MF,CF09276,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
12,EM08231,2856039,BTH_Chaux_des_Prés_2011_SetA2,49158,https://doi.org/10.15454/UFYMWM,EM08231,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
13,RE09063,2856031,BTH_Chaux_des_Prés_2011_SetA2,48542,https://doi.org/10.15454/XWSV3O,RE09063,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
14,RE09079,2856019,BTH_Chaux_des_Prés_2011_SetA2,49050,https://doi.org/10.15454/6F6EN3,RE09079,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
15,Premio,2856022,BTH_Chaux_des_Prés_2011_SetA2,26914,https://doi.org/10.15454/5YB44K,PREMIO,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
16,RE09009,2856037,BTH_Chaux_des_Prés_2011_SetA2,49096,https://doi.org/10.15454/PSFHWC,RE09009,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
17,EM09003,2856025,BTH_Chaux_des_Prés_2011_SetA2,49087,https://doi.org/10.15454/53EBXZ,EM09003,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
18,RE09073,2856035,BTH_Chaux_des_Prés_2011_SetA2,49428,https://doi.org/10.15454/MX3ENS,RE09073,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
19,DI10001,2856041,BTH_Chaux_des_Prés_2011_SetA2,48633,gnpis_pui:holding-921_taxon-4898_accession-48633,DI10001,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
20,Apache,2856032,BTH_Chaux_des_Prés_2011_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
21,Attlass,2856046,BTH_Chaux_des_Prés_2011_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
22,Gallixe,2856052,BTH_Chaux_des_Prés_2011_SetA2,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
23,Crousty,2856040,BTH_Chaux_des_Prés_2011_SetA2,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
24,AO10011,2856021,BTH_Chaux_des_Prés_2011_SetA2,49125,https://doi.org/10.15454/CTNPK9,AO10011,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
25,CF09027,2856048,BTH_Chaux_des_Prés_2011_SetA2,48507,https://doi.org/10.15454/YFD4LO,CF09027,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
26,DI10001-2,2856051,BTH_Chaux_des_Prés_2011_SetA2,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
27,EM09080,2856049,BTH_Chaux_des_Prés_2011_SetA2,49303,https://doi.org/10.15454/WSDK5P,EM09080,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
28,EM09189,2856054,BTH_Chaux_des_Prés_2011_SetA2,49252,https://doi.org/10.15454/LVMRPV,EM09189,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
29,EM09320,2856024,BTH_Chaux_des_Prés_2011_SetA2,48354,https://doi.org/10.15454/V82MUD,EM09320,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
30,RE09001,2856034,BTH_Chaux_des_Prés_2011_SetA2,48746,https://doi.org/10.15454/ZEEZIW,RE09001,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
31,CF09169,2856028,BTH_Chaux_des_Prés_2011_SetA2,48637,https://doi.org/10.15454/PVGZIK,CF09169,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
32,DI10011,2856023,BTH_Chaux_des_Prés_2011_SetA2,49216,https://doi.org/10.15454/HTBFFE,DI10011,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
33,AO10006,2856027,BTH_Chaux_des_Prés_2011_SetA2,49352,https://doi.org/10.15454/NHNCAM,AO10006,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
34,EM09318,2856033,BTH_Chaux_des_Prés_2011_SetA2,48847,https://doi.org/10.15454/BPR93C,EM09318,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
35,Altigo,2856038,BTH_Chaux_des_Prés_2011_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
36,Bermude,2856026,BTH_Chaux_des_Prés_2011_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
37,EM09221,2856050,BTH_Chaux_des_Prés_2011_SetA2,49495,https://doi.org/10.15454/CZHVWO,EM09221,BTH_Chaux_des_Prés_2011_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
