,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,AO13026itkt,2879853,BTH_Orgeval_2013_TECH,61020,https://doi.org/10.15454/NT4S5Q,AO13026,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
1,AO13029itkt,2879859,BTH_Orgeval_2013_TECH,61078,https://doi.org/10.15454/7M8X2M,AO13029,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
2,AO13031itkt,2879866,BTH_Orgeval_2013_TECH,61106,https://doi.org/10.15454/3H61CU,AO13031,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
3,AO13042itkt,2879879,BTH_Orgeval_2013_TECH,61269,https://doi.org/10.15454/CHX9GO,AO13042,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
4,RE12080itkt,2879893,BTH_Orgeval_2013_TECH,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
5,CF10185itkt,2879922,BTH_Orgeval_2013_TECH,62036,https://doi.org/10.15454/BSSAED,CF10185,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
6,AO13003itkt,2879857,BTH_Orgeval_2013_TECH,61449,https://doi.org/10.15454/ACXILT,AO13003,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
7,DI13002itkt,2879873,BTH_Orgeval_2013_TECH,61791,https://doi.org/10.15454/GW5VMO,DI13002,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
8,EM12040itkt,2879885,BTH_Orgeval_2013_TECH,61883,https://doi.org/10.15454/ZJTOW0,EM12040,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
9,CF10064itkt,2879860,BTH_Orgeval_2013_TECH,61942,https://doi.org/10.15454/W1DFLD,CF10064,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
10,EM11537itkt,2879851,BTH_Orgeval_2013_TECH,49307,https://doi.org/10.15454/S10U8Z,EM11537,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
11,AO13013itkt,2879900,BTH_Orgeval_2013_TECH,60800,https://doi.org/10.15454/Z0VQYE,AO13013,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
12,AO13015itkt,2879902,BTH_Orgeval_2013_TECH,60834,https://doi.org/10.15454/KQGENR,AO13015,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
13,AO13045itkt,2879924,BTH_Orgeval_2013_TECH,61318,https://doi.org/10.15454/WK73B3,AO13045,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
14,CF09117itkt,2879917,BTH_Orgeval_2013_TECH,48349,https://doi.org/10.15454/DXR4XS,CF09117,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
15,RE12001itkt,2879863,BTH_Orgeval_2013_TECH,49097,https://doi.org/10.15454/ANZWH3,RE12001,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
16,RE12040itkt,2879898,BTH_Orgeval_2013_TECH,48352,https://doi.org/10.15454/YWSWUD,RE12040,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
17,RE12042itkt,2879896,BTH_Orgeval_2013_TECH,49556,https://doi.org/10.15454/GYCEHY,RE12042,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
18,RE12050itkt,2879894,BTH_Orgeval_2013_TECH,49040,https://doi.org/10.15454/B2JKAS,RE12050,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
19,RE12051itkt,2879895,BTH_Orgeval_2013_TECH,48435,https://doi.org/10.15454/0FR6IX,RE12051,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
20,RE12073itkt,2879892,BTH_Orgeval_2013_TECH,49588,https://doi.org/10.15454/8XOG9B,RE12073,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
21,RE12100itkt,2879848,BTH_Orgeval_2013_TECH,49484,https://doi.org/10.15454/GT4HPR,RE12100,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
22,Apacheitkt,2879886,BTH_Orgeval_2013_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
23,Lyrikitkt,2879923,BTH_Orgeval_2013_TECH,27737,https://doi.org/10.15454/7VD1UN,LYRIK,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
24,Grapeliitkt,2879871,BTH_Orgeval_2013_TECH,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
25,CF08027itkt,2879925,BTH_Orgeval_2013_TECH,27795,https://doi.org/10.15454/8X7KGE,CF08027,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
26,Granamaxitkt,2879888,BTH_Orgeval_2013_TECH,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
27,AO11011itkt,2879852,BTH_Orgeval_2013_TECH,48486,https://doi.org/10.15454/PE1NKZ,AO11011,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
28,Gotikitkt,2879906,BTH_Orgeval_2013_TECH,49404,https://doi.org/10.15454/DILEEP,GOTIK,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
29,CF11029itkt,2879882,BTH_Orgeval_2013_TECH,48631,https://doi.org/10.15454/LPOUIM,CF11029,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
30,CF11051itkt,2879855,BTH_Orgeval_2013_TECH,49515,https://doi.org/10.15454/XTUZ9D,CF11051,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
31,CF11177itkt,2879920,BTH_Orgeval_2013_TECH,48786,https://doi.org/10.15454/TMOAXC,CF11177,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
32,CF11291itkt,2879913,BTH_Orgeval_2013_TECH,48959,https://doi.org/10.15454/VMWB4Q,CF11291,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
33,DI11013itkt,2879918,BTH_Orgeval_2013_TECH,49232,https://doi.org/10.15454/8YNF2B,DI11013,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
34,DI12005itkt,2879876,BTH_Orgeval_2013_TECH,48497,https://doi.org/10.15454/KIPU5T,DI12005,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
35,EM11441itkt,2879881,BTH_Orgeval_2013_TECH,49367,https://doi.org/10.15454/28ALS0,EM11441,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
36,EM11604itkt,2879887,BTH_Orgeval_2013_TECH,49309,https://doi.org/10.15454/RKL8AU,EM11604,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
37,RE10042itkt,2879899,BTH_Orgeval_2013_TECH,48716,https://doi.org/10.15454/5APOHC,RE10042,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
38,RE11058itkt,2879915,BTH_Orgeval_2013_TECH,48469,https://doi.org/10.15454/ENAZXW,RE11058,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
39,RE11073itkt,2879861,BTH_Orgeval_2013_TECH,49688,https://doi.org/10.15454/F0TXTO,RE11073,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
40,RE11075itkt,2879910,BTH_Orgeval_2013_TECH,49577,https://doi.org/10.15454/DGTMEC,RE11075,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
41,RE11087itkt,2879903,BTH_Orgeval_2013_TECH,49419,https://doi.org/10.15454/IRCHBB,RE11087,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
42,RE11113itkt,2879904,BTH_Orgeval_2013_TECH,48537,https://doi.org/10.15454/OVF7NV,RE11113,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
43,RE11116itkt,2879907,BTH_Orgeval_2013_TECH,48613,https://doi.org/10.15454/12BULQ,RE11116,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
44,AO13027itkt,2879864,BTH_Orgeval_2013_TECH,49214,https://doi.org/10.15454/8SM83Z,AO13027,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
45,Gallixeitkt,2879865,BTH_Orgeval_2013_TECH,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
46,Croustyitkt,2879901,BTH_Orgeval_2013_TECH,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
47,Galibieritkt,2879890,BTH_Orgeval_2013_TECH,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
48,CF12108itkt,2879921,BTH_Orgeval_2013_TECH,48357,https://doi.org/10.15454/2XAWEY,CF12108,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
49,EM12096itkt,2879849,BTH_Orgeval_2013_TECH,48739,https://doi.org/10.15454/CEPFO5,EM12096,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
50,EM12205itkt,2879854,BTH_Orgeval_2013_TECH,49562,https://doi.org/10.15454/EJSRJK,EM12205,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
51,EM12231itkt,2879883,BTH_Orgeval_2013_TECH,48934,https://doi.org/10.15454/YCKTDL,EM12231,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
52,EM12234itkt,2879880,BTH_Orgeval_2013_TECH,49090,https://doi.org/10.15454/1VGYYS,EM12234,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
53,EM12340itkt,2879891,BTH_Orgeval_2013_TECH,48377,https://doi.org/10.15454/KP9UFC,EM12340,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
54,EM12359itkt,2879878,BTH_Orgeval_2013_TECH,48644,https://doi.org/10.15454/BZ52A8,EM12359,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
55,RE12002itkt,2879889,BTH_Orgeval_2013_TECH,48869,https://doi.org/10.15454/TN9KFO,RE12002,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
56,RE12020itkt,2879847,BTH_Orgeval_2013_TECH,49575,https://doi.org/10.15454/DGI5VN,RE12020,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
57,EM12044itkt,2879911,BTH_Orgeval_2013_TECH,49319,https://doi.org/10.15454/QHF1AL,EM12044,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
58,AO13016itkt,2879850,BTH_Orgeval_2013_TECH,60850,https://doi.org/10.15454/R4ROYJ,AO13016,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
59,AO12021itkt,2879858,BTH_Orgeval_2013_TECH,60961,https://doi.org/10.15454/0ZFI4A,AO12021,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
60,AO13022itkt,2879867,BTH_Orgeval_2013_TECH,60962,https://doi.org/10.15454/57FECX,AO13022,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
61,EM11366itkt,2879909,BTH_Orgeval_2013_TECH,49409,https://doi.org/10.15454/9ZJTGU,EM11366,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
62,EM11400itkt,2879897,BTH_Orgeval_2013_TECH,48403,https://doi.org/10.15454/U4Y1OC,EM11400,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
63,DI11014itkt,2879919,BTH_Orgeval_2013_TECH,48652,https://doi.org/10.15454/GG9CKW,DI11014,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
64,DI12004itkt,2879877,BTH_Orgeval_2013_TECH,49069,https://doi.org/10.15454/EHYGRO,DI12004,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
65,Bermudeitkt,2879862,BTH_Orgeval_2013_TECH,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
66,AO12014itkt,2879916,BTH_Orgeval_2013_TECH,49318,https://doi.org/10.15454/WXGPLG,AO12014,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
67,AO13030itkt,2879905,BTH_Orgeval_2013_TECH,48837,https://doi.org/10.15454/AFDIUY,AO13030,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
68,AO13047itkt,2879875,BTH_Orgeval_2013_TECH,49371,https://doi.org/10.15454/QBXBWF,AO13047,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
69,CF12053itkt,2879856,BTH_Orgeval_2013_TECH,48635,https://doi.org/10.15454/EYGP9K,CF12053,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
70,CF12181itkt,2879872,BTH_Orgeval_2013_TECH,48978,https://doi.org/10.15454/5ZAP8G,CF12181,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
71,CF12200itkt,2879874,BTH_Orgeval_2013_TECH,48698,https://doi.org/10.15454/CBPECM,CF12200,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
72,CF12202itkt,2879908,BTH_Orgeval_2013_TECH,49079,https://doi.org/10.15454/EYUOPH,CF12202,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
73,CF12273itkt,2879912,BTH_Orgeval_2013_TECH,49671,https://doi.org/10.15454/XJPBH3,CF12273,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
74,CF12376itkt,2879884,BTH_Orgeval_2013_TECH,49458,https://doi.org/10.15454/WEEH9V,CF12376,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
75,DI13003itkt,2879914,BTH_Orgeval_2013_TECH,49052,https://doi.org/10.15454/6DHCDH,DI13003,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
76,DI13004itkt,2879868,BTH_Orgeval_2013_TECH,49219,https://doi.org/10.15454/6NP2UD,DI13004,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
77,DI13005itkt,2879869,BTH_Orgeval_2013_TECH,49746,https://doi.org/10.15454/C5YYJZ,DI13005,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
78,DI13006itkt,2879870,BTH_Orgeval_2013_TECH,49207,https://doi.org/10.15454/DM26Q1,DI13006,BTH_Orgeval_2013_TECH,VIRTUAL_TRIAL,,,,,,,,[]
