,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,1,2882503,BTH_Clermont-Ferrand_2014_SetA2,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
1,2,2882502,BTH_Clermont-Ferrand_2014_SetA2,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
2,2,2882504,BTH_Clermont-Ferrand_2014_SetA2,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
3,RE12080itkfi,2882613,BTH_Clermont-Ferrand_2014_SetA2,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Clermont-Ferrand_2014_SetA2,VIRTUAL_TRIAL,,,,,,,,low inputs
4,1,2882501,BTH_Clermont-Ferrand_2014_SetA2,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
5,RE12080itkt,2882614,BTH_Clermont-Ferrand_2014_SetA2,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Clermont-Ferrand_2014_SetA2,VIRTUAL_TRIAL,,,,,,,,treated
6,AO13003itkfi,2882575,BTH_Clermont-Ferrand_2014_SetA2,61449,https://doi.org/10.15454/ACXILT,AO13003,BTH_Clermont-Ferrand_2014_SetA2,VIRTUAL_TRIAL,,,,,,,,low inputs
7,2,2882428,BTH_Clermont-Ferrand_2014_SetA2,61449,https://doi.org/10.15454/ACXILT,AO13003,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
8,1,2882425,BTH_Clermont-Ferrand_2014_SetA2,61449,https://doi.org/10.15454/ACXILT,AO13003,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
9,2,2882426,BTH_Clermont-Ferrand_2014_SetA2,61449,https://doi.org/10.15454/ACXILT,AO13003,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
10,1,2882427,BTH_Clermont-Ferrand_2014_SetA2,61449,https://doi.org/10.15454/ACXILT,AO13003,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
11,AO13003itkt,2882576,BTH_Clermont-Ferrand_2014_SetA2,61449,https://doi.org/10.15454/ACXILT,AO13003,BTH_Clermont-Ferrand_2014_SetA2,VIRTUAL_TRIAL,,,,,,,,treated
12,2,2882470,BTH_Clermont-Ferrand_2014_SetA2,61791,https://doi.org/10.15454/GW5VMO,DI13002,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
13,2,2882472,BTH_Clermont-Ferrand_2014_SetA2,61791,https://doi.org/10.15454/GW5VMO,DI13002,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
14,DI13002itkt,2882598,BTH_Clermont-Ferrand_2014_SetA2,61791,https://doi.org/10.15454/GW5VMO,DI13002,BTH_Clermont-Ferrand_2014_SetA2,VIRTUAL_TRIAL,,,,,,,,treated
15,DI13002itkfi,2882597,BTH_Clermont-Ferrand_2014_SetA2,61791,https://doi.org/10.15454/GW5VMO,DI13002,BTH_Clermont-Ferrand_2014_SetA2,VIRTUAL_TRIAL,,,,,,,,low inputs
16,1,2882469,BTH_Clermont-Ferrand_2014_SetA2,61791,https://doi.org/10.15454/GW5VMO,DI13002,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
17,1,2882471,BTH_Clermont-Ferrand_2014_SetA2,61791,https://doi.org/10.15454/GW5VMO,DI13002,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
18,AO13015itkfi,2882623,BTH_Clermont-Ferrand_2014_SetA2,60834,https://doi.org/10.15454/KQGENR,AO13015,BTH_Clermont-Ferrand_2014_SetA2,VIRTUAL_TRIAL,,,,,,,,low inputs
19,1,2882523,BTH_Clermont-Ferrand_2014_SetA2,60834,https://doi.org/10.15454/KQGENR,AO13015,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
20,1,2882521,BTH_Clermont-Ferrand_2014_SetA2,60834,https://doi.org/10.15454/KQGENR,AO13015,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
21,2,2882522,BTH_Clermont-Ferrand_2014_SetA2,60834,https://doi.org/10.15454/KQGENR,AO13015,BTH_Clermont-Ferrand_2014_SetA2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
