,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI06007,2827463,BTH_Chaux_des_Prés_2008_SetA1,26977,https://doi.org/10.15454/RGT6YF,DI06007,BTH_Chaux_des_Prés_2008_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
1,Koreli,2827435,BTH_Chaux_des_Prés_2008_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Chaux_des_Prés_2008_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
2,Barok,2827424,BTH_Chaux_des_Prés_2008_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Chaux_des_Prés_2008_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
3,AO07803,2827444,BTH_Chaux_des_Prés_2008_SetA1,27764,https://doi.org/10.15454/NMXDOZ,AO07803,BTH_Chaux_des_Prés_2008_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
4,AO07218,2827457,BTH_Chaux_des_Prés_2008_SetA1,27758,https://doi.org/10.15454/HQFX9Y,AO07218,BTH_Chaux_des_Prés_2008_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
5,CF05173,2827455,BTH_Chaux_des_Prés_2008_SetA1,26980,https://doi.org/10.15454/RUE1SF,CF05173,BTH_Chaux_des_Prés_2008_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
6,AO08001,2827464,BTH_Chaux_des_Prés_2008_SetA1,27765,https://doi.org/10.15454/ROTVXP,AO08001,BTH_Chaux_des_Prés_2008_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
7,CF05079,2827454,BTH_Chaux_des_Prés_2008_SetA1,26976,https://doi.org/10.15454/YDUNWW,CF05079,BTH_Chaux_des_Prés_2008_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
8,AO07438,2827451,BTH_Chaux_des_Prés_2008_SetA1,27762,https://doi.org/10.15454/XHRZAO,AO07438,BTH_Chaux_des_Prés_2008_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
9,DI05014,2827433,BTH_Chaux_des_Prés_2008_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,BTH_Chaux_des_Prés_2008_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
