,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI08011,2832852,BTH_Chaux_des_Prés_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,BTH_Chaux_des_Prés_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
1,Koreli,2832862,BTH_Chaux_des_Prés_2008_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Chaux_des_Prés_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
2,RE07083,2832882,BTH_Chaux_des_Prés_2008_SetB2,27836,https://doi.org/10.15454/RTDUJV,RE07083,BTH_Chaux_des_Prés_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
3,CF07097,2832861,BTH_Chaux_des_Prés_2008_SetB2,27791,https://doi.org/10.15454/VCEDFU,CF07097,BTH_Chaux_des_Prés_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
4,RE07040,2832856,BTH_Chaux_des_Prés_2008_SetB2,27306,https://doi.org/10.15454/LF7SKR,RE07040,BTH_Chaux_des_Prés_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
5,Premio,2832848,BTH_Chaux_des_Prés_2008_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,BTH_Chaux_des_Prés_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
6,RE07028,2832871,BTH_Chaux_des_Prés_2008_SetB2,48952,gnpis_pui:holding-921_taxon-4898_accession-48952,RE07028,BTH_Chaux_des_Prés_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
7,RE07036,2832859,BTH_Chaux_des_Prés_2008_SetB2,48462,gnpis_pui:holding-921_taxon-4898_accession-48462,RE07036,BTH_Chaux_des_Prés_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
8,CF07138,2832867,BTH_Chaux_des_Prés_2008_SetB2,49475,gnpis_pui:holding-921_taxon-4898_accession-49475,CF07138,BTH_Chaux_des_Prés_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
9,RE07087,2832884,BTH_Chaux_des_Prés_2008_SetB2,49201,gnpis_pui:holding-921_taxon-4898_accession-49201,RE07087,BTH_Chaux_des_Prés_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
