,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,EM09015,2849926,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49594,https://doi.org/10.15454/UY7D21,EM09015,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,Koreli,2849932,BTH_Rennes_2010_SetB1_PIETIN-VERSE,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,CF09117,2849930,BTH_Rennes_2010_SetB1_PIETIN-VERSE,48349,https://doi.org/10.15454/DXR4XS,CF09117,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,RE09002,2849937,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49618,https://doi.org/10.15454/L6UK54,RE09002,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,RE09010,2849924,BTH_Rennes_2010_SetB1_PIETIN-VERSE,48540,https://doi.org/10.15454/82RKSJ,RE09010,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,Premio,2849921,BTH_Rennes_2010_SetB1_PIETIN-VERSE,26914,https://doi.org/10.15454/5YB44K,PREMIO,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,RE09009,2849939,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49096,https://doi.org/10.15454/PSFHWC,RE09009,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,EM09003,2849923,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49087,https://doi.org/10.15454/53EBXZ,EM09003,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,EM09021,2849920,BTH_Rennes_2010_SetB1_PIETIN-VERSE,48576,gnpis_pui:holding-921_taxon-4898_accession-48576,EM09021,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,CF09077,2849936,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49152,gnpis_pui:holding-921_taxon-4898_accession-49152,CF09077,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,CF09085,2849953,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49657,gnpis_pui:holding-921_taxon-4898_accession-49657,CF09085,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,RE09031,2849928,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49247,gnpis_pui:holding-921_taxon-4898_accession-49247,RE09031,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,AO10012,2849922,BTH_Rennes_2010_SetB1_PIETIN-VERSE,48523,gnpis_pui:holding-921_taxon-4898_accession-48523,AO10012,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,AO10009,2849940,BTH_Rennes_2010_SetB1_PIETIN-VERSE,48682,gnpis_pui:holding-921_taxon-4898_accession-48682,AO10009,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
14,CF09028,2849951,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49437,gnpis_pui:holding-921_taxon-4898_accession-49437,CF09028,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
15,DI10001,2849942,BTH_Rennes_2010_SetB1_PIETIN-VERSE,48633,gnpis_pui:holding-921_taxon-4898_accession-48633,DI10001,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
16,Apache,2849934,BTH_Rennes_2010_SetB1_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
17,CF09093,2849933,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49525,gnpis_pui:holding-921_taxon-4898_accession-49525,CF09093,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
18,RE09030,2849919,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49497,gnpis_pui:holding-921_taxon-4898_accession-49497,RE09030,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
19,CF09081,2849954,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49444,gnpis_pui:holding-921_taxon-4898_accession-49444,CF09081,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
20,Attlass,2849948,BTH_Rennes_2010_SetB1_PIETIN-VERSE,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
21,Gallixe,2849952,BTH_Rennes_2010_SetB1_PIETIN-VERSE,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
22,Caphorn,2849938,BTH_Rennes_2010_SetB1_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
23,AO10011,2849947,BTH_Rennes_2010_SetB1_PIETIN-VERSE,49125,https://doi.org/10.15454/CTNPK9,AO10011,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
24,AO10013,2849927,BTH_Rennes_2010_SetB1_PIETIN-VERSE,48839,https://doi.org/10.15454/PBJK68,AO10013,BTH_Rennes_2010_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
