,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI02015,2782583,BTH_Rennes_2002_SetB2_PIETIN-VERSE,48985,gnpis_pui:holding-921_taxon-4898_accession-48985,DI02015,BTH_Rennes_2002_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,DI02022,2782618,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49030,gnpis_pui:holding-921_taxon-4898_accession-49030,DI02022,BTH_Rennes_2002_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,DI02020,2782616,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49478,gnpis_pui:holding-921_taxon-4898_accession-49478,DI02020,BTH_Rennes_2002_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,RE01025,2782614,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49682,gnpis_pui:holding-921_taxon-4898_accession-49682,RE01025,BTH_Rennes_2002_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,EM01216,2782608,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49019,gnpis_pui:holding-921_taxon-4898_accession-49019,EM01216,BTH_Rennes_2002_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,EM01138,2782626,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49418,gnpis_pui:holding-921_taxon-4898_accession-49418,EM01138,BTH_Rennes_2002_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,EM01150,2782621,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49276,gnpis_pui:holding-921_taxon-4898_accession-49276,EM01150,BTH_Rennes_2002_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,EM01288,2782624,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49281,gnpis_pui:holding-921_taxon-4898_accession-49281,EM01288,BTH_Rennes_2002_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,EM01206,2782598,BTH_Rennes_2002_SetB2_PIETIN-VERSE,48429,gnpis_pui:holding-921_taxon-4898_accession-48429,EM01206,BTH_Rennes_2002_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,CF01184,2782619,BTH_Rennes_2002_SetB2_PIETIN-VERSE,49268,gnpis_pui:holding-921_taxon-4898_accession-49268,CF01184,BTH_Rennes_2002_SetB2_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
