,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,CF13081,2887580,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61093,https://doi.org/10.15454/P97IAI,CF13081,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,CF13217,2887582,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61196,https://doi.org/10.15454/JHCWMY,CF13217,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,CF13172,2887560,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61167,https://doi.org/10.15454/M3XNKU,CF13172,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,AO14023,2887578,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61197,https://doi.org/10.15454/RZZTFZ,AO14023,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,CF13187,2887587,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61181,https://doi.org/10.15454/RVUPRG,CF13187,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,DI14004,2887561,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61305,https://doi.org/10.15454/QTCIDC,DI14004,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,EM13249,2887562,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61447,https://doi.org/10.15454/NTKRK8,EM13249,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,EM13243,2887565,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61431,https://doi.org/10.15454/QSZ1IX,EM13243,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,AO14025,2887589,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61545,https://doi.org/10.15454/PSDVDT,AO14025,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,AO14026,2887590,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61704,https://doi.org/10.15454/ZZZLIR,AO14026,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,RE13107,2887567,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61731,https://doi.org/10.15454/EM4KCZ,RE13107,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,RE14129,2887566,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61821,https://doi.org/10.15454/1WRXMZ,RE14129,BTH_Rennes_2014_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
