,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,RE12030,2876898,BTH_Rennes_2013_SetB1_PIETIN-VERSE,61337,https://doi.org/10.15454/PJFLXT,RE12030,BTH_Rennes_2013_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,AO13002,2876874,BTH_Rennes_2013_SetB1_PIETIN-VERSE,61273,https://doi.org/10.15454/2QGKAK,AO13002,BTH_Rennes_2013_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,RE12005,2876881,BTH_Rennes_2013_SetB1_PIETIN-VERSE,61290,https://doi.org/10.15454/Q9AAOE,RE12005,BTH_Rennes_2013_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,RE12039,2876896,BTH_Rennes_2013_SetB1_PIETIN-VERSE,61354,https://doi.org/10.15454/D4PG9N,RE12039,BTH_Rennes_2013_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,CF12048,2876886,BTH_Rennes_2013_SetB1_PIETIN-VERSE,61386,https://doi.org/10.15454/SZ7V8T,CF12048,BTH_Rennes_2013_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,CF12042,2876883,BTH_Rennes_2013_SetB1_PIETIN-VERSE,61367,https://doi.org/10.15454/TFKRVB,CF12042,BTH_Rennes_2013_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,CF12062,2876884,BTH_Rennes_2013_SetB1_PIETIN-VERSE,61428,https://doi.org/10.15454/F7YNUM,CF12062,BTH_Rennes_2013_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,CF12130,2876897,BTH_Rennes_2013_SetB1_PIETIN-VERSE,61462,https://doi.org/10.15454/9YFN5V,CF12130,BTH_Rennes_2013_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,CF12149,2876869,BTH_Rennes_2013_SetB1_PIETIN-VERSE,61479,https://doi.org/10.15454/LE3Y6P,CF12149,BTH_Rennes_2013_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,CF12164,2876872,BTH_Rennes_2013_SetB1_PIETIN-VERSE,61495,https://doi.org/10.15454/79MDPU,CF12164,BTH_Rennes_2013_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
