,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,DI10006itkfi,2850819,BTH_Le_Moulon_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,BTH_Le_Moulon_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
1,2,2850722,BTH_Le_Moulon_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,BTH_Le_Moulon_2010_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
2,1,2850721,BTH_Le_Moulon_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,BTH_Le_Moulon_2010_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
3,2,2850724,BTH_Le_Moulon_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,BTH_Le_Moulon_2010_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
4,1,2850723,BTH_Le_Moulon_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,BTH_Le_Moulon_2010_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
5,DI10006itkt,2850820,BTH_Le_Moulon_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,BTH_Le_Moulon_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
6,2,2850718,BTH_Le_Moulon_2010_SetB2,48917,https://doi.org/10.15454/SFOD7H,DI10007,BTH_Le_Moulon_2010_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
7,DI10007itkfi,2850817,BTH_Le_Moulon_2010_SetB2,48917,https://doi.org/10.15454/SFOD7H,DI10007,BTH_Le_Moulon_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
8,1,2850717,BTH_Le_Moulon_2010_SetB2,48917,https://doi.org/10.15454/SFOD7H,DI10007,BTH_Le_Moulon_2010_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
9,DI10007itkt,2850818,BTH_Le_Moulon_2010_SetB2,48917,https://doi.org/10.15454/SFOD7H,DI10007,BTH_Le_Moulon_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
10,2,2850720,BTH_Le_Moulon_2010_SetB2,48917,https://doi.org/10.15454/SFOD7H,DI10007,BTH_Le_Moulon_2010_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
11,1,2850719,BTH_Le_Moulon_2010_SetB2,48917,https://doi.org/10.15454/SFOD7H,DI10007,BTH_Le_Moulon_2010_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
12,2,2850756,BTH_Le_Moulon_2010_SetB2,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Le_Moulon_2010_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
13,1,2850753,BTH_Le_Moulon_2010_SetB2,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Le_Moulon_2010_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
14,1,2850755,BTH_Le_Moulon_2010_SetB2,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Le_Moulon_2010_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
15,2,2850754,BTH_Le_Moulon_2010_SetB2,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Le_Moulon_2010_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
16,RE09055itkfi,2850835,BTH_Le_Moulon_2010_SetB2,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Le_Moulon_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
17,RE09055itkt,2850836,BTH_Le_Moulon_2010_SetB2,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Le_Moulon_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
18,1,2850599,BTH_Le_Moulon_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Le_Moulon_2010_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
19,Barokitkfi,2850757,BTH_Le_Moulon_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Le_Moulon_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
20,2,2850600,BTH_Le_Moulon_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Le_Moulon_2010_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
21,2,2850598,BTH_Le_Moulon_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Le_Moulon_2010_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
22,Barokitkt,2850758,BTH_Le_Moulon_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Le_Moulon_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
23,1,2850597,BTH_Le_Moulon_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Le_Moulon_2010_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
24,1,2850655,BTH_Le_Moulon_2010_SetB2,48586,https://doi.org/10.15454/TEBGJY,CF09182,BTH_Le_Moulon_2010_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
25,CF09182itkfi,2850785,BTH_Le_Moulon_2010_SetB2,48586,https://doi.org/10.15454/TEBGJY,CF09182,BTH_Le_Moulon_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
