,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,EM09015,2848926,BTH_Chaux_des_Prés_2010_SetB1,49594,https://doi.org/10.15454/UY7D21,EM09015,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
1,Koreli,2848932,BTH_Chaux_des_Prés_2010_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
2,CF09117,2848930,BTH_Chaux_des_Prés_2010_SetB1,48349,https://doi.org/10.15454/DXR4XS,CF09117,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
3,RE09002,2848937,BTH_Chaux_des_Prés_2010_SetB1,49618,https://doi.org/10.15454/L6UK54,RE09002,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
4,RE09010,2848924,BTH_Chaux_des_Prés_2010_SetB1,48540,https://doi.org/10.15454/82RKSJ,RE09010,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
5,Premio,2848921,BTH_Chaux_des_Prés_2010_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
6,RE09009,2848939,BTH_Chaux_des_Prés_2010_SetB1,49096,https://doi.org/10.15454/PSFHWC,RE09009,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
7,EM09003,2848923,BTH_Chaux_des_Prés_2010_SetB1,49087,https://doi.org/10.15454/53EBXZ,EM09003,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
8,EM09021,2848920,BTH_Chaux_des_Prés_2010_SetB1,48576,gnpis_pui:holding-921_taxon-4898_accession-48576,EM09021,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
9,CF09077,2848936,BTH_Chaux_des_Prés_2010_SetB1,49152,gnpis_pui:holding-921_taxon-4898_accession-49152,CF09077,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
10,CF09085,2848953,BTH_Chaux_des_Prés_2010_SetB1,49657,gnpis_pui:holding-921_taxon-4898_accession-49657,CF09085,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
11,RE09031,2848928,BTH_Chaux_des_Prés_2010_SetB1,49247,gnpis_pui:holding-921_taxon-4898_accession-49247,RE09031,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
12,AO10012,2848922,BTH_Chaux_des_Prés_2010_SetB1,48523,gnpis_pui:holding-921_taxon-4898_accession-48523,AO10012,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
13,AO10009,2848940,BTH_Chaux_des_Prés_2010_SetB1,48682,gnpis_pui:holding-921_taxon-4898_accession-48682,AO10009,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
14,CF09028,2848951,BTH_Chaux_des_Prés_2010_SetB1,49437,gnpis_pui:holding-921_taxon-4898_accession-49437,CF09028,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
15,DI10001,2848942,BTH_Chaux_des_Prés_2010_SetB1,48633,gnpis_pui:holding-921_taxon-4898_accession-48633,DI10001,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
16,Apache,2848934,BTH_Chaux_des_Prés_2010_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
17,CF09093,2848933,BTH_Chaux_des_Prés_2010_SetB1,49525,gnpis_pui:holding-921_taxon-4898_accession-49525,CF09093,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
18,RE09030,2848919,BTH_Chaux_des_Prés_2010_SetB1,49497,gnpis_pui:holding-921_taxon-4898_accession-49497,RE09030,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
19,CF09081,2848954,BTH_Chaux_des_Prés_2010_SetB1,49444,gnpis_pui:holding-921_taxon-4898_accession-49444,CF09081,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
20,Attlass,2848948,BTH_Chaux_des_Prés_2010_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
21,Gallixe,2848952,BTH_Chaux_des_Prés_2010_SetB1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
22,Caphorn,2848938,BTH_Chaux_des_Prés_2010_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
23,AO10011,2848947,BTH_Chaux_des_Prés_2010_SetB1,49125,https://doi.org/10.15454/CTNPK9,AO10011,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
24,AO10013,2848927,BTH_Chaux_des_Prés_2010_SetB1,48839,https://doi.org/10.15454/PBJK68,AO10013,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
25,CF09027,2848949,BTH_Chaux_des_Prés_2010_SetB1,48507,https://doi.org/10.15454/YFD4LO,CF09027,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
26,EM09080,2848950,BTH_Chaux_des_Prés_2010_SetB1,49303,https://doi.org/10.15454/WSDK5P,EM09080,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
27,EM09189,2848955,BTH_Chaux_des_Prés_2010_SetB1,49252,https://doi.org/10.15454/LVMRPV,EM09189,BTH_Chaux_des_Prés_2010_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
