,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,3,2968215,BTH_Champagne-céréales_2015_SetA1,61020,https://doi.org/10.15454/NT4S5Q,AO13026,BTH_Champagne-céréales_2015_SetA1,REPLICATION,3.0,,,,,,REPLICATION:3,traite
1,AO13026itkt,2968326,BTH_Champagne-céréales_2015_SetA1,61020,https://doi.org/10.15454/NT4S5Q,AO13026,BTH_Champagne-céréales_2015_SetA1,VIRTUAL_TRIAL,,,,,,,,traite
2,2,2968216,BTH_Champagne-céréales_2015_SetA1,61020,https://doi.org/10.15454/NT4S5Q,AO13026,BTH_Champagne-céréales_2015_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,traite
3,1,2968214,BTH_Champagne-céréales_2015_SetA1,61020,https://doi.org/10.15454/NT4S5Q,AO13026,BTH_Champagne-céréales_2015_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,traite
4,2,2968222,BTH_Champagne-céréales_2015_SetA1,61078,https://doi.org/10.15454/7M8X2M,AO13029,BTH_Champagne-céréales_2015_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,traite
5,1,2968220,BTH_Champagne-céréales_2015_SetA1,61078,https://doi.org/10.15454/7M8X2M,AO13029,BTH_Champagne-céréales_2015_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,traite
6,AO13029itkt,2968328,BTH_Champagne-céréales_2015_SetA1,61078,https://doi.org/10.15454/7M8X2M,AO13029,BTH_Champagne-céréales_2015_SetA1,VIRTUAL_TRIAL,,,,,,,,traite
7,3,2968221,BTH_Champagne-céréales_2015_SetA1,61078,https://doi.org/10.15454/7M8X2M,AO13029,BTH_Champagne-céréales_2015_SetA1,REPLICATION,3.0,,,,,,REPLICATION:3,traite
8,AO13031itkt,2968354,BTH_Champagne-céréales_2015_SetA1,61106,https://doi.org/10.15454/3H61CU,AO13031,BTH_Champagne-céréales_2015_SetA1,VIRTUAL_TRIAL,,,,,,,,traite
9,2,2968300,BTH_Champagne-céréales_2015_SetA1,61106,https://doi.org/10.15454/3H61CU,AO13031,BTH_Champagne-céréales_2015_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,traite
10,3,2968299,BTH_Champagne-céréales_2015_SetA1,61106,https://doi.org/10.15454/3H61CU,AO13031,BTH_Champagne-céréales_2015_SetA1,REPLICATION,3.0,,,,,,REPLICATION:3,traite
11,1,2968298,BTH_Champagne-céréales_2015_SetA1,61106,https://doi.org/10.15454/3H61CU,AO13031,BTH_Champagne-céréales_2015_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,traite
12,1,2968277,BTH_Champagne-céréales_2015_SetA1,61257,https://doi.org/10.15454/VZKVRG,DI14001,BTH_Champagne-céréales_2015_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,traite
13,2,2968279,BTH_Champagne-céréales_2015_SetA1,61257,https://doi.org/10.15454/VZKVRG,DI14001,BTH_Champagne-céréales_2015_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,traite
14,3,2968278,BTH_Champagne-céréales_2015_SetA1,61257,https://doi.org/10.15454/VZKVRG,DI14001,BTH_Champagne-céréales_2015_SetA1,REPLICATION,3.0,,,,,,REPLICATION:3,traite
15,DI14001itkt,2968347,BTH_Champagne-céréales_2015_SetA1,61257,https://doi.org/10.15454/VZKVRG,DI14001,BTH_Champagne-céréales_2015_SetA1,VIRTUAL_TRIAL,,,,,,,,traite
16,AO13042itkt,2968340,BTH_Champagne-céréales_2015_SetA1,61269,https://doi.org/10.15454/CHX9GO,AO13042,BTH_Champagne-céréales_2015_SetA1,VIRTUAL_TRIAL,,,,,,,,traite
17,2,2968258,BTH_Champagne-céréales_2015_SetA1,61269,https://doi.org/10.15454/CHX9GO,AO13042,BTH_Champagne-céréales_2015_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,traite
18,3,2968257,BTH_Champagne-céréales_2015_SetA1,61269,https://doi.org/10.15454/CHX9GO,AO13042,BTH_Champagne-céréales_2015_SetA1,REPLICATION,3.0,,,,,,REPLICATION:3,traite
19,1,2968256,BTH_Champagne-céréales_2015_SetA1,61269,https://doi.org/10.15454/CHX9GO,AO13042,BTH_Champagne-céréales_2015_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,traite
20,2,2968210,BTH_Champagne-céréales_2015_SetA1,61305,https://doi.org/10.15454/QTCIDC,DI14004,BTH_Champagne-céréales_2015_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,traite
21,3,2968209,BTH_Champagne-céréales_2015_SetA1,61305,https://doi.org/10.15454/QTCIDC,DI14004,BTH_Champagne-céréales_2015_SetA1,REPLICATION,3.0,,,,,,REPLICATION:3,traite
22,1,2968208,BTH_Champagne-céréales_2015_SetA1,61305,https://doi.org/10.15454/QTCIDC,DI14004,BTH_Champagne-céréales_2015_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,traite
23,DI14004itkt,2968324,BTH_Champagne-céréales_2015_SetA1,61305,https://doi.org/10.15454/QTCIDC,DI14004,BTH_Champagne-céréales_2015_SetA1,VIRTUAL_TRIAL,,,,,,,,traite
24,RE12080itkt,2968334,BTH_Champagne-céréales_2015_SetA1,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Champagne-céréales_2015_SetA1,VIRTUAL_TRIAL,,,,,,,,traite
25,2,2968240,BTH_Champagne-céréales_2015_SetA1,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Champagne-céréales_2015_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,traite
26,3,2968239,BTH_Champagne-céréales_2015_SetA1,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Champagne-céréales_2015_SetA1,REPLICATION,3.0,,,,,,REPLICATION:3,traite
27,1,2968238,BTH_Champagne-céréales_2015_SetA1,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Champagne-céréales_2015_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,traite
28,2,2968318,BTH_Champagne-céréales_2015_SetA1,61803,https://doi.org/10.15454/LCA9U1,AO14001,BTH_Champagne-céréales_2015_SetA1,REPLICATION,2.0,,,,,,REPLICATION:2,traite
29,AO14001itkt,2968360,BTH_Champagne-céréales_2015_SetA1,61803,https://doi.org/10.15454/LCA9U1,AO14001,BTH_Champagne-céréales_2015_SetA1,VIRTUAL_TRIAL,,,,,,,,traite
30,3,2968317,BTH_Champagne-céréales_2015_SetA1,61803,https://doi.org/10.15454/LCA9U1,AO14001,BTH_Champagne-céréales_2015_SetA1,REPLICATION,3.0,,,,,,REPLICATION:3,traite
31,1,2968316,BTH_Champagne-céréales_2015_SetA1,61803,https://doi.org/10.15454/LCA9U1,AO14001,BTH_Champagne-céréales_2015_SetA1,REPLICATION,1.0,,,,,,REPLICATION:1,traite
