,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,Ressor,2762379,BTH_Chaux_des_Prés_2000_SetA,49154,https://doi.org/10.15454/X4XFZS,Ressor,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
1,CF99005,2762383,BTH_Chaux_des_Prés_2000_SetA,75767,https://doi.org/10.15454/BZFZDO,CF99005,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
2,RE99009,2762390,BTH_Chaux_des_Prés_2000_SetA,26000,https://doi.org/10.15454/VOIVEZ,RE99009,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
3,RE99006,2762369,BTH_Chaux_des_Prés_2000_SetA,26013,https://doi.org/10.15454/U6CDMK,RE99006,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
4,CF99009,2762386,BTH_Chaux_des_Prés_2000_SetA,25944,https://doi.org/10.15454/ADC7UQ,CF99009,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
5,CF99031,2762362,BTH_Chaux_des_Prés_2000_SetA,25998,https://doi.org/10.15454/PNTBI5,CF99031,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
6,DI9714,2762361,BTH_Chaux_des_Prés_2000_SetA,25900,https://doi.org/10.15454/FRB0LL,DI9714,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
7,RE99002,2762371,BTH_Chaux_des_Prés_2000_SetA,26872,https://doi.org/10.15454/WHVEKL,RE99002,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
8,RE99007,2762370,BTH_Chaux_des_Prés_2000_SetA,26014,https://doi.org/10.15454/B7I9IU,RE99007,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
9,HA1541.134,2762380,BTH_Chaux_des_Prés_2000_SetA,48807,gnpis_pui:holding-921_taxon-4898_accession-48807,HA1541.134,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
10,AO00001,2762389,BTH_Chaux_des_Prés_2000_SetA,28760,https://doi.org/10.15454/8LYCUU,AO00001,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
11,Charger,2762372,BTH_Chaux_des_Prés_2000_SetA,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
12,Tremie,2762385,BTH_Chaux_des_Prés_2000_SetA,24505,https://doi.org/10.15454/9YBOHR,TREMIE,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
13,Voltige,2762367,BTH_Chaux_des_Prés_2000_SetA,26052,https://doi.org/10.15454/FS69PT,VOLTIGE,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
14,EM99012,2762394,BTH_Chaux_des_Prés_2000_SetA,25901,https://doi.org/10.15454/VOT84X,EM99012,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
15,EM99001,2762375,BTH_Chaux_des_Prés_2000_SetA,26865,https://doi.org/10.15454/LFQX9O,EM99001,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
16,CF99003,2762382,BTH_Chaux_des_Prés_2000_SetA,26854,https://doi.org/10.15454/PMWJQG,CF99003,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
17,CF99016,2762360,BTH_Chaux_des_Prés_2000_SetA,26855,https://doi.org/10.15454/ZNHLL2,CF99016,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
18,CF9804,2762357,BTH_Chaux_des_Prés_2000_SetA,25942,https://doi.org/10.15454/J28WOV,CF9804,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
19,RE99017,2762391,BTH_Chaux_des_Prés_2000_SetA,26001,https://doi.org/10.15454/9GS2A7,RE99017,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
20,RE99014,2762393,BTH_Chaux_des_Prés_2000_SetA,26873,https://doi.org/10.15454/NVM4UC,RE99014,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
21,RE99016,2762365,BTH_Chaux_des_Prés_2000_SetA,26874,https://doi.org/10.15454/M7F6IJ,RE99016,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
22,EM99002,2762374,BTH_Chaux_des_Prés_2000_SetA,28763,https://doi.org/10.15454/HUTRYE,EM99002,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
23,CF9825,2762358,BTH_Chaux_des_Prés_2000_SetA,28761,https://doi.org/10.15454/PFN7OE,CF9825,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
24,EM99017,2762396,BTH_Chaux_des_Prés_2000_SetA,28764,https://doi.org/10.15454/QT2EUR,EM99017,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
25,EM99021,2762364,BTH_Chaux_des_Prés_2000_SetA,28765,https://doi.org/10.15454/KZAYH5,EM99021,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
26,DI9812,2762377,BTH_Chaux_des_Prés_2000_SetA,28762,https://doi.org/10.15454/F89VYP,DI9812,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
27,RE9819,2762359,BTH_Chaux_des_Prés_2000_SetA,28766,https://doi.org/10.15454/B2UDRG,RE9819,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
28,RE99003,2762378,BTH_Chaux_des_Prés_2000_SetA,28767,https://doi.org/10.15454/PDD081,RE99003,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
29,RE99004,2762368,BTH_Chaux_des_Prés_2000_SetA,28768,https://doi.org/10.15454/WOEZF0,RE99004,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
30,RE99018,2762395,BTH_Chaux_des_Prés_2000_SetA,28769,https://doi.org/10.15454/4XEWEU,RE99018,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
31,CF99027,2762387,BTH_Chaux_des_Prés_2000_SetA,25943,https://doi.org/10.15454/B8ORWB,CF99027,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
32,Soissons,2762392,BTH_Chaux_des_Prés_2000_SetA,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
33,Isengrain,2762388,BTH_Chaux_des_Prés_2000_SetA,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
34,CF99002,2762381,BTH_Chaux_des_Prés_2000_SetA,26853,https://doi.org/10.15454/XX9UWD,CF99002,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
35,EM99003,2762373,BTH_Chaux_des_Prés_2000_SetA,28757,https://doi.org/10.15454/22NWEC,EM99003,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
36,EM99027,2762363,BTH_Chaux_des_Prés_2000_SetA,26866,https://doi.org/10.15454/OANUO1,EM99027,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
37,AO99001,2762366,BTH_Chaux_des_Prés_2000_SetA,48603,gnpis_pui:holding-921_taxon-4898_accession-48603,AO99001,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
38,CF99007,2762384,BTH_Chaux_des_Prés_2000_SetA,28758,https://doi.org/10.15454/XSWWAH,CF99007,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
39,EM99006,2762376,BTH_Chaux_des_Prés_2000_SetA,28759,https://doi.org/10.15454/1BMHCN,EM99006,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
40,HA1066.146,2762355,BTH_Chaux_des_Prés_2000_SetA,48543,gnpis_pui:holding-921_taxon-4898_accession-48543,HA1066.146,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
41,HA1070.50,2762356,BTH_Chaux_des_Prés_2000_SetA,48987,gnpis_pui:holding-921_taxon-4898_accession-48987,HA1070.50,BTH_Chaux_des_Prés_2000_SetA,VIRTUAL_TRIAL,,,,,,,,[]
