,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,AO13026itkt,2976632,BTH_Estrées-Mons_2014_TECH,61020,https://doi.org/10.15454/NT4S5Q,AO13026,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
1,AO13029itkt,2976628,BTH_Estrées-Mons_2014_TECH,61078,https://doi.org/10.15454/7M8X2M,AO13029,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
2,CF13057itkt,2976631,BTH_Estrées-Mons_2014_TECH,61065,https://doi.org/10.15454/IEJHD9,CF13057,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
3,CF13131itkt,2976654,BTH_Estrées-Mons_2014_TECH,61136,https://doi.org/10.15454/JQLJOT,CF13131,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
4,AO13031itkt,2976634,BTH_Estrées-Mons_2014_TECH,61106,https://doi.org/10.15454/3H61CU,AO13031,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
5,CF13085itkt,2976662,BTH_Estrées-Mons_2014_TECH,61107,https://doi.org/10.15454/18C6AU,CF13085,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
6,CF13187itkt,2976670,BTH_Estrées-Mons_2014_TECH,61181,https://doi.org/10.15454/RVUPRG,CF13187,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
7,DI14001itkt,2976624,BTH_Estrées-Mons_2014_TECH,61257,https://doi.org/10.15454/VZKVRG,DI14001,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
8,AO13042itkt,2976644,BTH_Estrées-Mons_2014_TECH,61269,https://doi.org/10.15454/CHX9GO,AO13042,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
9,DI14004itkt,2976622,BTH_Estrées-Mons_2014_TECH,61305,https://doi.org/10.15454/QTCIDC,DI14004,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
10,EM13073itkt,2976619,BTH_Estrées-Mons_2014_TECH,61398,https://doi.org/10.15454/HEUAIP,EM13073,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
11,EM13249itkt,2976626,BTH_Estrées-Mons_2014_TECH,61447,https://doi.org/10.15454/NTKRK8,EM13249,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
12,EM13243itkt,2976630,BTH_Estrées-Mons_2014_TECH,61431,https://doi.org/10.15454/QSZ1IX,EM13243,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
13,RE13006itkt,2976678,BTH_Estrées-Mons_2014_TECH,61514,https://doi.org/10.15454/KLQZHB,RE13006,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
14,RE13007itkt,2976669,BTH_Estrées-Mons_2014_TECH,61527,https://doi.org/10.15454/JN5VML,RE13007,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
15,RE12080itkt,2976656,BTH_Estrées-Mons_2014_TECH,61587,https://doi.org/10.15454/TNFH4O,RE12080,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
16,RE13093itkt,2976633,BTH_Estrées-Mons_2014_TECH,61664,https://doi.org/10.15454/OYADUC,RE13093,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
17,RE13094itkt,2976625,BTH_Estrées-Mons_2014_TECH,61678,https://doi.org/10.15454/GQP9HA,RE13094,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
18,AO14026itkt,2976674,BTH_Estrées-Mons_2014_TECH,61704,https://doi.org/10.15454/ZZZLIR,AO14026,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
19,AO14001itkt,2976684,BTH_Estrées-Mons_2014_TECH,61803,https://doi.org/10.15454/LCA9U1,AO14001,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
20,AO14013itkt,2976646,BTH_Estrées-Mons_2014_TECH,62003,https://doi.org/10.15454/UIHLJL,AO14013,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
21,AO14014itkt,2976648,BTH_Estrées-Mons_2014_TECH,62034,https://doi.org/10.15454/RWXBD7,AO14014,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
22,AO14017itkt,2976649,BTH_Estrées-Mons_2014_TECH,62096,https://doi.org/10.15454/JY3UZ7,AO14017,BTH_Estrées-Mons_2014_TECH,VIRTUAL_TRIAL,,,,,,,,traite
