,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI02008,2794466,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26800,https://doi.org/10.15454/VY4RPB,DI02008,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,Koreli,2794453,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,RE01047,2794467,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26097,https://doi.org/10.15454/3W80FR,RE01047,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,RE02080,2794450,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26100,https://doi.org/10.15454/AM3GAN,RE02080,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,CF00193,2794476,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25895,https://doi.org/10.15454/WTZMDS,CF00193,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,RE01015,2794447,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26095,https://doi.org/10.15454/RSFKAG,RE01015,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,Stru991490.1,2794454,BTH_Rennes_2004_SetA1_PIETIN-VERSE,49470,gnpis_pui:holding-921_taxon-4898_accession-49470,Stru991490.1,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,DI02006,2794449,BTH_Rennes_2004_SetA1_PIETIN-VERSE,49032,gnpis_pui:holding-921_taxon-4898_accession-49032,DI02006,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,DI01022,2794458,BTH_Rennes_2004_SetA1_PIETIN-VERSE,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,EM00264,2794472,BTH_Rennes_2004_SetA1_PIETIN-VERSE,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,Apache,2794456,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,EM01214,2794461,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26408,https://doi.org/10.15454/41FB67,EM01214,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,EM01271,2794455,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26409,https://doi.org/10.15454/LLKGUD,EM01271,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,Skerzzo,2794475,BTH_Rennes_2004_SetA1_PIETIN-VERSE,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
14,Charger,2794465,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
15,Crousty,2794469,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
16,Tamaro,2794457,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25902,https://doi.org/10.15454/KRPWXN,TAMARO,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
17,Caphorn,2794462,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
18,EM01023,2794468,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26407,https://doi.org/10.15454/3VKOE9,EM01023,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
19,Rytmic,2794460,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
20,CF01085,2794464,BTH_Rennes_2004_SetA1_PIETIN-VERSE,48643,https://doi.org/10.15454/2AB2GR,CF01085,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
21,EM99017,2794480,BTH_Rennes_2004_SetA1_PIETIN-VERSE,28764,https://doi.org/10.15454/QT2EUR,EM99017,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
22,DI02001,2794448,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26984,https://doi.org/10.15454/GR0LP3,DI02001,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
23,Soissons,2794478,BTH_Rennes_2004_SetA1_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
24,Isengrain,2794474,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,BTH_Rennes_2004_SetA1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
