,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,EM02054itkt,2790496,BTH_Lusignan_2003_SetB2,26805,https://doi.org/10.15454/A80GXX,EM02054,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
1,1,2790431,BTH_Lusignan_2003_SetB2,26805,https://doi.org/10.15454/A80GXX,EM02054,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
2,2,2790432,BTH_Lusignan_2003_SetB2,26805,https://doi.org/10.15454/A80GXX,EM02054,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
3,2,2790420,BTH_Lusignan_2003_SetB2,48634,gnpis_pui:holding-921_taxon-4898_accession-48634,EM02069,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
4,EM02069itkt,2790490,BTH_Lusignan_2003_SetB2,48634,gnpis_pui:holding-921_taxon-4898_accession-48634,EM02069,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
5,1,2790419,BTH_Lusignan_2003_SetB2,48634,gnpis_pui:holding-921_taxon-4898_accession-48634,EM02069,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
6,2,2790388,BTH_Lusignan_2003_SetB2,48463,gnpis_pui:holding-921_taxon-4898_accession-48463,DI03018,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
7,DI03018itkt,2790474,BTH_Lusignan_2003_SetB2,48463,gnpis_pui:holding-921_taxon-4898_accession-48463,DI03018,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
8,1,2790387,BTH_Lusignan_2003_SetB2,48463,gnpis_pui:holding-921_taxon-4898_accession-48463,DI03018,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
9,2,2790394,BTH_Lusignan_2003_SetB2,49486,gnpis_pui:holding-921_taxon-4898_accession-49486,CF02045,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
10,CF02045itkt,2790477,BTH_Lusignan_2003_SetB2,49486,gnpis_pui:holding-921_taxon-4898_accession-49486,CF02045,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
11,1,2790393,BTH_Lusignan_2003_SetB2,49486,gnpis_pui:holding-921_taxon-4898_accession-49486,CF02045,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
12,CF02097itkt,2790504,BTH_Lusignan_2003_SetB2,49504,gnpis_pui:holding-921_taxon-4898_accession-49504,CF02097,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
13,2,2790448,BTH_Lusignan_2003_SetB2,49504,gnpis_pui:holding-921_taxon-4898_accession-49504,CF02097,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
14,1,2790447,BTH_Lusignan_2003_SetB2,49504,gnpis_pui:holding-921_taxon-4898_accession-49504,CF02097,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
15,2,2790434,BTH_Lusignan_2003_SetB2,48976,gnpis_pui:holding-921_taxon-4898_accession-48976,DI03009,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
16,DI03009itkt,2790497,BTH_Lusignan_2003_SetB2,48976,gnpis_pui:holding-921_taxon-4898_accession-48976,DI03009,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
17,1,2790433,BTH_Lusignan_2003_SetB2,48976,gnpis_pui:holding-921_taxon-4898_accession-48976,DI03009,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
18,DI03017itkt,2790481,BTH_Lusignan_2003_SetB2,49292,gnpis_pui:holding-921_taxon-4898_accession-49292,DI03017,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
19,1,2790401,BTH_Lusignan_2003_SetB2,49292,gnpis_pui:holding-921_taxon-4898_accession-49292,DI03017,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
20,2,2790402,BTH_Lusignan_2003_SetB2,49292,gnpis_pui:holding-921_taxon-4898_accession-49292,DI03017,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
21,2,2790404,BTH_Lusignan_2003_SetB2,49293,gnpis_pui:holding-921_taxon-4898_accession-49293,DI03014,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
22,DI03014itkt,2790482,BTH_Lusignan_2003_SetB2,49293,gnpis_pui:holding-921_taxon-4898_accession-49293,DI03014,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
23,1,2790403,BTH_Lusignan_2003_SetB2,49293,gnpis_pui:holding-921_taxon-4898_accession-49293,DI03014,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
24,CF02139itkt,2790498,BTH_Lusignan_2003_SetB2,49244,gnpis_pui:holding-921_taxon-4898_accession-49244,CF02139,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
25,2,2790436,BTH_Lusignan_2003_SetB2,49244,gnpis_pui:holding-921_taxon-4898_accession-49244,CF02139,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
26,1,2790435,BTH_Lusignan_2003_SetB2,49244,gnpis_pui:holding-921_taxon-4898_accession-49244,CF02139,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
27,2,2790450,BTH_Lusignan_2003_SetB2,49287,gnpis_pui:holding-921_taxon-4898_accession-49287,CF02096,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
28,CF02096itkt,2790505,BTH_Lusignan_2003_SetB2,49287,gnpis_pui:holding-921_taxon-4898_accession-49287,CF02096,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
29,1,2790449,BTH_Lusignan_2003_SetB2,49287,gnpis_pui:holding-921_taxon-4898_accession-49287,CF02096,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
30,2,2790396,BTH_Lusignan_2003_SetB2,49346,gnpis_pui:holding-921_taxon-4898_accession-49346,DI03010,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
31,DI03010itkt,2790478,BTH_Lusignan_2003_SetB2,49346,gnpis_pui:holding-921_taxon-4898_accession-49346,DI03010,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
32,1,2790395,BTH_Lusignan_2003_SetB2,49346,gnpis_pui:holding-921_taxon-4898_accession-49346,DI03010,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
33,CF02098itkt,2790501,BTH_Lusignan_2003_SetB2,48547,gnpis_pui:holding-921_taxon-4898_accession-48547,CF02098,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
34,2,2790442,BTH_Lusignan_2003_SetB2,48547,gnpis_pui:holding-921_taxon-4898_accession-48547,CF02098,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
35,1,2790441,BTH_Lusignan_2003_SetB2,48547,gnpis_pui:holding-921_taxon-4898_accession-48547,CF02098,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
36,1,2790427,BTH_Lusignan_2003_SetB2,48585,gnpis_pui:holding-921_taxon-4898_accession-48585,CF02033,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
37,2,2790428,BTH_Lusignan_2003_SetB2,48585,gnpis_pui:holding-921_taxon-4898_accession-48585,CF02033,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
38,CF02033itkt,2790494,BTH_Lusignan_2003_SetB2,48585,gnpis_pui:holding-921_taxon-4898_accession-48585,CF02033,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
39,Apacheitkt,2790493,BTH_Lusignan_2003_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
40,2,2790426,BTH_Lusignan_2003_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
41,1,2790425,BTH_Lusignan_2003_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
42,EM02120itkt,2790495,BTH_Lusignan_2003_SetB2,48658,gnpis_pui:holding-921_taxon-4898_accession-48658,EM02120,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
43,1,2790429,BTH_Lusignan_2003_SetB2,48658,gnpis_pui:holding-921_taxon-4898_accession-48658,EM02120,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
44,2,2790430,BTH_Lusignan_2003_SetB2,48658,gnpis_pui:holding-921_taxon-4898_accession-48658,EM02120,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
45,EM02018itkt,2790491,BTH_Lusignan_2003_SetB2,48897,gnpis_pui:holding-921_taxon-4898_accession-48897,EM02018,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
46,2,2790422,BTH_Lusignan_2003_SetB2,48897,gnpis_pui:holding-921_taxon-4898_accession-48897,EM02018,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
47,1,2790421,BTH_Lusignan_2003_SetB2,48897,gnpis_pui:holding-921_taxon-4898_accession-48897,EM02018,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
48,EM02024itkt,2790506,BTH_Lusignan_2003_SetB2,26410,https://doi.org/10.15454/XJYZVF,EM02024,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
49,1,2790451,BTH_Lusignan_2003_SetB2,26410,https://doi.org/10.15454/XJYZVF,EM02024,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
50,2,2790452,BTH_Lusignan_2003_SetB2,26410,https://doi.org/10.15454/XJYZVF,EM02024,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
51,EM02096itkt,2790485,BTH_Lusignan_2003_SetB2,26413,https://doi.org/10.15454/T6MNTV,EM02096,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
52,1,2790409,BTH_Lusignan_2003_SetB2,26413,https://doi.org/10.15454/T6MNTV,EM02096,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
53,2,2790410,BTH_Lusignan_2003_SetB2,26413,https://doi.org/10.15454/T6MNTV,EM02096,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
54,2,2790438,BTH_Lusignan_2003_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
55,Chargeritkt,2790499,BTH_Lusignan_2003_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
56,1,2790437,BTH_Lusignan_2003_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
57,CF02326itkt,2790475,BTH_Lusignan_2003_SetB2,49731,gnpis_pui:holding-921_taxon-4898_accession-49731,CF02326,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
58,2,2790390,BTH_Lusignan_2003_SetB2,49731,gnpis_pui:holding-921_taxon-4898_accession-49731,CF02326,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
59,1,2790389,BTH_Lusignan_2003_SetB2,49731,gnpis_pui:holding-921_taxon-4898_accession-49731,CF02326,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
60,2,2790398,BTH_Lusignan_2003_SetB2,26428,https://doi.org/10.15454/QSCEEU,DI03011,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
61,DI03011itkt,2790479,BTH_Lusignan_2003_SetB2,26428,https://doi.org/10.15454/QSCEEU,DI03011,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
62,1,2790397,BTH_Lusignan_2003_SetB2,26428,https://doi.org/10.15454/QSCEEU,DI03011,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
63,EM02065itkt,2790500,BTH_Lusignan_2003_SetB2,26412,https://doi.org/10.15454/8UNSOD,EM02065,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
64,2,2790440,BTH_Lusignan_2003_SetB2,26412,https://doi.org/10.15454/8UNSOD,EM02065,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
65,1,2790439,BTH_Lusignan_2003_SetB2,26412,https://doi.org/10.15454/8UNSOD,EM02065,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
66,1,2790469,BTH_Lusignan_2003_SetB2,26411,https://doi.org/10.15454/CYWIQW,EM02026,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
67,2,2790470,BTH_Lusignan_2003_SetB2,26411,https://doi.org/10.15454/CYWIQW,EM02026,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
68,EM02026itkt,2790515,BTH_Lusignan_2003_SetB2,26411,https://doi.org/10.15454/CYWIQW,EM02026,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
69,2,2790392,BTH_Lusignan_2003_SetB2,26429,https://doi.org/10.15454/FOQIZY,DI03012,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
70,1,2790391,BTH_Lusignan_2003_SetB2,26429,https://doi.org/10.15454/FOQIZY,DI03012,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
71,DI03012itkt,2790476,BTH_Lusignan_2003_SetB2,26429,https://doi.org/10.15454/FOQIZY,DI03012,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
72,CF01046itkt,2790512,BTH_Lusignan_2003_SetB2,26793,https://doi.org/10.15454/0WBMV0,CF01046,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
73,1,2790463,BTH_Lusignan_2003_SetB2,26793,https://doi.org/10.15454/0WBMV0,CF01046,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
74,2,2790464,BTH_Lusignan_2003_SetB2,26793,https://doi.org/10.15454/0WBMV0,CF01046,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
75,CF01014itkt,2790484,BTH_Lusignan_2003_SetB2,26418,https://doi.org/10.15454/QCJETR,CF01014,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
76,1,2790407,BTH_Lusignan_2003_SetB2,26418,https://doi.org/10.15454/QCJETR,CF01014,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
77,2,2790408,BTH_Lusignan_2003_SetB2,26418,https://doi.org/10.15454/QCJETR,CF01014,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
78,CF02092itkt,2790503,BTH_Lusignan_2003_SetB2,26419,https://doi.org/10.15454/KRA5IT,CF02092,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
79,2,2790446,BTH_Lusignan_2003_SetB2,26419,https://doi.org/10.15454/KRA5IT,CF02092,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
80,1,2790445,BTH_Lusignan_2003_SetB2,26419,https://doi.org/10.15454/KRA5IT,CF02092,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
81,RE02005itkt,2790488,BTH_Lusignan_2003_SetB2,48411,gnpis_pui:holding-921_taxon-4898_accession-48411,RE02005,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
82,2,2790416,BTH_Lusignan_2003_SetB2,48411,gnpis_pui:holding-921_taxon-4898_accession-48411,RE02005,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
83,1,2790415,BTH_Lusignan_2003_SetB2,48411,gnpis_pui:holding-921_taxon-4898_accession-48411,RE02005,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
84,2,2790418,BTH_Lusignan_2003_SetB2,49283,gnpis_pui:holding-921_taxon-4898_accession-49283,EM02013,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
85,1,2790417,BTH_Lusignan_2003_SetB2,49283,gnpis_pui:holding-921_taxon-4898_accession-49283,EM02013,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
86,EM02013itkt,2790489,BTH_Lusignan_2003_SetB2,49283,gnpis_pui:holding-921_taxon-4898_accession-49283,EM02013,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
87,EM02121itkt,2790487,BTH_Lusignan_2003_SetB2,49449,gnpis_pui:holding-921_taxon-4898_accession-49449,EM02121,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
88,2,2790414,BTH_Lusignan_2003_SetB2,49449,gnpis_pui:holding-921_taxon-4898_accession-49449,EM02121,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
89,1,2790413,BTH_Lusignan_2003_SetB2,49449,gnpis_pui:holding-921_taxon-4898_accession-49449,EM02121,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
90,2,2790468,BTH_Lusignan_2003_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Lusignan_2003_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
91,Soissonsitkt,2790514,BTH_Lusignan_2003_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Lusignan_2003_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
92,1,2790467,BTH_Lusignan_2003_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Lusignan_2003_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
