,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,RE07004,2831641,BTH_Chaux_des_Prés_2008_SetB1,27843,https://doi.org/10.15454/KB5WU7,RE07004,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
1,RE07025,2831661,BTH_Chaux_des_Prés_2008_SetB1,27835,https://doi.org/10.15454/GZMJBE,RE07025,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
2,CF07008,2831669,BTH_Chaux_des_Prés_2008_SetB1,27787,https://doi.org/10.15454/SLLTW8,CF07008,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
3,AO08112,2831646,BTH_Chaux_des_Prés_2008_SetB1,27769,https://doi.org/10.15454/IR0FDN,AO08112,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
4,CF07002,2831668,BTH_Chaux_des_Prés_2008_SetB1,27786,https://doi.org/10.15454/I30U5V,CF07002,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
5,CF07021,2831666,BTH_Chaux_des_Prés_2008_SetB1,27789,https://doi.org/10.15454/BTYEVM,CF07021,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
6,AO08107,2831663,BTH_Chaux_des_Prés_2008_SetB1,27768,https://doi.org/10.15454/BQBT4V,AO08107,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
7,CF07018,2831650,BTH_Chaux_des_Prés_2008_SetB1,27788,https://doi.org/10.15454/72PHHY,CF07018,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
8,RE07019,2831643,BTH_Chaux_des_Prés_2008_SetB1,27305,https://doi.org/10.15454/OPZZGX,RE07019,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
9,RE07012,2831638,BTH_Chaux_des_Prés_2008_SetB1,27269,https://doi.org/10.15454/N0JGJL,RE07012,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
10,Premio,2831633,BTH_Chaux_des_Prés_2008_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
11,RE07013,2831639,BTH_Chaux_des_Prés_2008_SetB1,48745,gnpis_pui:holding-921_taxon-4898_accession-48745,RE07013,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
12,EM07118,2831647,BTH_Chaux_des_Prés_2008_SetB1,49448,gnpis_pui:holding-921_taxon-4898_accession-49448,EM07118,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
13,DI08006,2831659,BTH_Chaux_des_Prés_2008_SetB1,49329,gnpis_pui:holding-921_taxon-4898_accession-49329,DI08006,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
14,AO08202,2831665,BTH_Chaux_des_Prés_2008_SetB1,49578,gnpis_pui:holding-921_taxon-4898_accession-49578,AO08202,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
15,EM07186,2831634,BTH_Chaux_des_Prés_2008_SetB1,48691,gnpis_pui:holding-921_taxon-4898_accession-48691,EM07186,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
16,RE07005,2831632,BTH_Chaux_des_Prés_2008_SetB1,48692,gnpis_pui:holding-921_taxon-4898_accession-48692,RE07005,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
17,DI08002,2831655,BTH_Chaux_des_Prés_2008_SetB1,49435,gnpis_pui:holding-921_taxon-4898_accession-49435,DI08002,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
18,RE07017,2831642,BTH_Chaux_des_Prés_2008_SetB1,49619,gnpis_pui:holding-921_taxon-4898_accession-49619,RE07017,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
19,DI08007,2831635,BTH_Chaux_des_Prés_2008_SetB1,49257,gnpis_pui:holding-921_taxon-4898_accession-49257,DI08007,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
20,Apache,2831648,BTH_Chaux_des_Prés_2008_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
21,CF07022,2831667,BTH_Chaux_des_Prés_2008_SetB1,27790,https://doi.org/10.15454/CEUVSR,CF07022,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
22,DI08001,2831654,BTH_Chaux_des_Prés_2008_SetB1,49581,gnpis_pui:holding-921_taxon-4898_accession-49581,DI08001,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
23,CF07057,2831651,BTH_Chaux_des_Prés_2008_SetB1,48970,gnpis_pui:holding-921_taxon-4898_accession-48970,CF07057,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
24,Sankara,2831652,BTH_Chaux_des_Prés_2008_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,BTH_Chaux_des_Prés_2008_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
