,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,DI08011itkt,2833161,BTH_Estrées-Mons_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,BTH_Estrées-Mons_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
1,DI08011itkfi,2833160,BTH_Estrées-Mons_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,BTH_Estrées-Mons_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
2,2,2833017,BTH_Estrées-Mons_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,BTH_Estrées-Mons_2008_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
3,1,2833016,BTH_Estrées-Mons_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,BTH_Estrées-Mons_2008_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
4,1,2833018,BTH_Estrées-Mons_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,BTH_Estrées-Mons_2008_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
5,2,2833019,BTH_Estrées-Mons_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,BTH_Estrées-Mons_2008_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
6,1,2833058,BTH_Estrées-Mons_2008_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Estrées-Mons_2008_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,treated
7,Koreliitkt,2833181,BTH_Estrées-Mons_2008_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Estrées-Mons_2008_SetB2,VIRTUAL_TRIAL,,,,,,,,treated
8,2,2833059,BTH_Estrées-Mons_2008_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Estrées-Mons_2008_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,treated
9,2,2833057,BTH_Estrées-Mons_2008_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Estrées-Mons_2008_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
