,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI08019-2,2853661,BTH_Chaux_des_Prés_2011_SetA1,61702,https://doi.org/10.15454/ZL8W4U,DI08019-2,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
1,HadmF11383,2853665,BTH_Chaux_des_Prés_2011_SetA1,60806,https://doi.org/10.15454/MBOJSS,HadmF11383,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
2,Hadm01221-04,2853692,BTH_Chaux_des_Prés_2011_SetA1,60753,https://doi.org/10.15454/SQDBPR,Hadm01221-04,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
3,HadmF276,2853689,BTH_Chaux_des_Prés_2011_SetA1,60837,https://doi.org/10.15454/9DIH2Q,HadmF276,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
4,Koreli,2853673,BTH_Chaux_des_Prés_2011_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
5,DI09006,2853677,BTH_Chaux_des_Prés_2011_SetA1,27810,https://doi.org/10.15454/ADDONA,DI09006,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
6,RE07019,2853663,BTH_Chaux_des_Prés_2011_SetA1,27305,https://doi.org/10.15454/OPZZGX,RE07019,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
7,Folklor,2853660,BTH_Chaux_des_Prés_2011_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
8,Premio,2853659,BTH_Chaux_des_Prés_2011_SetA1,26914,https://doi.org/10.15454/5YB44K,PREMIO,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
9,EM08019,2853687,BTH_Chaux_des_Prés_2011_SetA1,49300,https://doi.org/10.15454/TFJQEJ,EM08019,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
10,Apache,2853675,BTH_Chaux_des_Prés_2011_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
11,Lyrik,2853696,BTH_Chaux_des_Prés_2011_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
12,Ghayta,2853690,BTH_Chaux_des_Prés_2011_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
13,Grapeli,2853666,BTH_Chaux_des_Prés_2011_SetA1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,BTH_Chaux_des_Prés_2011_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
