,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI10006,2850228,BTH_Chaux_des_Prés_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
1,DI10007,2850227,BTH_Chaux_des_Prés_2010_SetB2,48917,https://doi.org/10.15454/SFOD7H,DI10007,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
2,RE09055,2850236,BTH_Chaux_des_Prés_2010_SetB2,61677,https://doi.org/10.15454/RWYMIR,RE09055,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
3,Barok,2850197,BTH_Chaux_des_Prés_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
4,CF09182,2850211,BTH_Chaux_des_Prés_2010_SetB2,48586,https://doi.org/10.15454/TEBGJY,CF09182,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
5,CF09176,2850226,BTH_Chaux_des_Prés_2010_SetB2,49359,https://doi.org/10.15454/HRZCLT,CF09176,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
6,Premio,2850201,BTH_Chaux_des_Prés_2010_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
7,RE09038,2850203,BTH_Chaux_des_Prés_2010_SetB2,49325,gnpis_pui:holding-921_taxon-4898_accession-49325,RE09038,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
8,CF09164,2850208,BTH_Chaux_des_Prés_2010_SetB2,49662,gnpis_pui:holding-921_taxon-4898_accession-49662,CF09164,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
9,RE09033,2850235,BTH_Chaux_des_Prés_2010_SetB2,48510,gnpis_pui:holding-921_taxon-4898_accession-48510,RE09033,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
10,RE09036,2850199,BTH_Chaux_des_Prés_2010_SetB2,48544,gnpis_pui:holding-921_taxon-4898_accession-48544,RE09036,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
11,CF09172,2850222,BTH_Chaux_des_Prés_2010_SetB2,48708,gnpis_pui:holding-921_taxon-4898_accession-48708,CF09172,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
12,AO10023,2850206,BTH_Chaux_des_Prés_2010_SetB2,48559,gnpis_pui:holding-921_taxon-4898_accession-48559,AO10023,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
13,Apache,2850213,BTH_Chaux_des_Prés_2010_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
14,EM09310,2850212,BTH_Chaux_des_Prés_2010_SetB2,48345,gnpis_pui:holding-921_taxon-4898_accession-48345,EM09310,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
15,CF09122,2850215,BTH_Chaux_des_Prés_2010_SetB2,49265,gnpis_pui:holding-921_taxon-4898_accession-49265,CF09122,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
16,CF09198,2850233,BTH_Chaux_des_Prés_2010_SetB2,48921,gnpis_pui:holding-921_taxon-4898_accession-48921,CF09198,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
17,Attlass,2850229,BTH_Chaux_des_Prés_2010_SetB2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
18,Caphorn,2850216,BTH_Chaux_des_Prés_2010_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
19,AO10016,2850200,BTH_Chaux_des_Prés_2010_SetB2,49175,gnpis_pui:holding-921_taxon-4898_accession-49175,AO10016,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
20,CF09169,2850209,BTH_Chaux_des_Prés_2010_SetB2,48637,https://doi.org/10.15454/PVGZIK,CF09169,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
21,DI10011,2850202,BTH_Chaux_des_Prés_2010_SetB2,49216,https://doi.org/10.15454/HTBFFE,DI10011,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
22,AO10021,2850224,BTH_Chaux_des_Prés_2010_SetB2,49282,gnpis_pui:holding-921_taxon-4898_accession-49282,AO10021,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
23,EM09318,2850214,BTH_Chaux_des_Prés_2010_SetB2,48847,https://doi.org/10.15454/BPR93C,EM09318,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
24,AO10020,2850223,BTH_Chaux_des_Prés_2010_SetB2,48598,gnpis_pui:holding-921_taxon-4898_accession-48598,AO10020,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
25,Bermude,2850205,BTH_Chaux_des_Prés_2010_SetB2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
26,RE09034,2850198,BTH_Chaux_des_Prés_2010_SetB2,48900,gnpis_pui:holding-921_taxon-4898_accession-48900,RE09034,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
27,CF09133,2850210,BTH_Chaux_des_Prés_2010_SetB2,48903,gnpis_pui:holding-921_taxon-4898_accession-48903,CF09133,BTH_Chaux_des_Prés_2010_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
