,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI02008,2802583,BTH_Chaux_des_Prés_2005_SetA1,26800,https://doi.org/10.15454/VY4RPB,DI02008,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
1,Koreli,2802572,BTH_Chaux_des_Prés_2005_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
2,CF03201,2802573,BTH_Chaux_des_Prés_2005_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
3,EM02224,2802594,BTH_Chaux_des_Prés_2005_SetA1,26806,https://doi.org/10.15454/MJW2ZX,EM02224,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
4,EM02054,2802571,BTH_Chaux_des_Prés_2005_SetA1,26805,https://doi.org/10.15454/A80GXX,EM02054,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
5,DI02006,2802569,BTH_Chaux_des_Prés_2005_SetA1,49032,gnpis_pui:holding-921_taxon-4898_accession-49032,DI02006,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
6,AO04001,2802567,BTH_Chaux_des_Prés_2005_SetA1,48667,gnpis_pui:holding-921_taxon-4898_accession-48667,AO04001,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
7,DI01022,2802570,BTH_Chaux_des_Prés_2005_SetA1,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
8,LM03004,2802598,BTH_Chaux_des_Prés_2005_SetA1,48678,gnpis_pui:holding-921_taxon-4898_accession-48678,LM03004,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
9,Apache,2802575,BTH_Chaux_des_Prés_2005_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
10,Charger,2802582,BTH_Chaux_des_Prés_2005_SetA1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
11,Crousty,2802586,BTH_Chaux_des_Prés_2005_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
12,Tamaro,2802597,BTH_Chaux_des_Prés_2005_SetA1,25902,https://doi.org/10.15454/KRPWXN,TAMARO,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
13,Tremie,2802588,BTH_Chaux_des_Prés_2005_SetA1,24505,https://doi.org/10.15454/9YBOHR,TREMIE,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
14,Caphorn,2802578,BTH_Chaux_des_Prés_2005_SetA1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
15,RE03014,2802593,BTH_Chaux_des_Prés_2005_SetA1,26396,https://doi.org/10.15454/DY3IJJ,RE03014,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
16,CF03167,2802585,BTH_Chaux_des_Prés_2005_SetA1,26797,https://doi.org/10.15454/VTWXME,CF03167,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
17,CF03104,2802580,BTH_Chaux_des_Prés_2005_SetA1,26795,https://doi.org/10.15454/VI1CVR,CF03104,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
18,CF03163,2802587,BTH_Chaux_des_Prés_2005_SetA1,26796,https://doi.org/10.15454/FR99SD,CF03163,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
19,CF03102,2802576,BTH_Chaux_des_Prés_2005_SetA1,26794,https://doi.org/10.15454/NWP5WQ,CF03102,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
20,CF01046,2802592,BTH_Chaux_des_Prés_2005_SetA1,26793,https://doi.org/10.15454/0WBMV0,CF01046,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
21,Rytmic,2802574,BTH_Chaux_des_Prés_2005_SetA1,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
22,CF01085,2802581,BTH_Chaux_des_Prés_2005_SetA1,48643,https://doi.org/10.15454/2AB2GR,CF01085,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
23,RE03111,2802590,BTH_Chaux_des_Prés_2005_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
24,RE03101,2802568,BTH_Chaux_des_Prés_2005_SetA1,26398,https://doi.org/10.15454/OE94BR,RE03101,BTH_Chaux_des_Prés_2005_SetA1,VIRTUAL_TRIAL,,,,,,,,[]
