,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI00016,2765156,BTH_Chaux_des_Prés_2000_SetB2,26859,https://doi.org/10.15454/KODDU6,DI00016,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
1,CF99105,2765155,BTH_Chaux_des_Prés_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
2,CF00191,2765160,BTH_Chaux_des_Prés_2000_SetB2,25999,https://doi.org/10.15454/VRBLKL,CF00191,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
3,EM00014,2765143,BTH_Chaux_des_Prés_2000_SetB2,49530,gnpis_pui:holding-921_taxon-4898_accession-49530,EM00014,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
4,DI00017,2765125,BTH_Chaux_des_Prés_2000_SetB2,48960,gnpis_pui:holding-921_taxon-4898_accession-48960,DI00017,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
5,CF00190,2765131,BTH_Chaux_des_Prés_2000_SetB2,49106,gnpis_pui:holding-921_taxon-4898_accession-49106,CF00190,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
6,EM00008,2765129,BTH_Chaux_des_Prés_2000_SetB2,49203,gnpis_pui:holding-921_taxon-4898_accession-49203,EM00008,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
7,DI00012,2765152,BTH_Chaux_des_Prés_2000_SetB2,48428,gnpis_pui:holding-921_taxon-4898_accession-48428,DI00012,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
8,CF99127,2765151,BTH_Chaux_des_Prés_2000_SetB2,49184,gnpis_pui:holding-921_taxon-4898_accession-49184,CF99127,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
9,DI00011,2765153,BTH_Chaux_des_Prés_2000_SetB2,48371,gnpis_pui:holding-921_taxon-4898_accession-48371,DI00011,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
10,EM00010,2765146,BTH_Chaux_des_Prés_2000_SetB2,48443,gnpis_pui:holding-921_taxon-4898_accession-48443,EM00010,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
11,DI00014,2765130,BTH_Chaux_des_Prés_2000_SetB2,49133,gnpis_pui:holding-921_taxon-4898_accession-49133,DI00014,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
12,RE00007,2765139,BTH_Chaux_des_Prés_2000_SetB2,48568,gnpis_pui:holding-921_taxon-4898_accession-48568,RE00007,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
13,RE00006,2765138,BTH_Chaux_des_Prés_2000_SetB2,48591,gnpis_pui:holding-921_taxon-4898_accession-48591,RE00006,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
14,LM00002,2765132,BTH_Chaux_des_Prés_2000_SetB2,48625,gnpis_pui:holding-921_taxon-4898_accession-48625,LM00002,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
15,Charger,2765140,BTH_Chaux_des_Prés_2000_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
16,Tremie,2765142,BTH_Chaux_des_Prés_2000_SetB2,24505,https://doi.org/10.15454/9YBOHR,TREMIE,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
17,Balthazar,2765127,BTH_Chaux_des_Prés_2000_SetB2,25537,https://doi.org/10.15454/ISHUU1,BALTHAZAR,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
18,Ornicar,2765135,BTH_Chaux_des_Prés_2000_SetB2,25609,https://doi.org/10.15454/ZUZBM9,ORNICAR,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
19,DI00010,2765154,BTH_Chaux_des_Prés_2000_SetB2,26106,https://doi.org/10.15454/MAUZZM,DI00010,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
20,RE99123,2765148,BTH_Chaux_des_Prés_2000_SetB2,26875,https://doi.org/10.15454/WJONCW,RE99123,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
21,EM00009,2765128,BTH_Chaux_des_Prés_2000_SetB2,49567,gnpis_pui:holding-921_taxon-4898_accession-49567,EM00009,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
22,CF99175,2765126,BTH_Chaux_des_Prés_2000_SetB2,48961,gnpis_pui:holding-921_taxon-4898_accession-48961,CF99175,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
23,Soissons,2765159,BTH_Chaux_des_Prés_2000_SetB2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
24,Isengrain,2765150,BTH_Chaux_des_Prés_2000_SetB2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
25,RE00009,2765137,BTH_Chaux_des_Prés_2000_SetB2,26868,https://doi.org/10.15454/NP8MBD,RE00009,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
26,RE00008,2765136,BTH_Chaux_des_Prés_2000_SetB2,26867,https://doi.org/10.15454/PZEUL6,RE00008,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
27,DI00013,2765141,BTH_Chaux_des_Prés_2000_SetB2,49391,gnpis_pui:holding-921_taxon-4898_accession-49391,DI00013,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
28,RE99107,2765161,BTH_Chaux_des_Prés_2000_SetB2,48500,gnpis_pui:holding-921_taxon-4898_accession-48500,RE99107,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
29,CF99087,2765162,BTH_Chaux_des_Prés_2000_SetB2,49070,gnpis_pui:holding-921_taxon-4898_accession-49070,CF99087,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
30,CF99106,2765158,BTH_Chaux_des_Prés_2000_SetB2,49192,gnpis_pui:holding-921_taxon-4898_accession-49192,CF99106,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
31,DI00018,2765149,BTH_Chaux_des_Prés_2000_SetB2,48991,gnpis_pui:holding-921_taxon-4898_accession-48991,DI00018,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
32,DI00015,2765157,BTH_Chaux_des_Prés_2000_SetB2,48998,gnpis_pui:holding-921_taxon-4898_accession-48998,DI00015,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
33,EM00011,2765147,BTH_Chaux_des_Prés_2000_SetB2,48448,gnpis_pui:holding-921_taxon-4898_accession-48448,EM00011,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
34,RE99133,2765133,BTH_Chaux_des_Prés_2000_SetB2,49137,gnpis_pui:holding-921_taxon-4898_accession-49137,RE99133,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
35,EM00012,2765144,BTH_Chaux_des_Prés_2000_SetB2,49139,gnpis_pui:holding-921_taxon-4898_accession-49139,EM00012,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
36,RE99111,2765134,BTH_Chaux_des_Prés_2000_SetB2,49369,gnpis_pui:holding-921_taxon-4898_accession-49369,RE99111,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
37,EM00013,2765145,BTH_Chaux_des_Prés_2000_SetB2,48376,gnpis_pui:holding-921_taxon-4898_accession-48376,EM00013,BTH_Chaux_des_Prés_2000_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
