,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI05020,2807756,BTH_Chaux_des_Prés_2005_SetB2,62005,https://doi.org/10.15454/Q0EAS8,DI05020,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
1,DI05014,2807735,BTH_Chaux_des_Prés_2005_SetB2,26985,https://doi.org/10.15454/TKJCUM,DI05014,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
2,Hendrix,2807719,BTH_Chaux_des_Prés_2005_SetB2,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
3,RE04022,2807726,BTH_Chaux_des_Prés_2005_SetB2,26831,https://doi.org/10.15454/CK12PW,RE04022,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
4,CF04184,2807755,BTH_Chaux_des_Prés_2005_SetB2,26896,https://doi.org/10.15454/PBJIBN,CF04184,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
5,DI05018,2807731,BTH_Chaux_des_Prés_2005_SetB2,48575,gnpis_pui:holding-921_taxon-4898_accession-48575,DI05018,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
6,EM04343,2807743,BTH_Chaux_des_Prés_2005_SetB2,48611,gnpis_pui:holding-921_taxon-4898_accession-48611,EM04343,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
7,DI05012,2807740,BTH_Chaux_des_Prés_2005_SetB2,48954,gnpis_pui:holding-921_taxon-4898_accession-48954,DI05012,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
8,EM04334,2807723,BTH_Chaux_des_Prés_2005_SetB2,49302,gnpis_pui:holding-921_taxon-4898_accession-49302,EM04334,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
9,DI05015,2807736,BTH_Chaux_des_Prés_2005_SetB2,49357,gnpis_pui:holding-921_taxon-4898_accession-49357,DI05015,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
10,RE04020,2807725,BTH_Chaux_des_Prés_2005_SetB2,49413,gnpis_pui:holding-921_taxon-4898_accession-49413,RE04020,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
11,RE04071,2807748,BTH_Chaux_des_Prés_2005_SetB2,49565,gnpis_pui:holding-921_taxon-4898_accession-49565,RE04071,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
12,DI05017,2807738,BTH_Chaux_des_Prés_2005_SetB2,49658,gnpis_pui:holding-921_taxon-4898_accession-49658,DI05017,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
13,AO05003,2807734,BTH_Chaux_des_Prés_2005_SetB2,49730,gnpis_pui:holding-921_taxon-4898_accession-49730,AO05003,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
14,CF03058,2807728,BTH_Chaux_des_Prés_2005_SetB2,48359,gnpis_pui:holding-921_taxon-4898_accession-48359,CF03058,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
15,DI05019,2807732,BTH_Chaux_des_Prés_2005_SetB2,49356,gnpis_pui:holding-921_taxon-4898_accession-49356,DI05019,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
16,EM04329,2807751,BTH_Chaux_des_Prés_2005_SetB2,49271,gnpis_pui:holding-921_taxon-4898_accession-49271,EM04329,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
17,DI05016,2807737,BTH_Chaux_des_Prés_2005_SetB2,48795,gnpis_pui:holding-921_taxon-4898_accession-48795,DI05016,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
18,RE04044,2807749,BTH_Chaux_des_Prés_2005_SetB2,49479,gnpis_pui:holding-921_taxon-4898_accession-49479,RE04044,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
19,Apache,2807742,BTH_Chaux_des_Prés_2005_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
20,AO05002,2807733,BTH_Chaux_des_Prés_2005_SetB2,49364,https://doi.org/10.15454/DWZO1B,AO05002,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
21,AO05004,2807730,BTH_Chaux_des_Prés_2005_SetB2,48941,https://doi.org/10.15454/YPYOQJ,AO05004,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
22,Charger,2807746,BTH_Chaux_des_Prés_2005_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
23,Caphorn,2807744,BTH_Chaux_des_Prés_2005_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
24,RE04043,2807729,BTH_Chaux_des_Prés_2005_SetB2,26832,https://doi.org/10.15454/05HCVU,RE04043,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
25,DI05011,2807739,BTH_Chaux_des_Prés_2005_SetB2,48754,gnpis_pui:holding-921_taxon-4898_accession-48754,DI05011,BTH_Chaux_des_Prés_2005_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
