,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,CF13057itkfi,2976791,BTH_Rennes_2014_TECH,61065,https://doi.org/10.15454/IEJHD9,CF13057,BTH_Rennes_2014_TECH,VIRTUAL_TRIAL,,,,,,,,faible intrant
1,CF13131itkfi,2976798,BTH_Rennes_2014_TECH,61136,https://doi.org/10.15454/JQLJOT,CF13131,BTH_Rennes_2014_TECH,VIRTUAL_TRIAL,,,,,,,,faible intrant
2,CF13085itkfi,2976803,BTH_Rennes_2014_TECH,61107,https://doi.org/10.15454/18C6AU,CF13085,BTH_Rennes_2014_TECH,VIRTUAL_TRIAL,,,,,,,,faible intrant
3,CF13187itkfi,2976809,BTH_Rennes_2014_TECH,61181,https://doi.org/10.15454/RVUPRG,CF13187,BTH_Rennes_2014_TECH,VIRTUAL_TRIAL,,,,,,,,faible intrant
4,EM13073itkfi,2976786,BTH_Rennes_2014_TECH,61398,https://doi.org/10.15454/HEUAIP,EM13073,BTH_Rennes_2014_TECH,VIRTUAL_TRIAL,,,,,,,,faible intrant
5,EM13249itkfi,2976788,BTH_Rennes_2014_TECH,61447,https://doi.org/10.15454/NTKRK8,EM13249,BTH_Rennes_2014_TECH,VIRTUAL_TRIAL,,,,,,,,faible intrant
6,EM13243itkfi,2976790,BTH_Rennes_2014_TECH,61431,https://doi.org/10.15454/QSZ1IX,EM13243,BTH_Rennes_2014_TECH,VIRTUAL_TRIAL,,,,,,,,faible intrant
7,RE13006itkfi,2976817,BTH_Rennes_2014_TECH,61514,https://doi.org/10.15454/KLQZHB,RE13006,BTH_Rennes_2014_TECH,VIRTUAL_TRIAL,,,,,,,,faible intrant
8,RE13007itkfi,2976808,BTH_Rennes_2014_TECH,61527,https://doi.org/10.15454/JN5VML,RE13007,BTH_Rennes_2014_TECH,VIRTUAL_TRIAL,,,,,,,,faible intrant
9,RE13093itkfi,2976792,BTH_Rennes_2014_TECH,61664,https://doi.org/10.15454/OYADUC,RE13093,BTH_Rennes_2014_TECH,VIRTUAL_TRIAL,,,,,,,,faible intrant
