,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI05022,2809992,BTH_Rennes_2005_SetB3_PIETIN-VERSE,26979,https://doi.org/10.15454/BHQTEW,DI05022,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,DI05021,2809990,BTH_Rennes_2005_SetB3_PIETIN-VERSE,26919,https://doi.org/10.15454/6JPD2I,DI05021,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,EM03332,2809993,BTH_Rennes_2005_SetB3_PIETIN-VERSE,26986,https://doi.org/10.15454/VOIUNY,EM03332,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,CF04043,2809971,BTH_Rennes_2005_SetB3_PIETIN-VERSE,26972,https://doi.org/10.15454/VFM1EQ,CF04043,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,CF04022,2809969,BTH_Rennes_2005_SetB3_PIETIN-VERSE,26895,https://doi.org/10.15454/CQ8LNQ,CF04022,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,CF04052,2809964,BTH_Rennes_2005_SetB3_PIETIN-VERSE,26897,https://doi.org/10.15454/Q627QP,CF04052,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,RE04097,2809978,BTH_Rennes_2005_SetB3_PIETIN-VERSE,48464,gnpis_pui:holding-921_taxon-4898_accession-48464,RE04097,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,CF04101,2809985,BTH_Rennes_2005_SetB3_PIETIN-VERSE,49054,gnpis_pui:holding-921_taxon-4898_accession-49054,CF04101,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,RE04124,2809962,BTH_Rennes_2005_SetB3_PIETIN-VERSE,49453,gnpis_pui:holding-921_taxon-4898_accession-49453,RE04124,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,DI05026,2809996,BTH_Rennes_2005_SetB3_PIETIN-VERSE,48489,gnpis_pui:holding-921_taxon-4898_accession-48489,DI05026,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,DI05027,2809995,BTH_Rennes_2005_SetB3_PIETIN-VERSE,48705,gnpis_pui:holding-921_taxon-4898_accession-48705,DI05027,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,CF04159,2809980,BTH_Rennes_2005_SetB3_PIETIN-VERSE,48809,gnpis_pui:holding-921_taxon-4898_accession-48809,CF04159,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,EM03271,2809991,BTH_Rennes_2005_SetB3_PIETIN-VERSE,48565,gnpis_pui:holding-921_taxon-4898_accession-48565,EM03271,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,EM03204,2809970,BTH_Rennes_2005_SetB3_PIETIN-VERSE,48628,gnpis_pui:holding-921_taxon-4898_accession-48628,EM03204,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
14,Apache,2809976,BTH_Rennes_2005_SetB3_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
15,RE04100,2809968,BTH_Rennes_2005_SetB3_PIETIN-VERSE,49735,gnpis_pui:holding-921_taxon-4898_accession-49735,RE04100,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
16,RE04098,2809974,BTH_Rennes_2005_SetB3_PIETIN-VERSE,48437,gnpis_pui:holding-921_taxon-4898_accession-48437,RE04098,BTH_Rennes_2005_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
