,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI00005,2764823,BTH_Rennes_2000_SetB1_PIETIN-VERSE,26857,https://doi.org/10.15454/HTU2TO,DI00005,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,CF00189,2764834,BTH_Rennes_2000_SetB1_PIETIN-VERSE,25896,https://doi.org/10.15454/RWJVRH,CF00189,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,CF99056,2764858,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48578,gnpis_pui:holding-921_taxon-4898_accession-48578,CF99056,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,CF00188,2764835,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48390,gnpis_pui:holding-921_taxon-4898_accession-48390,CF00188,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,DI00007,2764844,BTH_Rennes_2000_SetB1_PIETIN-VERSE,49259,gnpis_pui:holding-921_taxon-4898_accession-49259,DI00007,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,DI00001,2764838,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48487,gnpis_pui:holding-921_taxon-4898_accession-48487,DI00001,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,CF99059,2764836,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48803,gnpis_pui:holding-921_taxon-4898_accession-48803,CF99059,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,CF99074,2764842,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48813,gnpis_pui:holding-921_taxon-4898_accession-48813,CF99074,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,EM00001,2764824,BTH_Rennes_2000_SetB1_PIETIN-VERSE,49116,gnpis_pui:holding-921_taxon-4898_accession-49116,EM00001,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,DI00002,2764839,BTH_Rennes_2000_SetB1_PIETIN-VERSE,49468,gnpis_pui:holding-921_taxon-4898_accession-49468,DI00002,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,DI00009,2764833,BTH_Rennes_2000_SetB1_PIETIN-VERSE,49593,gnpis_pui:holding-921_taxon-4898_accession-49593,DI00009,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,Apache,2764845,BTH_Rennes_2000_SetB1_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,RE00004,2764846,BTH_Rennes_2000_SetB1_PIETIN-VERSE,49474,gnpis_pui:holding-921_taxon-4898_accession-49474,RE00004,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,RE00005,2764847,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48972,gnpis_pui:holding-921_taxon-4898_accession-48972,RE00005,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
14,RE99104,2764855,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48867,gnpis_pui:holding-921_taxon-4898_accession-48867,RE99104,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
15,Charger,2764851,BTH_Rennes_2000_SetB1_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
16,Tremie,2764852,BTH_Rennes_2000_SetB1_PIETIN-VERSE,24505,https://doi.org/10.15454/9YBOHR,TREMIE,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
17,DI00008,2764832,BTH_Rennes_2000_SetB1_PIETIN-VERSE,26858,https://doi.org/10.15454/PRC5QN,DI00008,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
18,DI00003,2764840,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48431,gnpis_pui:holding-921_taxon-4898_accession-48431,DI00003,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
19,Valoris,2764853,BTH_Rennes_2000_SetB1_PIETIN-VERSE,25701,https://doi.org/10.15454/EMUZ8X,VALORIS,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
20,EM00002,2764826,BTH_Rennes_2000_SetB1_PIETIN-VERSE,26108,https://doi.org/10.15454/MTMO4R,EM00002,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
21,RE00002,2764848,BTH_Rennes_2000_SetB1_PIETIN-VERSE,49213,gnpis_pui:holding-921_taxon-4898_accession-49213,RE00002,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
22,EM00007,2764829,BTH_Rennes_2000_SetB1_PIETIN-VERSE,49081,gnpis_pui:holding-921_taxon-4898_accession-49081,EM00007,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
23,CF99071,2764837,BTH_Rennes_2000_SetB1_PIETIN-VERSE,49603,gnpis_pui:holding-921_taxon-4898_accession-49603,CF99071,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
24,EM00003,2764825,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48755,gnpis_pui:holding-921_taxon-4898_accession-48755,EM00003,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
25,EM00005,2764827,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48762,gnpis_pui:holding-921_taxon-4898_accession-48762,EM00005,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
26,Soissons,2764857,BTH_Rennes_2000_SetB1_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
27,Isengrain,2764854,BTH_Rennes_2000_SetB1_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
28,Alberic,2764821,BTH_Rennes_2000_SetB1_PIETIN-VERSE,59586,https://doi.org/10.15454/HZTT8F,ALBERIC,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
29,DI00004,2764822,BTH_Rennes_2000_SetB1_PIETIN-VERSE,26856,https://doi.org/10.15454/N04VLE,DI00004,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
30,EM00006,2764830,BTH_Rennes_2000_SetB1_PIETIN-VERSE,26861,https://doi.org/10.15454/UEZ7EW,EM00006,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
31,EM00004,2764828,BTH_Rennes_2000_SetB1_PIETIN-VERSE,26860,https://doi.org/10.15454/4WHHJZ,EM00004,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
32,RE99106,2764856,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48902,gnpis_pui:holding-921_taxon-4898_accession-48902,RE99106,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
33,LM00001,2764831,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48906,gnpis_pui:holding-921_taxon-4898_accession-48906,LM00001,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
34,DI00006,2764843,BTH_Rennes_2000_SetB1_PIETIN-VERSE,49378,gnpis_pui:holding-921_taxon-4898_accession-49378,DI00006,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
35,CF99075,2764841,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48935,https://doi.org/10.15454/KCTYDW,CF99075,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
36,RE00001,2764850,BTH_Rennes_2000_SetB1_PIETIN-VERSE,48511,gnpis_pui:holding-921_taxon-4898_accession-48511,RE00001,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
37,RE00003,2764849,BTH_Rennes_2000_SetB1_PIETIN-VERSE,49141,gnpis_pui:holding-921_taxon-4898_accession-49141,RE00003,BTH_Rennes_2000_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
