,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,Koreli,2777828,BTH_Chaux_des_Prés_2002_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Chaux_des_Prés_2002_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
1,RE01004,2777829,BTH_Chaux_des_Prés_2002_SetA2,26094,https://doi.org/10.15454/KQXNER,RE01004,BTH_Chaux_des_Prés_2002_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
2,RE00108,2777834,BTH_Chaux_des_Prés_2002_SetA2,26004,https://doi.org/10.15454/6Q72BN,RE00108,BTH_Chaux_des_Prés_2002_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
3,RE00149,2777830,BTH_Chaux_des_Prés_2002_SetA2,48470,gnpis_pui:holding-921_taxon-4898_accession-48470,RE00149,BTH_Chaux_des_Prés_2002_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
4,RE00144,2777850,BTH_Chaux_des_Prés_2002_SetA2,48402,gnpis_pui:holding-921_taxon-4898_accession-48402,RE00144,BTH_Chaux_des_Prés_2002_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
5,RE00143,2777839,BTH_Chaux_des_Prés_2002_SetA2,49057,gnpis_pui:holding-921_taxon-4898_accession-49057,RE00143,BTH_Chaux_des_Prés_2002_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
6,DI01022,2777833,BTH_Chaux_des_Prés_2002_SetA2,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,BTH_Chaux_des_Prés_2002_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
7,RE00165,2777824,BTH_Chaux_des_Prés_2002_SetA2,49290,gnpis_pui:holding-921_taxon-4898_accession-49290,RE00165,BTH_Chaux_des_Prés_2002_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
8,EM00264,2777845,BTH_Chaux_des_Prés_2002_SetA2,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,BTH_Chaux_des_Prés_2002_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
9,DI01007,2777819,BTH_Chaux_des_Prés_2002_SetA2,48550,gnpis_pui:holding-921_taxon-4898_accession-48550,DI01007,BTH_Chaux_des_Prés_2002_SetA2,VIRTUAL_TRIAL,,,,,,,,[]
