,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI02015,2781351,BTH_Chaux_des_Prés_2002_SetB2,48985,gnpis_pui:holding-921_taxon-4898_accession-48985,DI02015,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
1,DI02022,2781386,BTH_Chaux_des_Prés_2002_SetB2,49030,gnpis_pui:holding-921_taxon-4898_accession-49030,DI02022,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
2,DI02020,2781384,BTH_Chaux_des_Prés_2002_SetB2,49478,gnpis_pui:holding-921_taxon-4898_accession-49478,DI02020,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
3,RE01025,2781382,BTH_Chaux_des_Prés_2002_SetB2,49682,gnpis_pui:holding-921_taxon-4898_accession-49682,RE01025,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
4,EM01216,2781376,BTH_Chaux_des_Prés_2002_SetB2,49019,gnpis_pui:holding-921_taxon-4898_accession-49019,EM01216,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
5,EM01138,2781394,BTH_Chaux_des_Prés_2002_SetB2,49418,gnpis_pui:holding-921_taxon-4898_accession-49418,EM01138,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
6,EM01150,2781389,BTH_Chaux_des_Prés_2002_SetB2,49276,gnpis_pui:holding-921_taxon-4898_accession-49276,EM01150,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
7,EM01288,2781392,BTH_Chaux_des_Prés_2002_SetB2,49281,gnpis_pui:holding-921_taxon-4898_accession-49281,EM01288,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
8,EM01206,2781366,BTH_Chaux_des_Prés_2002_SetB2,48429,gnpis_pui:holding-921_taxon-4898_accession-48429,EM01206,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
9,CF01184,2781387,BTH_Chaux_des_Prés_2002_SetB2,49268,gnpis_pui:holding-921_taxon-4898_accession-49268,CF01184,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
10,RE01027,2781360,BTH_Chaux_des_Prés_2002_SetB2,48707,gnpis_pui:holding-921_taxon-4898_accession-48707,RE01027,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
11,EM01152,2781391,BTH_Chaux_des_Prés_2002_SetB2,48802,gnpis_pui:holding-921_taxon-4898_accession-48802,EM01152,BTH_Chaux_des_Prés_2002_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
