,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,Barok,2798219,BTH_Rennes_200_SetB1_PIETIN-VERSE,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,CF03201,2798244,BTH_Rennes_200_SetB1_PIETIN-VERSE,26975,https://doi.org/10.15454/0TTU1F,CF03201,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,EM01343,2798246,BTH_Rennes_200_SetB1_PIETIN-VERSE,26804,https://doi.org/10.15454/OU9OPJ,EM01343,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,LM03007,2798221,BTH_Rennes_200_SetB1_PIETIN-VERSE,49055,gnpis_pui:holding-921_taxon-4898_accession-49055,LM03007,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,RE03119,2798239,BTH_Rennes_200_SetB1_PIETIN-VERSE,49242,gnpis_pui:holding-921_taxon-4898_accession-49242,RE03119,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,CF03157,2798228,BTH_Rennes_200_SetB1_PIETIN-VERSE,48979,gnpis_pui:holding-921_taxon-4898_accession-48979,CF03157,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,LM03002,2798225,BTH_Rennes_200_SetB1_PIETIN-VERSE,49261,gnpis_pui:holding-921_taxon-4898_accession-49261,LM03002,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,CF03444,2798222,BTH_Rennes_200_SetB1_PIETIN-VERSE,49239,gnpis_pui:holding-921_taxon-4898_accession-49239,CF03444,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,LM03004,2798227,BTH_Rennes_200_SetB1_PIETIN-VERSE,48678,gnpis_pui:holding-921_taxon-4898_accession-48678,LM03004,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,DI04006,2798258,BTH_Rennes_200_SetB1_PIETIN-VERSE,48441,gnpis_pui:holding-921_taxon-4898_accession-48441,DI04006,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,LM03001,2798223,BTH_Rennes_200_SetB1_PIETIN-VERSE,48818,gnpis_pui:holding-921_taxon-4898_accession-48818,LM03001,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,DI04007,2798236,BTH_Rennes_200_SetB1_PIETIN-VERSE,49591,gnpis_pui:holding-921_taxon-4898_accession-49591,DI04007,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,RE03126,2798233,BTH_Rennes_200_SetB1_PIETIN-VERSE,49627,gnpis_pui:holding-921_taxon-4898_accession-49627,RE03126,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,Apache,2798247,BTH_Rennes_200_SetB1_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
14,RE02093,2798255,BTH_Rennes_200_SetB1_PIETIN-VERSE,48606,gnpis_pui:holding-921_taxon-4898_accession-48606,RE02093,BTH_Rennes_2004_SetB1_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
