,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI00005,2764063,BTH_Chaux_des_Prés_2000_SetB1,26857,https://doi.org/10.15454/HTU2TO,DI00005,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
1,CF00189,2764074,BTH_Chaux_des_Prés_2000_SetB1,25896,https://doi.org/10.15454/RWJVRH,CF00189,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
2,CF99056,2764098,BTH_Chaux_des_Prés_2000_SetB1,48578,gnpis_pui:holding-921_taxon-4898_accession-48578,CF99056,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
3,CF00188,2764075,BTH_Chaux_des_Prés_2000_SetB1,48390,gnpis_pui:holding-921_taxon-4898_accession-48390,CF00188,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
4,DI00007,2764084,BTH_Chaux_des_Prés_2000_SetB1,49259,gnpis_pui:holding-921_taxon-4898_accession-49259,DI00007,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
5,DI00001,2764078,BTH_Chaux_des_Prés_2000_SetB1,48487,gnpis_pui:holding-921_taxon-4898_accession-48487,DI00001,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
6,CF99059,2764076,BTH_Chaux_des_Prés_2000_SetB1,48803,gnpis_pui:holding-921_taxon-4898_accession-48803,CF99059,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
7,CF99074,2764082,BTH_Chaux_des_Prés_2000_SetB1,48813,gnpis_pui:holding-921_taxon-4898_accession-48813,CF99074,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
8,EM00001,2764064,BTH_Chaux_des_Prés_2000_SetB1,49116,gnpis_pui:holding-921_taxon-4898_accession-49116,EM00001,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
9,DI00002,2764079,BTH_Chaux_des_Prés_2000_SetB1,49468,gnpis_pui:holding-921_taxon-4898_accession-49468,DI00002,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
10,DI00009,2764073,BTH_Chaux_des_Prés_2000_SetB1,49593,gnpis_pui:holding-921_taxon-4898_accession-49593,DI00009,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
11,Apache,2764085,BTH_Chaux_des_Prés_2000_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
12,RE00004,2764086,BTH_Chaux_des_Prés_2000_SetB1,49474,gnpis_pui:holding-921_taxon-4898_accession-49474,RE00004,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
13,RE00005,2764087,BTH_Chaux_des_Prés_2000_SetB1,48972,gnpis_pui:holding-921_taxon-4898_accession-48972,RE00005,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
14,RE99104,2764095,BTH_Chaux_des_Prés_2000_SetB1,48867,gnpis_pui:holding-921_taxon-4898_accession-48867,RE99104,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
15,Charger,2764091,BTH_Chaux_des_Prés_2000_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
16,Tremie,2764092,BTH_Chaux_des_Prés_2000_SetB1,24505,https://doi.org/10.15454/9YBOHR,TREMIE,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
17,DI00008,2764072,BTH_Chaux_des_Prés_2000_SetB1,26858,https://doi.org/10.15454/PRC5QN,DI00008,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
18,DI00003,2764080,BTH_Chaux_des_Prés_2000_SetB1,48431,gnpis_pui:holding-921_taxon-4898_accession-48431,DI00003,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
19,Valoris,2764093,BTH_Chaux_des_Prés_2000_SetB1,25701,https://doi.org/10.15454/EMUZ8X,VALORIS,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
20,EM00002,2764066,BTH_Chaux_des_Prés_2000_SetB1,26108,https://doi.org/10.15454/MTMO4R,EM00002,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
21,RE00002,2764088,BTH_Chaux_des_Prés_2000_SetB1,49213,gnpis_pui:holding-921_taxon-4898_accession-49213,RE00002,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
22,EM00007,2764069,BTH_Chaux_des_Prés_2000_SetB1,49081,gnpis_pui:holding-921_taxon-4898_accession-49081,EM00007,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
23,CF99071,2764077,BTH_Chaux_des_Prés_2000_SetB1,49603,gnpis_pui:holding-921_taxon-4898_accession-49603,CF99071,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
24,EM00003,2764065,BTH_Chaux_des_Prés_2000_SetB1,48755,gnpis_pui:holding-921_taxon-4898_accession-48755,EM00003,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
25,EM00005,2764067,BTH_Chaux_des_Prés_2000_SetB1,48762,gnpis_pui:holding-921_taxon-4898_accession-48762,EM00005,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
26,Soissons,2764097,BTH_Chaux_des_Prés_2000_SetB1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
27,Isengrain,2764094,BTH_Chaux_des_Prés_2000_SetB1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,BTH_Chaux_des_Prés_2000_SetB1,VIRTUAL_TRIAL,,,,,,,,[]
