,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,RE05008,2815879,BTH_Chaux_des_Prés_2006_SetB2,49422,https://doi.org/10.15454/9VMAGV,RE05008,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
1,CF05079,2815909,BTH_Chaux_des_Prés_2006_SetB2,26976,https://doi.org/10.15454/YDUNWW,CF05079,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
2,AO06407,2815887,BTH_Chaux_des_Prés_2006_SetB2,26982,https://doi.org/10.15454/FCNCUR,AO06407,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
3,CF05084,2815883,BTH_Chaux_des_Prés_2006_SetB2,48438,gnpis_pui:holding-921_taxon-4898_accession-48438,CF05084,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
4,DI06013,2815891,BTH_Chaux_des_Prés_2006_SetB2,49342,gnpis_pui:holding-921_taxon-4898_accession-49342,DI06013,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
5,CF04060,2815897,BTH_Chaux_des_Prés_2006_SetB2,49634,gnpis_pui:holding-921_taxon-4898_accession-49634,CF04060,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
6,DI06010,2815890,BTH_Chaux_des_Prés_2006_SetB2,48551,gnpis_pui:holding-921_taxon-4898_accession-48551,DI06010,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
7,DI06012,2815892,BTH_Chaux_des_Prés_2006_SetB2,49037,gnpis_pui:holding-921_taxon-4898_accession-49037,DI06012,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
8,DI06015,2815893,BTH_Chaux_des_Prés_2006_SetB2,49503,gnpis_pui:holding-921_taxon-4898_accession-49503,DI06015,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
9,AO05003,2815912,BTH_Chaux_des_Prés_2006_SetB2,49730,gnpis_pui:holding-921_taxon-4898_accession-49730,AO05003,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
10,CF05031,2815911,BTH_Chaux_des_Prés_2006_SetB2,49286,gnpis_pui:holding-921_taxon-4898_accession-49286,CF05031,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
11,DI06016,2815916,BTH_Chaux_des_Prés_2006_SetB2,49166,gnpis_pui:holding-921_taxon-4898_accession-49166,DI06016,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
12,RE05065,2815882,BTH_Chaux_des_Prés_2006_SetB2,49606,gnpis_pui:holding-921_taxon-4898_accession-49606,RE05065,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
13,EM05256,2815878,BTH_Chaux_des_Prés_2006_SetB2,48632,gnpis_pui:holding-921_taxon-4898_accession-48632,EM05256,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
14,Apache,2815896,BTH_Chaux_des_Prés_2006_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
15,DI06009,2815915,BTH_Chaux_des_Prés_2006_SetB2,48923,gnpis_pui:holding-921_taxon-4898_accession-48923,DI06009,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
16,CF05169,2815886,BTH_Chaux_des_Prés_2006_SetB2,48736,https://doi.org/10.15454/X75WAV,CF05169,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
17,CF05235,2815885,BTH_Chaux_des_Prés_2006_SetB2,48770,https://doi.org/10.15454/EKVXQT,CF05235,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
18,CF05161,2815888,BTH_Chaux_des_Prés_2006_SetB2,26974,https://doi.org/10.15454/BQTYVO,CF05161,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
19,Charger,2815904,BTH_Chaux_des_Prés_2006_SetB2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
20,Caphorn,2815899,BTH_Chaux_des_Prés_2006_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
21,RE05079,2815907,BTH_Chaux_des_Prés_2006_SetB2,48975,https://doi.org/10.15454/JTGRMP,RE05079,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
22,RE05005,2815880,BTH_Chaux_des_Prés_2006_SetB2,26898,https://doi.org/10.15454/JQW74U,RE05005,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
23,RE05038,2815903,BTH_Chaux_des_Prés_2006_SetB2,26902,https://doi.org/10.15454/JZRTIK,RE05038,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
24,RE05037,2815902,BTH_Chaux_des_Prés_2006_SetB2,26901,https://doi.org/10.15454/WC63BJ,RE05037,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
25,RE05011,2815905,BTH_Chaux_des_Prés_2006_SetB2,26899,https://doi.org/10.15454/3NYQAY,RE05011,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
26,RE05016,2815906,BTH_Chaux_des_Prés_2006_SetB2,26900,https://doi.org/10.15454/YMFJQC,RE05016,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
27,RE05050,2815901,BTH_Chaux_des_Prés_2006_SetB2,26904,https://doi.org/10.15454/8AMC4Z,RE05050,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
28,RE05047,2815884,BTH_Chaux_des_Prés_2006_SetB2,26903,https://doi.org/10.15454/QRI3MM,RE05047,BTH_Chaux_des_Prés_2006_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
