,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,Rumba,2766970,BTH_Rennes_2000_SetB3_PIETIN-VERSE,59728,https://doi.org/10.15454/AYEEVH,RUMBA,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,CF00193,2766979,BTH_Rennes_2000_SetB3_PIETIN-VERSE,25895,https://doi.org/10.15454/WTZMDS,CF00193,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,RE00015,2766984,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49501,gnpis_pui:holding-921_taxon-4898_accession-49501,RE00015,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,RE99159,2766966,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48432,gnpis_pui:holding-921_taxon-4898_accession-48432,RE99159,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,DI00026,2766955,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49579,gnpis_pui:holding-921_taxon-4898_accession-49579,DI00026,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,RE00013,2766965,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48662,gnpis_pui:holding-921_taxon-4898_accession-48662,RE00013,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,DI00027,2766956,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48819,gnpis_pui:holding-921_taxon-4898_accession-48819,DI00027,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,DI00020,2766953,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49114,gnpis_pui:holding-921_taxon-4898_accession-49114,DI00020,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,CF99276,2766967,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49124,gnpis_pui:holding-921_taxon-4898_accession-49124,CF99276,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,CF99306,2766986,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49563,gnpis_pui:holding-921_taxon-4898_accession-49563,CF99306,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,DI00021,2766954,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49622,gnpis_pui:holding-921_taxon-4898_accession-49622,DI00021,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,CF99183,2766982,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48558,gnpis_pui:holding-921_taxon-4898_accession-48558,CF99183,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,CF00192,2766978,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48567,gnpis_pui:holding-921_taxon-4898_accession-48567,CF00192,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,CF99228,2766980,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49255,gnpis_pui:holding-921_taxon-4898_accession-49255,CF99228,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
14,RE00012,2766983,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48445,gnpis_pui:holding-921_taxon-4898_accession-48445,RE00012,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
15,EM00016,2766973,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49491,gnpis_pui:holding-921_taxon-4898_accession-49491,EM00016,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
16,DI00023,2766952,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48610,gnpis_pui:holding-921_taxon-4898_accession-48610,DI00023,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
17,CF99191,2766968,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49412,gnpis_pui:holding-921_taxon-4898_accession-49412,CF99191,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
18,Virtuose,2766963,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49089,https://doi.org/10.15454/TOLYT8,VIRTUOSE,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
19,Charger,2766969,BTH_Rennes_2000_SetB3_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
20,Tremie,2766950,BTH_Rennes_2000_SetB3_PIETIN-VERSE,24505,https://doi.org/10.15454/9YBOHR,TREMIE,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
21,EM00018,2766971,BTH_Rennes_2000_SetB3_PIETIN-VERSE,26109,https://doi.org/10.15454/S5ERQF,EM00018,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
22,EM00020,2766949,BTH_Rennes_2000_SetB3_PIETIN-VERSE,26863,https://doi.org/10.15454/CM80JS,EM00020,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
23,DI00024,2766957,BTH_Rennes_2000_SetB3_PIETIN-VERSE,26107,https://doi.org/10.15454/IJHBYL,DI00024,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
24,RE00011,2766961,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49042,gnpis_pui:holding-921_taxon-4898_accession-49042,RE00011,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
25,Soissons,2766981,BTH_Rennes_2000_SetB3_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
26,Isengrain,2766977,BTH_Rennes_2000_SetB3_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
27,EM00019,2766972,BTH_Rennes_2000_SetB3_PIETIN-VERSE,26862,https://doi.org/10.15454/SKKWNL,EM00019,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
28,RE00010,2766964,BTH_Rennes_2000_SetB3_PIETIN-VERSE,26869,https://doi.org/10.15454/46HA0A,RE00010,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
29,RE00014,2766985,BTH_Rennes_2000_SetB3_PIETIN-VERSE,26870,https://doi.org/10.15454/SUO7RH,RE00014,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
30,EM00017,2766974,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48765,gnpis_pui:holding-921_taxon-4898_accession-48765,EM00017,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
31,LM00003,2766959,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49082,gnpis_pui:holding-921_taxon-4898_accession-49082,LM00003,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
32,RE99134,2766962,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48719,gnpis_pui:holding-921_taxon-4898_accession-48719,RE99134,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
33,DI00025,2766958,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49206,gnpis_pui:holding-921_taxon-4898_accession-49206,DI00025,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
34,EM00015,2766975,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48653,gnpis_pui:holding-921_taxon-4898_accession-48653,EM00015,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
35,DI00022,2766951,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49374,gnpis_pui:holding-921_taxon-4898_accession-49374,DI00022,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
36,RE99156,2766960,BTH_Rennes_2000_SetB3_PIETIN-VERSE,48459,gnpis_pui:holding-921_taxon-4898_accession-48459,RE99156,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
37,DI00019,2766976,BTH_Rennes_2000_SetB3_PIETIN-VERSE,49664,gnpis_pui:holding-921_taxon-4898_accession-49664,DI00019,BTH_Rennes_2000_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
