,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,CF11140,2868293,BTH_Chaux_des_Prés_2012_SetB2,61443,https://doi.org/10.15454/61JYKU,CF11140,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
1,CF11150,2868310,BTH_Chaux_des_Prés_2012_SetB2,61461,https://doi.org/10.15454/9DTWQV,CF11150,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
2,CF11110,2868308,BTH_Chaux_des_Prés_2012_SetB2,61410,https://doi.org/10.15454/ERILBD,CF11110,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
3,CF11159,2868307,BTH_Chaux_des_Prés_2012_SetB2,61494,https://doi.org/10.15454/BNMVC6,CF11159,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
4,CF11164,2868291,BTH_Chaux_des_Prés_2012_SetB2,61509,https://doi.org/10.15454/HGNUZP,CF11164,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
5,EM11552,2868312,BTH_Chaux_des_Prés_2012_SetB2,61547,https://doi.org/10.15454/WWS1CM,EM11552,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
6,CF11192,2868282,BTH_Chaux_des_Prés_2012_SetB2,61539,https://doi.org/10.15454/9F9U9Z,CF11192,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
7,EM11565,2868290,BTH_Chaux_des_Prés_2012_SetB2,61705,https://doi.org/10.15454/LUSDY2,EM11565,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
8,DI12013,2868305,BTH_Chaux_des_Prés_2012_SetB2,61938,https://doi.org/10.15454/LRDMJQ,DI12013,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
9,EM11582,2868298,BTH_Chaux_des_Prés_2012_SetB2,62041,https://doi.org/10.15454/YY8ALS,EM11582,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
10,AO12025,2868275,BTH_Chaux_des_Prés_2012_SetB2,61019,https://doi.org/10.15454/VSFGLN,AO12025,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
11,DI12009,2868286,BTH_Chaux_des_Prés_2012_SetB2,61863,https://doi.org/10.15454/SSBKER,DI12009,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
12,DI12008,2868287,BTH_Chaux_des_Prés_2012_SetB2,61847,https://doi.org/10.15454/ERHVKW,DI12008,BTH_Chaux_des_Prés_2012_SetB2,VIRTUAL_TRIAL,,,,,,,,[]
