,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,Ressor,2763513,BTH_Rennes_2000_SetA_PIETIN-VERSE,49154,https://doi.org/10.15454/X4XFZS,Ressor,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,CF99005,2763517,BTH_Rennes_2000_SetA_PIETIN-VERSE,75767,https://doi.org/10.15454/BZFZDO,CF99005,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,RE99009,2763524,BTH_Rennes_2000_SetA_PIETIN-VERSE,26000,https://doi.org/10.15454/VOIVEZ,RE99009,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,RE99006,2763503,BTH_Rennes_2000_SetA_PIETIN-VERSE,26013,https://doi.org/10.15454/U6CDMK,RE99006,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,CF99009,2763520,BTH_Rennes_2000_SetA_PIETIN-VERSE,25944,https://doi.org/10.15454/ADC7UQ,CF99009,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,CF99031,2763496,BTH_Rennes_2000_SetA_PIETIN-VERSE,25998,https://doi.org/10.15454/PNTBI5,CF99031,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,DI9714,2763495,BTH_Rennes_2000_SetA_PIETIN-VERSE,25900,https://doi.org/10.15454/FRB0LL,DI9714,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,RE99002,2763505,BTH_Rennes_2000_SetA_PIETIN-VERSE,26872,https://doi.org/10.15454/WHVEKL,RE99002,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,RE99007,2763504,BTH_Rennes_2000_SetA_PIETIN-VERSE,26014,https://doi.org/10.15454/B7I9IU,RE99007,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,HA1541.134,2763514,BTH_Rennes_2000_SetA_PIETIN-VERSE,48807,gnpis_pui:holding-921_taxon-4898_accession-48807,HA1541.134,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,AO00001,2763523,BTH_Rennes_2000_SetA_PIETIN-VERSE,28760,https://doi.org/10.15454/8LYCUU,AO00001,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,Charger,2763506,BTH_Rennes_2000_SetA_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,Tremie,2763519,BTH_Rennes_2000_SetA_PIETIN-VERSE,24505,https://doi.org/10.15454/9YBOHR,TREMIE,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,Voltige,2763501,BTH_Rennes_2000_SetA_PIETIN-VERSE,26052,https://doi.org/10.15454/FS69PT,VOLTIGE,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
14,EM99012,2763528,BTH_Rennes_2000_SetA_PIETIN-VERSE,25901,https://doi.org/10.15454/VOT84X,EM99012,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
15,EM99001,2763509,BTH_Rennes_2000_SetA_PIETIN-VERSE,26865,https://doi.org/10.15454/LFQX9O,EM99001,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
16,CF99003,2763516,BTH_Rennes_2000_SetA_PIETIN-VERSE,26854,https://doi.org/10.15454/PMWJQG,CF99003,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
17,CF99016,2763494,BTH_Rennes_2000_SetA_PIETIN-VERSE,26855,https://doi.org/10.15454/ZNHLL2,CF99016,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
18,CF9804,2763491,BTH_Rennes_2000_SetA_PIETIN-VERSE,25942,https://doi.org/10.15454/J28WOV,CF9804,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
19,RE99017,2763525,BTH_Rennes_2000_SetA_PIETIN-VERSE,26001,https://doi.org/10.15454/9GS2A7,RE99017,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
20,RE99014,2763527,BTH_Rennes_2000_SetA_PIETIN-VERSE,26873,https://doi.org/10.15454/NVM4UC,RE99014,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
21,RE99016,2763499,BTH_Rennes_2000_SetA_PIETIN-VERSE,26874,https://doi.org/10.15454/M7F6IJ,RE99016,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
22,EM99002,2763508,BTH_Rennes_2000_SetA_PIETIN-VERSE,28763,https://doi.org/10.15454/HUTRYE,EM99002,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
23,CF9825,2763492,BTH_Rennes_2000_SetA_PIETIN-VERSE,28761,https://doi.org/10.15454/PFN7OE,CF9825,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
24,EM99017,2763530,BTH_Rennes_2000_SetA_PIETIN-VERSE,28764,https://doi.org/10.15454/QT2EUR,EM99017,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
25,EM99021,2763498,BTH_Rennes_2000_SetA_PIETIN-VERSE,28765,https://doi.org/10.15454/KZAYH5,EM99021,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
26,DI9812,2763511,BTH_Rennes_2000_SetA_PIETIN-VERSE,28762,https://doi.org/10.15454/F89VYP,DI9812,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
27,RE9819,2763493,BTH_Rennes_2000_SetA_PIETIN-VERSE,28766,https://doi.org/10.15454/B2UDRG,RE9819,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
28,RE99003,2763512,BTH_Rennes_2000_SetA_PIETIN-VERSE,28767,https://doi.org/10.15454/PDD081,RE99003,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
29,RE99004,2763502,BTH_Rennes_2000_SetA_PIETIN-VERSE,28768,https://doi.org/10.15454/WOEZF0,RE99004,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
30,RE99018,2763529,BTH_Rennes_2000_SetA_PIETIN-VERSE,28769,https://doi.org/10.15454/4XEWEU,RE99018,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
31,CF99027,2763521,BTH_Rennes_2000_SetA_PIETIN-VERSE,25943,https://doi.org/10.15454/B8ORWB,CF99027,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
32,Soissons,2763526,BTH_Rennes_2000_SetA_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
33,Isengrain,2763522,BTH_Rennes_2000_SetA_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
34,CF99002,2763515,BTH_Rennes_2000_SetA_PIETIN-VERSE,26853,https://doi.org/10.15454/XX9UWD,CF99002,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
35,EM99003,2763507,BTH_Rennes_2000_SetA_PIETIN-VERSE,28757,https://doi.org/10.15454/22NWEC,EM99003,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
36,EM99027,2763497,BTH_Rennes_2000_SetA_PIETIN-VERSE,26866,https://doi.org/10.15454/OANUO1,EM99027,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
37,AO99001,2763500,BTH_Rennes_2000_SetA_PIETIN-VERSE,48603,gnpis_pui:holding-921_taxon-4898_accession-48603,AO99001,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
38,CF99007,2763518,BTH_Rennes_2000_SetA_PIETIN-VERSE,28758,https://doi.org/10.15454/XSWWAH,CF99007,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
39,EM99006,2763510,BTH_Rennes_2000_SetA_PIETIN-VERSE,28759,https://doi.org/10.15454/1BMHCN,EM99006,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
40,HA1066.146,2763489,BTH_Rennes_2000_SetA_PIETIN-VERSE,48543,gnpis_pui:holding-921_taxon-4898_accession-48543,HA1066.146,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
41,HA1070.50,2763490,BTH_Rennes_2000_SetA_PIETIN-VERSE,48987,gnpis_pui:holding-921_taxon-4898_accession-48987,HA1070.50,BTH_Rennes_2000_SetA_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
