,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,DI10015,2852488,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48814,https://doi.org/10.15454/QM62JM,DI10015,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
1,Koreli,2852493,BTH_Rennes_2010_SetB3_PIETIN-VERSE,26891,https://doi.org/10.15454/6PDHWM,KORELI,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
2,Barok,2852477,BTH_Rennes_2010_SetB3_PIETIN-VERSE,26978,https://doi.org/10.15454/Z3MNYF,BAROK,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
3,CF09225,2852513,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48451,https://doi.org/10.15454/L5GF1L,CF09225,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
4,CF09227,2852515,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48700,https://doi.org/10.15454/C60S9I,CF09227,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
5,CF09276,2852492,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48805,https://doi.org/10.15454/XQX8MF,CF09276,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
6,EM08231,2852509,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49158,https://doi.org/10.15454/UFYMWM,EM08231,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
7,RE09063,2852502,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48542,https://doi.org/10.15454/XWSV3O,RE09063,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
8,RE09079,2852485,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49050,https://doi.org/10.15454/6F6EN3,RE09079,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
9,Premio,2852483,BTH_Rennes_2010_SetB3_PIETIN-VERSE,26914,https://doi.org/10.15454/5YB44K,PREMIO,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
10,RE09073,2852500,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49428,https://doi.org/10.15454/MX3ENS,RE09073,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
11,AO10027,2852508,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49344,gnpis_pui:holding-921_taxon-4898_accession-49344,AO10027,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
12,DI10013,2852482,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49728,gnpis_pui:holding-921_taxon-4898_accession-49728,DI10013,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
13,AO10025,2852506,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49420,gnpis_pui:holding-921_taxon-4898_accession-49420,AO10025,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
14,EM08147,2852491,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49183,gnpis_pui:holding-921_taxon-4898_accession-49183,EM08147,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
15,EM08012,2852504,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49328,gnpis_pui:holding-921_taxon-4898_accession-49328,EM08012,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
16,DI10012,2852481,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48684,gnpis_pui:holding-921_taxon-4898_accession-48684,DI10012,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
17,EM08222,2852490,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49122,gnpis_pui:holding-921_taxon-4898_accession-49122,EM08222,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
18,HadmF11340,2852499,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49601,gnpis_pui:holding-921_taxon-4898_accession-49601,HadmF11340,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
19,CF09226,2852516,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48589,gnpis_pui:holding-921_taxon-4898_accession-48589,CF09226,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
20,Apache,2852495,BTH_Rennes_2010_SetB3_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
21,CF09284,2852480,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49521,gnpis_pui:holding-921_taxon-4898_accession-49521,CF09284,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
22,CF09257,2852511,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48873,gnpis_pui:holding-921_taxon-4898_accession-48873,CF09257,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
23,Caphorn,2852501,BTH_Rennes_2010_SetB3_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
24,EM09320,2852486,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48354,https://doi.org/10.15454/V82MUD,EM09320,BTH_Rennes_2010_SetB3_PIETIN-VERSE,VIRTUAL_TRIAL,,,,,,,,[]
