,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,experimental_factors
0,Rumba,2766210,BTH_Chaux_des_Prés_2000_SetB3,59728,https://doi.org/10.15454/AYEEVH,RUMBA,BTH_Chaux_des_Prés_2000_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
1,CF00193,2766219,BTH_Chaux_des_Prés_2000_SetB3,25895,https://doi.org/10.15454/WTZMDS,CF00193,BTH_Chaux_des_Prés_2000_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
2,RE00015,2766224,BTH_Chaux_des_Prés_2000_SetB3,49501,gnpis_pui:holding-921_taxon-4898_accession-49501,RE00015,BTH_Chaux_des_Prés_2000_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
3,RE99159,2766206,BTH_Chaux_des_Prés_2000_SetB3,48432,gnpis_pui:holding-921_taxon-4898_accession-48432,RE99159,BTH_Chaux_des_Prés_2000_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
4,DI00026,2766195,BTH_Chaux_des_Prés_2000_SetB3,49579,gnpis_pui:holding-921_taxon-4898_accession-49579,DI00026,BTH_Chaux_des_Prés_2000_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
5,RE00013,2766205,BTH_Chaux_des_Prés_2000_SetB3,48662,gnpis_pui:holding-921_taxon-4898_accession-48662,RE00013,BTH_Chaux_des_Prés_2000_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
6,DI00027,2766196,BTH_Chaux_des_Prés_2000_SetB3,48819,gnpis_pui:holding-921_taxon-4898_accession-48819,DI00027,BTH_Chaux_des_Prés_2000_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
7,DI00020,2766193,BTH_Chaux_des_Prés_2000_SetB3,49114,gnpis_pui:holding-921_taxon-4898_accession-49114,DI00020,BTH_Chaux_des_Prés_2000_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
8,CF99276,2766207,BTH_Chaux_des_Prés_2000_SetB3,49124,gnpis_pui:holding-921_taxon-4898_accession-49124,CF99276,BTH_Chaux_des_Prés_2000_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
9,CF99306,2766226,BTH_Chaux_des_Prés_2000_SetB3,49563,gnpis_pui:holding-921_taxon-4898_accession-49563,CF99306,BTH_Chaux_des_Prés_2000_SetB3,VIRTUAL_TRIAL,,,,,,,,[]
