,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,itk
0,2,2886214,BTH_Lusignan_2014_SetB2,61971,https://doi.org/10.15454/O3PVS1,AO14011,BTH_Lusignan_2014_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
1,1,2886213,BTH_Lusignan_2014_SetB2,61971,https://doi.org/10.15454/O3PVS1,AO14011,BTH_Lusignan_2014_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
2,AO14011itkfi,2886278,BTH_Lusignan_2014_SetB2,61971,https://doi.org/10.15454/O3PVS1,AO14011,BTH_Lusignan_2014_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
3,2,2886238,BTH_Lusignan_2014_SetB2,61005,https://doi.org/10.15454/ONQVGT,CF13042,BTH_Lusignan_2014_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
4,CF13042itkfi,2886290,BTH_Lusignan_2014_SetB2,61005,https://doi.org/10.15454/ONQVGT,CF13042,BTH_Lusignan_2014_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
5,1,2886237,BTH_Lusignan_2014_SetB2,61005,https://doi.org/10.15454/ONQVGT,CF13042,BTH_Lusignan_2014_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
6,CF13057itkfi,2886272,BTH_Lusignan_2014_SetB2,61065,https://doi.org/10.15454/IEJHD9,CF13057,BTH_Lusignan_2014_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
7,1,2886201,BTH_Lusignan_2014_SetB2,61065,https://doi.org/10.15454/IEJHD9,CF13057,BTH_Lusignan_2014_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
8,2,2886202,BTH_Lusignan_2014_SetB2,61065,https://doi.org/10.15454/IEJHD9,CF13057,BTH_Lusignan_2014_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
9,1,2886195,BTH_Lusignan_2014_SetB2,61289,https://doi.org/10.15454/SINHNW,DI14003,BTH_Lusignan_2014_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
10,DI14003itkfi,2886269,BTH_Lusignan_2014_SetB2,61289,https://doi.org/10.15454/SINHNW,DI14003,BTH_Lusignan_2014_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
11,2,2886196,BTH_Lusignan_2014_SetB2,61289,https://doi.org/10.15454/SINHNW,DI14003,BTH_Lusignan_2014_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
12,2,2886252,BTH_Lusignan_2014_SetB2,61398,https://doi.org/10.15454/HEUAIP,EM13073,BTH_Lusignan_2014_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
13,1,2886251,BTH_Lusignan_2014_SetB2,61398,https://doi.org/10.15454/HEUAIP,EM13073,BTH_Lusignan_2014_SetB2,REPLICATION,1.0,,,,,,REPLICATION:1,low inputs
14,EM13073itkfi,2886297,BTH_Lusignan_2014_SetB2,61398,https://doi.org/10.15454/HEUAIP,EM13073,BTH_Lusignan_2014_SetB2,VIRTUAL_TRIAL,,,,,,,,low inputs
15,2,2886192,BTH_Lusignan_2014_SetB2,61370,https://doi.org/10.15454/IO8K98,EM12595,BTH_Lusignan_2014_SetB2,REPLICATION,2.0,,,,,,REPLICATION:2,low inputs
