observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
CF02093itkt,2789020,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,26417,https://doi.org/10.15454/YM7WOU,CF02093,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,3",,"99,8",,"96,6",
DI03003itkt,2789014,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,26426,https://doi.org/10.15454/PIXJ6I,DI03003,VIRTUAL_TRIAL,,,,,,,,treated,2003,"11,8",,"107,4",,"103,9",
EM02281itkt,2788972,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,49177,gnpis_pui:holding-921_taxon-4898_accession-49177,EM02281,VIRTUAL_TRIAL,,,,,,,,treated,2003,"12,7",,"96,8",,"93,7",
EM02281itkfi,2788971,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,49177,gnpis_pui:holding-921_taxon-4898_accession-49177,EM02281,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,"103,6",,"75,8",
RE02161itkt,2789032,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,48986,gnpis_pui:holding-921_taxon-4898_accession-48986,RE02161,VIRTUAL_TRIAL,,,,,,,,treated,2003,"13,7",,"90,2",,"87,2",
RE02161itkfi,2789031,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,48986,gnpis_pui:holding-921_taxon-4898_accession-48986,RE02161,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,"100,5",,"73,6",
CF02145itkt,2789040,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,48913,gnpis_pui:holding-921_taxon-4898_accession-48913,CF02145,VIRTUAL_TRIAL,,,,,,,,treated,2003,13,,"98,3",,"95,1",
CF02145itkfi,2789039,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,48913,gnpis_pui:holding-921_taxon-4898_accession-48913,CF02145,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,"107,6",,"78,7",
EM02292itkfi,2788991,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,48744,gnpis_pui:holding-921_taxon-4898_accession-48744,EM02292,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,"111,8",,"81,8",
EM02292itkt,2788992,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,48744,gnpis_pui:holding-921_taxon-4898_accession-48744,EM02292,VIRTUAL_TRIAL,,,,,,,,treated,2003,"13,4",,"95,9",,"92,8",
RE02134itkfi,2788973,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,49411,gnpis_pui:holding-921_taxon-4898_accession-49411,RE02134,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,,,"102,7",,"75,1",
RE02134itkt,2788974,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,49411,gnpis_pui:holding-921_taxon-4898_accession-49411,RE02134,VIRTUAL_TRIAL,,,,,,,,treated,2003,"13,4",,"89,7",,"86,8",
RE02095itkt,2789022,BTH_Le_Moulon_2003_SetB1,BTH_Le_Moulon_2003_SetB1,48677,gnpis_pui:holding-921_taxon-4898_accession-48677,RE02095,VIRTUAL_TRIAL,,,,,,,,treated,2003,"13,7",,"94,9",,"91,8",
