observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2794846,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"13,41",,"125,4",
2,2794854,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26426,https://doi.org/10.15454/PIXJ6I,DI03003,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"10,6",,"106,2",
1,2794853,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26426,https://doi.org/10.15454/PIXJ6I,DI03003,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"10,86",,"109,7",
2,2794852,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26426,https://doi.org/10.15454/PIXJ6I,DI03003,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"9,58",,"101,3",
1,2794851,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26426,https://doi.org/10.15454/PIXJ6I,DI03003,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"10,92",,"114,2",
2,2794816,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26415,https://doi.org/10.15454/J3I5NY,EM02231,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"9,86",,"92,2",
2,2794858,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26412,https://doi.org/10.15454/8UNSOD,EM02065,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"11,4",,"103,5",
1,2794857,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26412,https://doi.org/10.15454/8UNSOD,EM02065,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"11,97",,"111,9",
2,2794856,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26412,https://doi.org/10.15454/8UNSOD,EM02065,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"11,46",,"121,2",
1,2794855,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26412,https://doi.org/10.15454/8UNSOD,EM02065,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"11,53",,"118,4",
1,2794819,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26416,https://doi.org/10.15454/HJAB4N,EM02233,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2004,"11,54",,"110,5",
2,2794822,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26416,https://doi.org/10.15454/HJAB4N,EM02233,REPLICATION,2,,,,,,REPLICATION:2,treated,2004,"12,15",,"110,8",
1,2794821,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26416,https://doi.org/10.15454/HJAB4N,EM02233,REPLICATION,1,,,,,,REPLICATION:1,treated,2004,"12,53",,115,
2,2794820,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26416,https://doi.org/10.15454/HJAB4N,EM02233,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2004,"8,37",,"104,2",
