observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI05004,2806402,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49451,https://doi.org/10.15454/HTYOGZ,DI05004,VIRTUAL_TRIAL,,,,,,,,2005,"2,5",
DI05002,2806404,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48966,gnpis_pui:holding-921_taxon-4898_accession-48966,DI05002,VIRTUAL_TRIAL,,,,,,,,2005,"4,5",
CF04215,2806395,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49236,gnpis_pui:holding-921_taxon-4898_accession-49236,CF04215,VIRTUAL_TRIAL,,,,,,,,2005,5,
LM04010,2806375,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48743,gnpis_pui:holding-921_taxon-4898_accession-48743,LM04010,VIRTUAL_TRIAL,,,,,,,,2005,"4,5",
RE04004,2806369,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49332,gnpis_pui:holding-921_taxon-4898_accession-49332,RE04004,VIRTUAL_TRIAL,,,,,,,,2005,6,
RE03012,2806374,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49336,gnpis_pui:holding-921_taxon-4898_accession-49336,RE03012,VIRTUAL_TRIAL,,,,,,,,2005,5,
DI05007,2806399,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49452,gnpis_pui:holding-921_taxon-4898_accession-49452,DI05007,VIRTUAL_TRIAL,,,,,,,,2005,"3,5",
LM04017,2806376,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48520,gnpis_pui:holding-921_taxon-4898_accession-48520,LM04017,VIRTUAL_TRIAL,,,,,,,,2005,"4,5",
DI05009,2806397,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48521,gnpis_pui:holding-921_taxon-4898_accession-48521,DI05009,VIRTUAL_TRIAL,,,,,,,,2005,2,
RE04008,2806371,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48687,gnpis_pui:holding-921_taxon-4898_accession-48687,RE04008,VIRTUAL_TRIAL,,,,,,,,2005,4,
LM04003,2806394,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48824,gnpis_pui:holding-921_taxon-4898_accession-48824,LM04003,VIRTUAL_TRIAL,,,,,,,,2005,6,
CF03092,2806407,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49643,gnpis_pui:holding-921_taxon-4898_accession-49643,CF03092,VIRTUAL_TRIAL,,,,,,,,2005,"4,5",
DI05006,2806400,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48563,gnpis_pui:holding-921_taxon-4898_accession-48563,DI05006,VIRTUAL_TRIAL,,,,,,,,2005,"3,5",
Apache,2806380,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2005,"2,5",
CF04004,2806373,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49316,gnpis_pui:holding-921_taxon-4898_accession-49316,CF04004,VIRTUAL_TRIAL,,,,,,,,2005,5,
RE04017,2806384,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49275,gnpis_pui:holding-921_taxon-4898_accession-49275,RE04017,VIRTUAL_TRIAL,,,,,,,,2005,"3,5",
CF03326,2806392,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48539,gnpis_pui:holding-921_taxon-4898_accession-48539,CF03326,VIRTUAL_TRIAL,,,,,,,,2005,"5,5",
LM04022,2806406,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48922,gnpis_pui:holding-921_taxon-4898_accession-48922,LM04022,VIRTUAL_TRIAL,,,,,,,,2005,"6,5",
Charger,2806388,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2005,"2,5",
Caphorn,2806385,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2005,"3,5",
EM04181,2806391,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,2005,3,
DI05001,2806405,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49480,gnpis_pui:holding-921_taxon-4898_accession-49480,DI05001,VIRTUAL_TRIAL,,,,,,,,2005,5,
RE03019,2806396,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,26829,https://doi.org/10.15454/NMOYD6,RE03019,VIRTUAL_TRIAL,,,,,,,,2005,3,
RE04009,2806372,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,26830,https://doi.org/10.15454/6V5ULG,RE04009,VIRTUAL_TRIAL,,,,,,,,2005,7,
EM04115,2806383,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48943,gnpis_pui:holding-921_taxon-4898_accession-48943,EM04115,VIRTUAL_TRIAL,,,,,,,,2005,4,
Orvantis,2806393,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,2005,"3,5",
DI05005,2806401,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48604,gnpis_pui:holding-921_taxon-4898_accession-48604,DI05005,VIRTUAL_TRIAL,,,,,,,,2005,5,
EM04081,2806382,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48571,https://doi.org/10.15454/RRGUYW,EM04081,VIRTUAL_TRIAL,,,,,,,,2005,"3,5",
RE03099,2806408,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48737,gnpis_pui:holding-921_taxon-4898_accession-48737,RE03099,VIRTUAL_TRIAL,,,,,,,,2005,4,
RE03034,2806389,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,48409,gnpis_pui:holding-921_taxon-4898_accession-48409,RE03034,VIRTUAL_TRIAL,,,,,,,,2005,3,
DI05008,2806398,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49104,gnpis_pui:holding-921_taxon-4898_accession-49104,DI05008,VIRTUAL_TRIAL,,,,,,,,2005,4,
CF04264,2806377,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49186,gnpis_pui:holding-921_taxon-4898_accession-49186,CF04264,VIRTUAL_TRIAL,,,,,,,,2005,"4,5",
RE04012,2806387,BTH_Chaux_des_Prés_2005_SetB1,BTH_Chaux_des_Prés_2005_SetB1,49147,gnpis_pui:holding-921_taxon-4898_accession-49147,RE04012,VIRTUAL_TRIAL,,,,,,,,2005,"4,5",
