observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Barokitkt,2804504,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,treated,2005,"103,5",,"103,8",
Caphornitknt,2804537,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"96,2",,"99,5",
DI04017itknt,2804519,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"98,9",,"102,3",
DI04018itknt,2804529,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"99,2",,"102,6",
DI9714itkt,2804516,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,25900,https://doi.org/10.15454/FRB0LL,DI9714,VIRTUAL_TRIAL,,,,,,,,treated,2005,"94,3",,"94,6",
DI04018itkt,2804530,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,treated,2005,"105,9",,"106,2",
DI04019itknt,2804527,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,102,,"105,6",
Orvantisitknt,2804561,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"98,7",,"102,1",
LM03014itkt,2804556,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,treated,2005,"99,4",,"99,7",
DI9714itknt,2804515,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,25900,https://doi.org/10.15454/FRB0LL,DI9714,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"100,1",,"103,6",
EM01068itknt,2804533,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,26803,https://doi.org/10.15454/ADFR47,EM01068,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"99,6",,103,
EM03206itknt,2804569,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,26809,https://doi.org/10.15454/NO762C,EM03206,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"97,1",,"100,5",
LM03014itknt,2804555,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,98,,"101,4",
DI05030itkt,2804514,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,48477,https://doi.org/10.15454/NU9M2G,DI05030,VIRTUAL_TRIAL,,,,,,,,treated,2005,96,,"96,3",
EM03206itkt,2804570,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,26809,https://doi.org/10.15454/NO762C,EM03206,VIRTUAL_TRIAL,,,,,,,,treated,2005,"95,6",,"95,9",
DI05030itknt,2804513,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,48477,https://doi.org/10.15454/NU9M2G,DI05030,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"100,3",,"103,8",
EM01343itkt,2804544,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,26804,https://doi.org/10.15454/OU9OPJ,EM01343,VIRTUAL_TRIAL,,,,,,,,treated,2005,105,,"105,3",
EM01068itkt,2804534,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,26803,https://doi.org/10.15454/ADFR47,EM01068,VIRTUAL_TRIAL,,,,,,,,treated,2005,"94,2",,"94,5",
DI04024itknt,2804565,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,27037,https://doi.org/10.15454/TWWI1V,DI04024,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"102,4",,"105,9",
Farandoleitknt,2804539,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"103,5",,"107,1",
EM01343itknt,2804543,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,26804,https://doi.org/10.15454/OU9OPJ,EM01343,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"104,4",,108,
CF03287itknt,2804551,BTH_Colmar_2005_SetA2,BTH_Colmar_2005_SetA2,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2005,"100,6",,"104,1",
