observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
DI05020,2807756,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,62005,https://doi.org/10.15454/Q0EAS8,DI05020,VIRTUAL_TRIAL,,,,,,,,2005,6,
DI05014,2807735,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,26985,https://doi.org/10.15454/TKJCUM,DI05014,VIRTUAL_TRIAL,,,,,,,,2005,2,
Hendrix,2807719,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,2005,3,
RE04022,2807726,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,26831,https://doi.org/10.15454/CK12PW,RE04022,VIRTUAL_TRIAL,,,,,,,,2005,5,
CF04184,2807755,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,26896,https://doi.org/10.15454/PBJIBN,CF04184,VIRTUAL_TRIAL,,,,,,,,2005,"2,5",
DI05018,2807731,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,48575,gnpis_pui:holding-921_taxon-4898_accession-48575,DI05018,VIRTUAL_TRIAL,,,,,,,,2005,4,
EM04343,2807743,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,48611,gnpis_pui:holding-921_taxon-4898_accession-48611,EM04343,VIRTUAL_TRIAL,,,,,,,,2005,"4,5",
DI05012,2807740,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,48954,gnpis_pui:holding-921_taxon-4898_accession-48954,DI05012,VIRTUAL_TRIAL,,,,,,,,2005,2,
EM04334,2807723,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,49302,gnpis_pui:holding-921_taxon-4898_accession-49302,EM04334,VIRTUAL_TRIAL,,,,,,,,2005,5,
DI05015,2807736,BTH_Chaux_des_Prés_2005_SetB2,BTH_Chaux_des_Prés_2005_SetB2,49357,gnpis_pui:holding-921_taxon-4898_accession-49357,DI05015,VIRTUAL_TRIAL,,,,,,,,2005,"1,5",
