observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
DI03010,2790786,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49346,gnpis_pui:holding-921_taxon-4898_accession-49346,DI03010,VIRTUAL_TRIAL,,,,,,,,2003,5,,1,,2,,1,,1,
CF02098,2790809,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,48547,gnpis_pui:holding-921_taxon-4898_accession-48547,CF02098,VIRTUAL_TRIAL,,,,,,,,2003,"7,5",,1,,3,,1,,1,
CF02033,2790802,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,48585,gnpis_pui:holding-921_taxon-4898_accession-48585,CF02033,VIRTUAL_TRIAL,,,,,,,,2003,"6,5",,1,,3,,1,,3,
Apache,2790801,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2003,NA,,NA,,NA,,NA,,NA,
EM02120,2790803,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,48658,gnpis_pui:holding-921_taxon-4898_accession-48658,EM02120,VIRTUAL_TRIAL,,,,,,,,2003,"6,5",,1,,2,,1,,1,
EM02018,2790799,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,48897,gnpis_pui:holding-921_taxon-4898_accession-48897,EM02018,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,2,,3,,1,
EM02024,2790814,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,26410,https://doi.org/10.15454/XJYZVF,EM02024,VIRTUAL_TRIAL,,,,,,,,2003,5,,1,,2,,3,,1,
EM02096,2790793,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,26413,https://doi.org/10.15454/T6MNTV,EM02096,VIRTUAL_TRIAL,,,,,,,,2003,7,,1,,2,,4,,1,
Charger,2790807,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2003,NA,,NA,,NA,,NA,,NA,
CF02326,2790783,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49731,gnpis_pui:holding-921_taxon-4898_accession-49731,CF02326,VIRTUAL_TRIAL,,,,,,,,2003,3,,1,,2,,3,,1,
DI03011,2790787,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,26428,https://doi.org/10.15454/QSCEEU,DI03011,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,3,,1,,1,
EM02065,2790808,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,26412,https://doi.org/10.15454/8UNSOD,EM02065,VIRTUAL_TRIAL,,,,,,,,2003,7,,1,,3,,3,,1,
EM02026,2790823,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,26411,https://doi.org/10.15454/CYWIQW,EM02026,VIRTUAL_TRIAL,,,,,,,,2003,"3,5",,1,,2,,3,,1,
DI03012,2790784,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,26429,https://doi.org/10.15454/FOQIZY,DI03012,VIRTUAL_TRIAL,,,,,,,,2003,5,,1,,2,,1,,1,
CF01046,2790820,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,2003,"5,5",,1,,2,,3,,1,
CF01014,2790792,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,26418,https://doi.org/10.15454/QCJETR,CF01014,VIRTUAL_TRIAL,,,,,,,,2003,"4,5",,1,,2,,3,,1,
CF02092,2790811,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,26419,https://doi.org/10.15454/KRA5IT,CF02092,VIRTUAL_TRIAL,,,,,,,,2003,"7,5",,1,,2,,3,,1,
RE02005,2790796,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,48411,gnpis_pui:holding-921_taxon-4898_accession-48411,RE02005,VIRTUAL_TRIAL,,,,,,,,2003,7,,1,,5,,6,,3,
EM02013,2790797,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49283,gnpis_pui:holding-921_taxon-4898_accession-49283,EM02013,VIRTUAL_TRIAL,,,,,,,,2003,8,,1,,2,,4,,1,
EM02121,2790795,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49449,gnpis_pui:holding-921_taxon-4898_accession-49449,EM02121,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,2,,4,,1,
Soissons,2790822,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2003,NA,,NA,,NA,,NA,,NA,
Isengrain,2790818,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2003,NA,,NA,,NA,,NA,,NA,
EM02022,2790824,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,48400,gnpis_pui:holding-921_taxon-4898_accession-48400,EM02022,VIRTUAL_TRIAL,,,,,,,,2003,5,,1,,2,,3,,1,
RE02165,2790819,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49008,gnpis_pui:holding-921_taxon-4898_accession-49008,RE02165,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,2,,3,,1,
CF03427,2790794,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49229,gnpis_pui:holding-921_taxon-4898_accession-49229,CF03427,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,5,,1,,4,
RE02180,2790817,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,48750,gnpis_pui:holding-921_taxon-4898_accession-48750,RE02180,VIRTUAL_TRIAL,,,,,,,,2003,"4,5",,1,,2,,1,,3,
RE02073,2790810,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,48792,gnpis_pui:holding-921_taxon-4898_accession-48792,RE02073,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,3,,4,,1,
RE02013,2790816,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,48995,gnpis_pui:holding-921_taxon-4898_accession-48995,RE02013,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,5,,1,,1,
RE02186,2790815,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49363,gnpis_pui:holding-921_taxon-4898_accession-49363,RE02186,VIRTUAL_TRIAL,,,,,,,,2003,4,,1,,5,,4,,1,
DI03015,2790791,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,2003,7,,1,,2,,1,,3,
DI03013,2790800,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49692,gnpis_pui:holding-921_taxon-4898_accession-49692,DI03013,VIRTUAL_TRIAL,,,,,,,,2003,4,,1,,2,,1,,1,
DI03016,2790788,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49668,gnpis_pui:holding-921_taxon-4898_accession-49668,DI03016,VIRTUAL_TRIAL,,,,,,,,2003,7,,1,,2,,1,,3,
RE02162,2790821,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,26101,https://doi.org/10.15454/FFIEB9,RE02162,VIRTUAL_TRIAL,,,,,,,,2003,"6,5",,1,,3,,4,,1,
CF02202,2790781,BTH_Rennes_2003_SetB2_PIETIN-VERSE,BTH_Rennes_2003_SetB2_PIETIN-VERSE,49710,gnpis_pui:holding-921_taxon-4898_accession-49710,CF02202,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,2,,1,,1,
