observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI00005itktRep0,2764025,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,26857,https://doi.org/10.15454/HTU2TO,DI00005,VIRTUAL_TRIAL,,,,,,,,treated,2000,"100,4",,"77,8",
CF00189itktRep0,2764036,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,25896,https://doi.org/10.15454/RWJVRH,CF00189,VIRTUAL_TRIAL,,,,,,,,treated,2000,104,,"80,6",
CF99056itktRep0,2764060,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,48578,gnpis_pui:holding-921_taxon-4898_accession-48578,CF99056,VIRTUAL_TRIAL,,,,,,,,treated,2000,"90,9",,"70,4",
CF00188itktRep0,2764037,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,48390,gnpis_pui:holding-921_taxon-4898_accession-48390,CF00188,VIRTUAL_TRIAL,,,,,,,,treated,2000,"90,1",,"69,8",
DI00007itktRep0,2764046,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,49259,gnpis_pui:holding-921_taxon-4898_accession-49259,DI00007,VIRTUAL_TRIAL,,,,,,,,treated,2000,"91,8",,"71,1",
DI00001itktRep0,2764040,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,48487,gnpis_pui:holding-921_taxon-4898_accession-48487,DI00001,VIRTUAL_TRIAL,,,,,,,,treated,2000,"98,5",,"76,3",
CF99059itktRep0,2764038,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,48803,gnpis_pui:holding-921_taxon-4898_accession-48803,CF99059,VIRTUAL_TRIAL,,,,,,,,treated,2000,"97,8",,"75,8",
CF99074itktRep0,2764044,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,48813,gnpis_pui:holding-921_taxon-4898_accession-48813,CF99074,VIRTUAL_TRIAL,,,,,,,,treated,2000,"91,3",,"70,7",
EM00001itktRep0,2764026,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,49116,gnpis_pui:holding-921_taxon-4898_accession-49116,EM00001,VIRTUAL_TRIAL,,,,,,,,treated,2000,"93,4",,"72,4",
DI00002itktRep0,2764041,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,49468,gnpis_pui:holding-921_taxon-4898_accession-49468,DI00002,VIRTUAL_TRIAL,,,,,,,,treated,2000,"103,5",,"80,2",
DI00009itktRep0,2764035,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,49593,gnpis_pui:holding-921_taxon-4898_accession-49593,DI00009,VIRTUAL_TRIAL,,,,,,,,treated,2000,112,,"86,8",
ApacheitktRep0,2764047,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2000,"99,6",,"77,2",
RE00004itktRep0,2764048,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,49474,gnpis_pui:holding-921_taxon-4898_accession-49474,RE00004,VIRTUAL_TRIAL,,,,,,,,treated,2000,"102,6",,"79,5",
RE00005itktRep0,2764049,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,48972,gnpis_pui:holding-921_taxon-4898_accession-48972,RE00005,VIRTUAL_TRIAL,,,,,,,,treated,2000,"88,9",,"68,9",
RE99104itktRep0,2764057,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,48867,gnpis_pui:holding-921_taxon-4898_accession-48867,RE99104,VIRTUAL_TRIAL,,,,,,,,treated,2000,88,,"68,2",
ChargeritktRep0,2764053,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2000,"90,6",,"70,2",
TremieitktRep0,2764054,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,treated,2000,"101,8",,"78,9",
DI00008itktRep0,2764034,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,26858,https://doi.org/10.15454/PRC5QN,DI00008,VIRTUAL_TRIAL,,,,,,,,treated,2000,"107,3",,"83,1",
DI00003itktRep0,2764042,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,48431,gnpis_pui:holding-921_taxon-4898_accession-48431,DI00003,VIRTUAL_TRIAL,,,,,,,,treated,2000,96,,"74,4",
ValorisitktRep0,2764055,BTH_Colmar_2000_SetB1,BTH_Colmar_2000_SetB1,25701,https://doi.org/10.15454/EMUZ8X,VALORIS,VIRTUAL_TRIAL,,,,,,,,treated,2000,"106,7",,"82,7",
