observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
Musikitkt,2835232,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,treated,2008,"18,9",,72,,91,,NA,,41,,NA,,84,,NA,,216,,NA,,96,,"1,33",,212,,67,,356,,"13,5",,"75,7",,1483,,NA,,48,
Karillonitkt,2835253,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,treated,2008,19,,73,,97,,NA,,33,,NA,,84,,NA,,214,,NA,,79,,"1,08",,177,,67,,346,,"12,1",,"77,4",,1388,,NA,,30,
Ghaytaitkt,2835260,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2008,21,,89,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,116,,"1,3",,344,,68,,412,,"14,6",,NA,,NA,,NA,,64,
Grapeliitkt,2835235,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,97,,NA,,"55,43",,NA,,"88,5",,NA,,"240,93",,NA,,NA,,NA,,27,,336,,"11,5",,"79,3",,NA,,1560,,NA,
EM06307itkt,2835240,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,treated,2008,"20,3",,84,,97,,NA,,15,,NA,,84,,NA,,196,,NA,,60,,"0,72",,162,,65,,389,,"13,3",,NA,,1505,,NA,,34,
CF07311itkt,2835241,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27837,https://doi.org/10.15454/CYACZC,CF07311,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"30,5",,NA,,"88,13",,NA,,"218,63",,NA,,NA,,NA,,29,,305,,"12,7",,"78,8",,NA,,1300,,NA,
RE06048itkt,2835262,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,treated,2008,"25,3",,130,,100,,NA,,15,,NA,,82,,NA,,197,,NA,,54,,"0,42",,179,,34,,396,,14,,NA,,1428,,NA,,29,
RE07095itkt,2835246,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"8,5",,NA,,"85,5",,NA,,194,,NA,,NA,,NA,,39,,379,,13,,"77,8",,NA,,1200,,NA,
CF07143itkt,2835255,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"12,63",,NA,,"50,88",,NA,,"163,51",,NA,,NA,,NA,,79,,332,,"12,9",,"78,5",,NA,,1450,,NA,
RE07089itkt,2835268,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,48646,https://doi.org/10.15454/TXCHAY,RE07089,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,97,,NA,,35,,NA,,"82,88",,NA,,"214,88",,NA,,NA,,NA,,26,,346,,"12,2",,"77,7",,NA,,1600,,NA,
Soissonsitkt,2835267,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2008,"19,7",,79,,91,,100,,74,,"33,5",,96,,94,,261,,"227,5",,106,,"1,36",,314,,"67,5",,"348,5",,"12,95",,"79,4",,1725,,1400,,50,
AO07127itkt,2835242,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,treated,2008,"22,9",,106,,94,,NA,,12,,NA,,65,,NA,,171,,NA,,52,,"0,49",,163,,32,,364,,"13,7",,NA,,1370,,NA,,29,
CF07193itkt,2835237,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27793,https://doi.org/10.15454/0F480I,CF07193,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,35,,NA,,"70,88",,NA,,"205,88",,NA,,NA,,NA,,70,,340,,"13,5",,"76,3",,NA,,1350,,NA,
CF07267itkt,2835234,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27794,https://doi.org/10.15454/LNBBQV,CF07267,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,100,,NA,,"36,5",,NA,,94,,NA,,"230,5",,NA,,NA,,NA,,27,,332,,"12,8",,"76,8",,NA,,1400,,NA,
DI07001itkt,2835229,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27802,https://doi.org/10.15454/5XXKDL,DI07001,VIRTUAL_TRIAL,,,,,,,,treated,2008,"14,8",,44,,94,,NA,,69,,NA,,84,,NA,,247,,NA,,141,,"3,2",,233,,57,,410,,13,,NA,,1608,,NA,,57,
EM06017itkt,2835226,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,treated,2008,"24,3",,120,,94,,NA,,65,,NA,,89,,NA,,248,,NA,,62,,"0,52",,246,,32,,395,,"13,4",,NA,,1640,,NA,,39,
EM06233itkt,2835272,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27819,https://doi.org/10.15454/SA4R8B,EM06233,VIRTUAL_TRIAL,,,,,,,,treated,2008,"21,5",,94,,91,,NA,,67,,NA,,89,,NA,,247,,NA,,74,,"0,8",,255,,25,,383,,"13,9",,NA,,1728,,NA,,43,
EM06229itkt,2835248,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,treated,2008,"23,2",,109,,97,,NA,,52,,NA,,94,,NA,,243,,NA,,65,,"0,6",,232,,33,,232,,"13,5",,NA,,1605,,NA,,65,
EM06110itkt,2835247,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,treated,2008,"26,3",,140,,91,,NA,,17,,NA,,70,,NA,,178,,NA,,42,,"0,3",,144,,35,,383,,"13,5",,NA,,1483,,NA,,28,
EM06094itkt,2835258,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,treated,2008,19,,73,,91,,NA,,10,,NA,,68,,NA,,169,,NA,,102,,"1,4",,223,,58,,419,,"14,8",,NA,,1295,,NA,,58,
CF07141itkt,2835257,BTH_Dijon_2008_TECH,BTH_Dijon_2008_TECH,27903,https://doi.org/10.15454/EWNN9Q,CF07141,VIRTUAL_TRIAL,,,,,,,,treated,2008,NA,,NA,,NA,,97,,NA,,"39,5",,NA,,91,,NA,,"227,5",,NA,,NA,,NA,,61,,399,,"13,3",,79,,NA,,1500,,NA,
