observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Stru001588.1itkt,2795148,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,49585,gnpis_pui:holding-921_taxon-4898_accession-49585,Stru001588.1,VIRTUAL_TRIAL,,,,,,,,treated,2004,"77,6",,"69,5",
DI03003itknt,2795159,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26426,https://doi.org/10.15454/PIXJ6I,DI03003,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"93,1",,"85,3",
EM02224itkt,2795188,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26806,https://doi.org/10.15454/MJW2ZX,EM02224,VIRTUAL_TRIAL,,,,,,,,treated,2004,"81,9",,"73,4",
EM02224itknt,2795187,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26806,https://doi.org/10.15454/MJW2ZX,EM02224,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"79,8",,"73,2",
EM02054itknt,2795145,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26805,https://doi.org/10.15454/A80GXX,EM02054,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"83,3",,"76,4",
EM02054itkt,2795146,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26805,https://doi.org/10.15454/A80GXX,EM02054,VIRTUAL_TRIAL,,,,,,,,treated,2004,"90,4",,81,
Apacheitknt,2795151,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"100,8",,"92,4",
Apacheitkt,2795152,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2004,"107,8",,"96,6",
CF01185itkt,2795178,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26425,https://doi.org/10.15454/LCAXP3,CF01185,VIRTUAL_TRIAL,,,,,,,,treated,2004,75,,"67,2",
CF01185itknt,2795177,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26425,https://doi.org/10.15454/LCAXP3,CF01185,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,77,,"70,6",
EM02024itknt,2795181,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26410,https://doi.org/10.15454/XJYZVF,EM02024,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"77,4",,71,
EM02024itkt,2795182,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26410,https://doi.org/10.15454/XJYZVF,EM02024,VIRTUAL_TRIAL,,,,,,,,treated,2004,"85,9",,77,
EM02096itknt,2795137,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26413,https://doi.org/10.15454/T6MNTV,EM02096,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"77,2",,"70,8",
EM02096itkt,2795138,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26413,https://doi.org/10.15454/T6MNTV,EM02096,VIRTUAL_TRIAL,,,,,,,,treated,2004,"94,9",,"85,1",
Chargeritkt,2795158,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2004,"98,6",,"88,4",
Chargeritknt,2795157,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"100,6",,"92,2",
Caphornitkt,2795154,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2004,"91,7",,"82,2",
Caphornitknt,2795153,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"93,2",,"85,4",
CF02170itkt,2795150,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26421,https://doi.org/10.15454/LV5TNC,CF02170,VIRTUAL_TRIAL,,,,,,,,treated,2004,"85,5",,"76,6",
CF02170itknt,2795149,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26421,https://doi.org/10.15454/LV5TNC,CF02170,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"74,5",,"68,3",
CF02252itknt,2795165,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26422,https://doi.org/10.15454/9B1QCJ,CF02252,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"82,5",,"75,6",
CF02252itkt,2795166,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26422,https://doi.org/10.15454/9B1QCJ,CF02252,VIRTUAL_TRIAL,,,,,,,,treated,2004,"89,5",,"80,2",
CF02266itkt,2795134,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26423,https://doi.org/10.15454/ETPIWK,CF02266,VIRTUAL_TRIAL,,,,,,,,treated,2004,"69,4",,"62,2",
CF02266itknt,2795133,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26423,https://doi.org/10.15454/ETPIWK,CF02266,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,77,,"70,6",
CF02283itknt,2795191,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26424,https://doi.org/10.15454/EQGEJX,CF02283,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"76,6",,"70,2",
CF02283itkt,2795192,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26424,https://doi.org/10.15454/EQGEJX,CF02283,VIRTUAL_TRIAL,,,,,,,,treated,2004,"77,4",,"69,4",
DI03011itkt,2795130,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26428,https://doi.org/10.15454/QSCEEU,DI03011,VIRTUAL_TRIAL,,,,,,,,treated,2004,"82,1",,"73,6",
DI03011itknt,2795129,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26428,https://doi.org/10.15454/QSCEEU,DI03011,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"74,4",,"68,2",
DI03008itkt,2795140,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,treated,2004,"80,2",,"71,9",
DI03008itknt,2795139,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"88,1",,"80,8",
EM02209itkt,2795176,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26414,https://doi.org/10.15454/CCL96G,EM02209,VIRTUAL_TRIAL,,,,,,,,treated,2004,"87,5",,"78,4",
EM02209itknt,2795175,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26414,https://doi.org/10.15454/CCL96G,EM02209,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"85,7",,"78,5",
EM02231itkt,2795142,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26415,https://doi.org/10.15454/J3I5NY,EM02231,VIRTUAL_TRIAL,,,,,,,,treated,2004,"76,3",,"68,4",
EM02231itknt,2795141,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26415,https://doi.org/10.15454/J3I5NY,EM02231,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"75,6",,"69,3",
EM02065itkt,2795162,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26412,https://doi.org/10.15454/8UNSOD,EM02065,VIRTUAL_TRIAL,,,,,,,,treated,2004,"83,9",,"75,2",
EM02065itknt,2795161,BTH_Colmar_2004_SetA2,BTH_Colmar_2004_SetA2,26412,https://doi.org/10.15454/8UNSOD,EM02065,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2004,"72,4",,"66,4",
