observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
CF08046itkt,2840788,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61180,https://doi.org/10.15454/VI9G7X,CF08046,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,64",,"95,5",,"108,5",
EM08026itkt,2840728,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61851,https://doi.org/10.15454/LDLPMS,EM08026,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,88",,99,,"112,6",
EM08002itkfi,2840719,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61820,https://doi.org/10.15454/KU11PU,EM08002,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"13,1",,"105,1",,"89,6",
EM08024itkt,2840730,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,68",,"105,8",,"120,3",
RE08008itkfi,2840779,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,62083,https://doi.org/10.15454/PJSXXF,RE08008,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,08",,"106,3",,"90,6",
DI09008itkfi,2840767,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61571,https://doi.org/10.15454/UJ9SJR,DI09008,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,12",,"100,9",,86,
DI09005itkfi,2840749,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,27809,https://doi.org/10.15454/VX6AQV,DI09005,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,4",,"102,5",,"87,4",
CF08057itkfi,2840737,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61224,https://doi.org/10.15454/DSRGNF,CF08057,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,62",,"94,1",,"80,3",
CF08057itkt,2840738,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61224,https://doi.org/10.15454/DSRGNF,CF08057,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,16",,108,,"122,8",
DI09008itkt,2840768,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61571,https://doi.org/10.15454/UJ9SJR,DI09008,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,92",,"96,8",,110,
DI09007itkt,2840746,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61541,https://doi.org/10.15454/EEIIP8,DI09007,VIRTUAL_TRIAL,,,,,,,,treated,2009,"11,12",,"106,5",,121,
DI09005itkt,2840750,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,27809,https://doi.org/10.15454/VX6AQV,DI09005,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,31",,"107,8",,"122,5",
DI09001itkfi,2840771,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61445,https://doi.org/10.15454/KZBXKW,DI09001,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,56",,"94,8",,"80,8",
Premioitkfi,2840721,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"12,68",,"118,2",,"100,8",
DI09007itkfi,2840745,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61541,https://doi.org/10.15454/EEIIP8,DI09007,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,03",,"98,5",,84,
EM08002itkt,2840720,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61820,https://doi.org/10.15454/KU11PU,EM08002,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,64",,"97,8",,"111,1",
DI09001itkt,2840772,BTH_Estrées-Mons_2009_SetB1,BTH_Estrées-Mons_2009_SetB1,61445,https://doi.org/10.15454/KZBXKW,DI09001,VIRTUAL_TRIAL,,,,,,,,treated,2009,"11,85",,"98,7",,"112,2",
