observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
2,2820187,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,48531,https://doi.org/10.15454/5QJOWB,EM04181,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,NA,,"41,89",,"1,5",
1,2820204,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,74",,"70,7",,"86,8",,,
2,2820205,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,16",,"72,5",,"90,36",,,
2,2820203,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"67,8",,"66,51",,7,
1,2820202,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26835,https://doi.org/10.15454/FXNO6G,RE05108,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"68,5",,"74,67",,6,
1,2820208,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,22",,"63,3",,"90,95",,,
2,2820209,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,54",,64,,"78,97",,,
2,2820207,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,NA,,"35,86",,1,
1,2820206,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26399,https://doi.org/10.15454/XCMLGZ,RE03111,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,NA,,"48,79",,1,
2,2820223,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"59,2",,"44,74",,3,
1,2820224,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,94",,"63,9",,"92,57",,,
1,2820222,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"56,8",,"44,54",,"1,5",
2,2820225,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"10,74",,"70,8",,"87,1",,,
1,2820150,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"56,4",,"49,66",,1,
2,2820151,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,NA,,"44,17",,"1,5",
2,2820153,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,99",,"69,5",,"92,33",,,
1,2820152,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,38",,"68,9",,"88,56",,,
2,2820157,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27036,https://doi.org/10.15454/PULIUX,DI04017,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,1",,"69,4",,"84,78",,,
1,2820156,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27036,https://doi.org/10.15454/PULIUX,DI04017,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,26",,"69,5",,"103,27",,,
2,2820155,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27036,https://doi.org/10.15454/PULIUX,DI04017,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"58,5",,"41,66",,4,
1,2820154,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27036,https://doi.org/10.15454/PULIUX,DI04017,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"60,3",,"52,14",,1,
2,2820213,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27037,https://doi.org/10.15454/TWWI1V,DI04024,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,19",,69,,"91,35",,,
1,2820212,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27037,https://doi.org/10.15454/TWWI1V,DI04024,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,77",,"68,5",,"94,39",,,
1,2820210,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27037,https://doi.org/10.15454/TWWI1V,DI04024,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"61,4",,"56,5",,1,
2,2820211,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27037,https://doi.org/10.15454/TWWI1V,DI04024,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"58,5",,"43,82",,1,
1,2820144,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27038,https://doi.org/10.15454/DPT3VI,EM03193,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"10,92",,"69,6",,"89,13",,,
2,2820145,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27038,https://doi.org/10.15454/DPT3VI,EM03193,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,24",,"71,2",,"96,59",,,
2,2820143,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27038,https://doi.org/10.15454/DPT3VI,EM03193,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,NA,,"42,96",,"1,5",
1,2820142,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27038,https://doi.org/10.15454/DPT3VI,EM03193,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"63,1",,"52,95",,1,
1,2820104,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,36",,"71,3",,"92,38",,,
2,2820103,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,NA,,"30,6",,"1,5",
2,2820105,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,44",,"68,9",,"87,97",,,
1,2820102,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27039,https://doi.org/10.15454/YH3ACK,CF04076,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,NA,,"36,04",,1,
2,2820199,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"64,4",,"56,72",,"3,5",
1,2820200,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,12,,"70,3",,"99,62",,,
1,2820198,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"65,7",,"63,6",,1,
2,2820201,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27040,https://doi.org/10.15454/AB7Z4M,EM04241,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,12",,"73,1",,"98,29",,,
2,2820121,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,31",,"72,6",,"105,85",,,
2,2820119,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"56,7",,"56,97",,"2,5",
1,2820120,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,28",,71,,"98,86",,,
1,2820118,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,48798,https://doi.org/10.15454/YUL8X7,AO05001,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,63,,"64,56",,"2,5",
2,2820195,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"65,5",,"70,05",,7,
2,2820197,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,49",,"66,8",,"82,93",,,
1,2820196,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,91",,"66,3",,"82,09",,,
1,2820194,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27826,https://doi.org/10.15454/UVZHWO,RE05074,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"68,5",,"80,97",,"3,5",
1,2820136,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27041,https://doi.org/10.15454/VQLTLY,EM04145,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,67",,"72,2",,"96,83",,,
1,2820134,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27041,https://doi.org/10.15454/VQLTLY,EM04145,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"58,6",,"54,09",,1,
2,2820137,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27041,https://doi.org/10.15454/VQLTLY,EM04145,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,25",,"70,1",,"94,56",,,
2,2820177,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,9",,"70,9",,"90,17",,,
1,2820174,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"61,3",,"44,27",,1,
1,2820176,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,68",,"67,8",,"86,24",,,
2,2820175,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,48490,https://doi.org/10.15454/FGXHZP,DI05020-2,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,60,,"43,03",,4,
1,2820214,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"61,8",,"48,95",,1,
2,2820217,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,09",,"70,8",,"94,91",,,
2,2820215,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"58,6",,"48,76",,"2,5",
1,2820216,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26979,https://doi.org/10.15454/BHQTEW,DI05022,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"13,47",,"67,3",,"95,38",,,
2,2820129,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,55",,"75,8",,"100,03",,,
1,2820126,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"69,7",,"62,39",,1,
1,2820128,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,91",,75,,"103,24",,,
2,2820127,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"66,5",,"53,44",,"3,5",
2,2820097,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,07",,71,,"96,19",,,
2,2820095,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,62,,"55,75",,"3,5",
1,2820094,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"66,2",,"63,49",,"1,5",
1,2820096,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,52",,"71,4",,"93,18",,,
2,2820219,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"60,4",,"47,62",,"2,5",
2,2820221,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,64",,"70,4",,"82,95",,,
1,2820220,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,78",,"69,6",,"85,4",,,
1,2820218,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26986,https://doi.org/10.15454/VOIUNY,EM03332,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"60,7",,"54,87",,1,
2,2820125,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,76",,71,,"92,57",,,
2,2820123,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"58,8",,"56,63",,2,
1,2820124,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,03",,"71,8",,"96,95",,,
1,2820122,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26985,https://doi.org/10.15454/TKJCUM,DI05014,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"63,7",,"64,98",,1,
1,2820166,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"69,4",,"75,53",,1,
2,2820169,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,31",,"75,5",,"101,82",,,
1,2820168,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"13,07",,"71,1",,"86,8",,,
2,2820167,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26975,https://doi.org/10.15454/0TTU1F,CF03201,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"68,2",,"71,85",,5,
1,2820110,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"62,5",,"49,76",,1,
1,2820112,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,22",,"74,1",,"96,72",,,
2,2820113,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,24",,"72,7",,"98,05",,,
2,2820111,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26967,https://doi.org/10.15454/GRNHCW,AO06313,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"56,8",,"43,2",,"1,5",
1,2820170,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"60,4",,"57,04",,3,
2,2820173,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,31",,"69,9",,"88,7",,,
1,2820172,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"11,18",,"69,5",,"99,31",,,
2,2820171,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26972,https://doi.org/10.15454/VFM1EQ,CF04043,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"62,7",,"62,07",,"7,5",
2,2820099,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,"69,9",,"62,32",,4,
1,2820100,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,23",,"73,3",,"83,21",,,
2,2820101,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"12,19",,"74,4",,"84,28",,,
1,2820098,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"72,6",,"71,66",,"1,5",
2,2820141,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,2,,,,,,REPLICATION:2,traité,2007,"11,58",,"70,7",,"98,78",,,
1,2820140,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"12,67",,"67,3",,"87,03",,,
2,2820139,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,2,,,,,,REPLICATION:2,non traité au fongicides,2007,,,59,,"48,24",,"2,5",
1,2820138,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,27043,https://doi.org/10.15454/QCLAYU,RE05091,REPLICATION,1,,,,,,REPLICATION:1,non traité au fongicides,2007,,,"62,5",,"59,02",,1,
1,2820148,BTH_Orgeval_2007_SetA1,BTH_Orgeval_2007_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,traité,2007,"13,2",,"65,9",,"94,39",,,
