observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2770320,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,25545,https://doi.org/10.15454/J5APM1,ORATORIO,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2001,"81,15",
1,2770337,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,26857,https://doi.org/10.15454/HTU2TO,DI00005,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2001,"87,37",
2,2770294,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,26107,https://doi.org/10.15454/IJHBYL,DI00024,REPLICATION,2,,,,,,REPLICATION:2,treated,2001,"106,91",
1,2770423,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2001,"83,66",
1,2770421,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2001,"74,82",
2,2770422,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2001,"64,37",
2,2770424,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,"untreated, no fungicide",2001,"79,75",
1,2770425,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,treated,2001,"101,91",
2,2770426,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,treated,2001,"98,6",
2,2770402,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,2,,,,,,REPLICATION:2,treated,2001,"114,02",
1,2770399,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,1,,,,,,REPLICATION:1,"untreated, no fungicide",2001,"94,23",
1,2770397,BTH_Rennes_2001_SetA2,BTH_Rennes_2001_SetA2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2001,"79,4",
