observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2884480,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,27030,https://doi.org/10.15454/SFNXCW,AREZZO,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"94,94",
1,2884417,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61020,https://doi.org/10.15454/NT4S5Q,AO13026,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"107,26",
2,2884418,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61020,https://doi.org/10.15454/NT4S5Q,AO13026,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"101,91",
2,2884434,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61883,https://doi.org/10.15454/ZJTOW0,EM12040,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"87,26",
2,2884406,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61908,https://doi.org/10.15454/JVDPDP,AO14007,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"91,8",
1,2884405,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61908,https://doi.org/10.15454/JVDPDP,AO14007,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"97,91",
2,2884462,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61865,https://doi.org/10.15454/AJY3JA,AO14005,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"101,08",
1,2884461,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61865,https://doi.org/10.15454/AJY3JA,AO14005,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"101,39",
1,2884449,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61079,https://doi.org/10.15454/SAGJTL,CF13080,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"99,42",
2,2884450,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61079,https://doi.org/10.15454/SAGJTL,CF13080,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"99,58",
2,2884448,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61894,https://doi.org/10.15454/6JMAYP,AO14006,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"99,34",
1,2884447,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61894,https://doi.org/10.15454/6JMAYP,AO14006,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"95,79",
1,2884439,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61123,https://doi.org/10.15454/O7VNE2,CF13129,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"99,46",
2,2884440,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61123,https://doi.org/10.15454/O7VNE2,CF13129,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"88,29",
2,2884478,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61467,https://doi.org/10.15454/J5JFPN,RE13003,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"95,54",
1,2884477,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61467,https://doi.org/10.15454/J5JFPN,RE13003,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"95,53",
1,2884425,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61318,https://doi.org/10.15454/WK73B3,AO13045,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"99,48",
2,2884426,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,61318,https://doi.org/10.15454/WK73B3,AO13045,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"95,61",
1,2884431,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,48609,https://doi.org/10.15454/QLBPQK,RE13014,REPLICATION,1,,,,,,REPLICATION:1,treated,2014,"85,43",
2,2884432,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,48609,https://doi.org/10.15454/QLBPQK,RE13014,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"85,37",
2,2884474,BTH_Clermont-Ferrand_2014_SetB1,BTH_Clermont-Ferrand_2014_SetB1,48484,https://doi.org/10.15454/L7ZWCU,RE13005,REPLICATION,2,,,,,,REPLICATION:2,treated,2014,"92,42",
