observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Caphornitkt,2814858,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,83",,"103,7",,"85,4",
Caphornitkfi,2814857,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,88",,"113,1",,"67,5",
CF05087itkt,2814838,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48444,gnpis_pui:holding-921_taxon-4898_accession-48444,CF05087,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,07",,105,,"86,5",
CF05162itkfi,2814845,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,11",,"138,8",,"82,9",
CF05162itkt,2814846,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,48",,"117,6",,"96,9",
AO05009itkt,2814848,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48731,https://doi.org/10.15454/UU4VCF,AO05009,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,88",,"96,2",,"79,2",
AO05009itkfi,2814847,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48731,https://doi.org/10.15454/UU4VCF,AO05009,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,24",,"108,9",,65,
CF05007itkt,2814844,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48785,gnpis_pui:holding-921_taxon-4898_accession-48785,CF05007,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,2",,"100,6",,"82,9",
CF05087itkfi,2814837,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48444,gnpis_pui:holding-921_taxon-4898_accession-48444,CF05087,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,57",,"117,8",,"70,3",
EM05162itkt,2814830,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,26971,https://doi.org/10.15454/IAEYHC,EM05162,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,83",,"115,4",,"95,1",
EM05162itkfi,2814829,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,26971,https://doi.org/10.15454/IAEYHC,EM05162,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,9",,"132,6",,"79,2",
DI06004itkt,2814894,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49291,https://doi.org/10.15454/RCJVYZ,DI06004,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,7",,"105,1",,"86,6",
CF05017itkt,2814882,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48654,gnpis_pui:holding-921_taxon-4898_accession-48654,CF05017,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,32",,"96,7",,"79,6",
DI06004itkfi,2814893,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49291,https://doi.org/10.15454/RCJVYZ,DI06004,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,9",,"115,4",,"68,9",
AO06803itkfi,2814849,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48775,https://doi.org/10.15454/SUCAXZ,AO06803,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,43",,"126,1",,"75,3",
AO06803itkt,2814850,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48775,https://doi.org/10.15454/SUCAXZ,AO06803,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,59",,"110,3",,"90,9",
CF05007itkfi,2814843,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48785,gnpis_pui:holding-921_taxon-4898_accession-48785,CF05007,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,71",,"103,2",,"61,6",
CF05086itkfi,2814839,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49341,https://doi.org/10.15454/RKQK2G,CF05086,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,86",,"127,1",,"75,9",
RE05091itkfi,2814885,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,27043,https://doi.org/10.15454/QCLAYU,RE05091,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,39",,"122,9",,"73,4",
RE05091itkt,2814886,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,27043,https://doi.org/10.15454/QCLAYU,RE05091,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,06",,"107,8",,"88,8",
DI06002itkfi,2814897,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49724,gnpis_pui:holding-921_taxon-4898_accession-49724,DI06002,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,65",,"97,6",,"58,3",
CF05017itkfi,2814881,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48654,gnpis_pui:holding-921_taxon-4898_accession-48654,CF05017,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,67",,"103,2",,"61,6",
CF05081itkt,2814836,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49178,gnpis_pui:holding-921_taxon-4898_accession-49178,CF05081,VIRTUAL_TRIAL,,,,,,,,treated,2006,"14,18",,"106,9",,"88,1",
DI06005itkt,2814896,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48997,gnpis_pui:holding-921_taxon-4898_accession-48997,DI06005,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,23",,"97,2",,"80,1",
Flamenkoitkt,2814868,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2006,"11,98",,"116,8",,"96,2",
CF05081itkfi,2814835,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49178,gnpis_pui:holding-921_taxon-4898_accession-49178,CF05081,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,42",,"125,6",,75,
Flamenkoitkfi,2814867,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"10,84",,"136,3",,"81,4",
CF05088itkt,2814834,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49279,gnpis_pui:holding-921_taxon-4898_accession-49279,CF05088,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,32",,"102,3",,"84,3",
CF05088itkfi,2814833,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49279,gnpis_pui:holding-921_taxon-4898_accession-49279,CF05088,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"13,2",,"112,3",,67,
CF05140itkfi,2814841,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49523,https://doi.org/10.15454/MMQSM6,CF05140,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,18",,"131,9",,"78,7",
CF05086itkt,2814840,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49341,https://doi.org/10.15454/RKQK2G,CF05086,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,18",,"119,6",,"98,5",
DI06006itkt,2814890,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48412,gnpis_pui:holding-921_taxon-4898_accession-48412,DI06006,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,96",,"105,6",,87,
DI06006itkfi,2814889,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48412,gnpis_pui:holding-921_taxon-4898_accession-48412,DI06006,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,78",,"122,7",,"73,3",
EM05003itkt,2814870,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49330,gnpis_pui:holding-921_taxon-4898_accession-49330,EM05003,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,64",,"104,2",,"85,9",
CF05140itkt,2814842,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49523,https://doi.org/10.15454/MMQSM6,CF05140,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,7",,"111,4",,"91,8",
RE05076itkfi,2814873,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49734,gnpis_pui:holding-921_taxon-4898_accession-49734,RE05076,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,82",,"113,7",,"67,9",
EM05003itkfi,2814869,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49330,gnpis_pui:holding-921_taxon-4898_accession-49330,EM05003,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,42",,"115,2",,"68,8",
DI06002itkt,2814898,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49724,gnpis_pui:holding-921_taxon-4898_accession-49724,DI06002,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,71",,"88,6",,73,
RE05074itkfi,2814871,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,27826,https://doi.org/10.15454/UVZHWO,RE05074,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,68",,127,,"75,8",
RE05076itkt,2814874,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49734,gnpis_pui:holding-921_taxon-4898_accession-49734,RE05076,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,18",,"101,5",,"83,6",
EM05007itkt,2814884,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49434,gnpis_pui:holding-921_taxon-4898_accession-49434,EM05007,VIRTUAL_TRIAL,,,,,,,,treated,2006,"13,7",,"106,2",,"87,5",
DI06005itkfi,2814895,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,48997,gnpis_pui:holding-921_taxon-4898_accession-48997,DI06005,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,2",,"101,6",,"60,7",
EM05230itkfi,2814887,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,26988,https://doi.org/10.15454/FV0GUM,EM05230,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,42",,132,,"78,8",
EM05007itkfi,2814883,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49434,gnpis_pui:holding-921_taxon-4898_accession-49434,EM05007,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,5",,"116,4",,"69,5",
EM05230itkt,2814888,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,26988,https://doi.org/10.15454/FV0GUM,EM05230,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,6",,"103,4",,"85,2",
EM05178itkt,2814856,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,26987,https://doi.org/10.15454/KGPOGY,EM05178,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,84",,"108,1",,"89,1",
Orvantisitkt,2814878,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,11",,"109,5",,"90,2",
DI06001itkt,2814902,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49467,gnpis_pui:holding-921_taxon-4898_accession-49467,DI06001,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,38",,"98,8",,"81,4",
RE05118itkfi,2814853,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49091,gnpis_pui:holding-921_taxon-4898_accession-49091,RE05118,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,83",,"102,4",,"61,2",
RE05147itkt,2814832,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49548,gnpis_pui:holding-921_taxon-4898_accession-49548,RE05147,VIRTUAL_TRIAL,,,,,,,,treated,2006,"12,68",,"98,3",,"80,9",
DI06001itkfi,2814901,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,49467,gnpis_pui:holding-921_taxon-4898_accession-49467,DI06001,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"11,4",,"80,9",,"48,3",
EM05178itkfi,2814855,BTH_Estrées-Mons_2006_SetB1,BTH_Estrées-Mons_2006_SetB1,26987,https://doi.org/10.15454/KGPOGY,EM05178,VIRTUAL_TRIAL,,,,,,,,low inputs,2006,"12,04",,"123,8",,"73,9",
