observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI00016itknt,2765371,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,26859,https://doi.org/10.15454/KODDU6,DI00016,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"101,3",,"50,5",
DI00016itkt,2765372,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,26859,https://doi.org/10.15454/KODDU6,DI00016,VIRTUAL_TRIAL,,,,,,,,treated,2000,"108,4",,90,
DI00016itkfi,2765370,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,26859,https://doi.org/10.15454/KODDU6,DI00016,VIRTUAL_TRIAL,,,,,,,,low inputs,2000,"95,9",,"51,3",
CF99105itkt,2765369,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,VIRTUAL_TRIAL,,,,,,,,treated,2000,"110,7",,"91,9",
CF99105itknt,2765368,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"145,6",,"72,6",
CF99105itkfi,2765367,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,25897,https://doi.org/10.15454/J6YB10,CF99105,VIRTUAL_TRIAL,,,,,,,,low inputs,2000,"137,1",,"73,3",
CF00191itknt,2765383,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,25999,https://doi.org/10.15454/VRBLKL,CF00191,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"103,5",,"51,6",
CF00191itkfi,2765382,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,25999,https://doi.org/10.15454/VRBLKL,CF00191,VIRTUAL_TRIAL,,,,,,,,low inputs,2000,"102,9",,55,
CF00191itkt,2765384,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,25999,https://doi.org/10.15454/VRBLKL,CF00191,VIRTUAL_TRIAL,,,,,,,,treated,2000,"97,8",,"81,2",
EM00014itknt,2765332,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,49530,gnpis_pui:holding-921_taxon-4898_accession-49530,EM00014,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2000,"108,5",,"54,1",
EM00014itkfi,2765331,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,49530,gnpis_pui:holding-921_taxon-4898_accession-49530,EM00014,VIRTUAL_TRIAL,,,,,,,,low inputs,2000,"105,1",,"56,2",
EM00014itkt,2765333,BTH_Estrées-Mons_2000_SetB2,BTH_Estrées-Mons_2000_SetB2,49530,gnpis_pui:holding-921_taxon-4898_accession-49530,EM00014,VIRTUAL_TRIAL,,,,,,,,treated,2000,"95,8",,"79,5",
