observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Barokitkfi,2797897,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"102,8",,"77,2",
CF03201itkfi,2797922,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"90,4",,"67,9",
RE03157itkfi,2797931,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,48600,https://doi.org/10.15454/MYOQSH,RE03157,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"106,9",,"80,3",
CF03198itkfi,2797942,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,48845,gnpis_pui:holding-921_taxon-4898_accession-48845,CF03198,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,92,,"69,1",
CF03305itkfi,2797915,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,49537,gnpis_pui:holding-921_taxon-4898_accession-49537,CF03305,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"103,7",,"77,9",
EM01100.2itkfi,2797930,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,49446,gnpis_pui:holding-921_taxon-4898_accession-49446,EM01100.2,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"106,9",,"80,3",
EM01343itkfi,2797924,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,26804,https://doi.org/10.15454/OU9OPJ,EM01343,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,100,,"75,1",
Farandoleitkfi,2797919,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,103,,"77,4",
LM03005itkfi,2797904,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,49046,gnpis_pui:holding-921_taxon-4898_accession-49046,LM03005,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"102,9",,"77,2",
LM03007itkfi,2797899,BTH_Lusignan_2004_SetB1,BTH_Lusignan_2004_SetB1,49055,gnpis_pui:holding-921_taxon-4898_accession-49055,LM03007,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"107,8",,"80,9",
