observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2789094,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,48525,gnpis_pui:holding-921_taxon-4898_accession-48525,DI03006,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"70,1",
2,2789098,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26426,https://doi.org/10.15454/PIXJ6I,DI03003,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"68,2",
1,2789097,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26426,https://doi.org/10.15454/PIXJ6I,DI03003,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"66,3",
2,2789084,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"77,2",
1,2789083,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"78,7",
2,2789112,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,49498,gnpis_pui:holding-921_taxon-4898_accession-49498,RE02185,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"65,4",
1,2789111,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,49498,gnpis_pui:holding-921_taxon-4898_accession-49498,RE02185,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"73,4",
1,2789085,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26427,https://doi.org/10.15454/KWRP2T,DI03008,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"78,8",
2,2789086,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26427,https://doi.org/10.15454/KWRP2T,DI03008,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"81,2",
2,2789070,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26415,https://doi.org/10.15454/J3I5NY,EM02231,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"73,7",
1,2789069,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26415,https://doi.org/10.15454/J3I5NY,EM02231,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"80,1",
1,2789071,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26416,https://doi.org/10.15454/HJAB4N,EM02233,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"80,6",
2,2789072,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26416,https://doi.org/10.15454/HJAB4N,EM02233,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"74,7",
1,2789103,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26417,https://doi.org/10.15454/YM7WOU,CF02093,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"82,5",
2,2789104,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26417,https://doi.org/10.15454/YM7WOU,CF02093,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"75,7",
2,2789130,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26420,https://doi.org/10.15454/UMTUQX,CF02143,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"72,1",
1,2789129,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,26420,https://doi.org/10.15454/UMTUQX,CF02143,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"80,8",
1,2789119,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"76,2",
2,2789120,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"77,4",
2,2789114,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,83,
1,2789113,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"84,9",
2,2789128,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,48907,gnpis_pui:holding-921_taxon-4898_accession-48907,CF02146,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"84,2",
1,2789127,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,48907,gnpis_pui:holding-921_taxon-4898_accession-48907,CF02146,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,NA,
2,2789050,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,48726,gnpis_pui:holding-921_taxon-4898_accession-48726,EM02298,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"66,8",
1,2789049,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,48726,gnpis_pui:holding-921_taxon-4898_accession-48726,EM02298,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"68,8",
2,2789082,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,48836,gnpis_pui:holding-921_taxon-4898_accession-48836,EM02286,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"68,2",
1,2789081,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,48836,gnpis_pui:holding-921_taxon-4898_accession-48836,EM02286,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"66,4",
1,2789053,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,49102,gnpis_pui:holding-921_taxon-4898_accession-49102,EM02278,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"72,3",
2,2789054,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,49102,gnpis_pui:holding-921_taxon-4898_accession-49102,EM02278,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,64,
2,2789062,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,49246,gnpis_pui:holding-921_taxon-4898_accession-49246,CF02220,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,76,
1,2789061,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,49246,gnpis_pui:holding-921_taxon-4898_accession-49246,CF02220,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"69,9",
2,2789118,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,49612,gnpis_pui:holding-921_taxon-4898_accession-49612,RE02160,REPLICATION,2,,,,,,REPLICATION:2,treated,2003,"73,5",
1,2789117,BTH_Lusignan_2003_SetB1,BTH_Lusignan_2003_SetB1,49612,gnpis_pui:holding-921_taxon-4898_accession-49612,RE02160,REPLICATION,1,,,,,,REPLICATION:1,treated,2003,"74,3",
