observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Gallixeitkt,2857247,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,treated,2011,82,,"35,8",,128,,"10,48",,"76,5",,"97,1",,"55,9",
Croustyitkfi,2857222,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,"38,1",,128,,"10,05",,"79,6",,"96,9",,"49,4",
Croustyitkt,2857223,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,treated,2011,90,,"44,6",,128,,"10,48",,"80,2",,"96,4",,"55,5",
AO10011itkt,2857185,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49125,https://doi.org/10.15454/CTNPK9,AO10011,VIRTUAL_TRIAL,,,,,,,,treated,2011,90,,"39,6",,128,,"10,81",,78,,"92,9",,"53,4",
AO10011itkfi,2857184,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49125,https://doi.org/10.15454/CTNPK9,AO10011,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,89,,37,,130,,"8,88",,"78,4",,"102,4",,"52,3",
EM09015itkfi,2857214,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49594,https://doi.org/10.15454/UY7D21,EM09015,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,66,,35,,129,,"10,38",,78,,"84,9",,"43,3",
CF09027itkfi,2857238,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48507,https://doi.org/10.15454/YFD4LO,CF09027,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,72,,"36,2",,127,,"10,33",,"77,3",,"93,4",,"47,7",
DI10001-2itkt,2857245,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,VIRTUAL_TRIAL,,,,,,,,treated,2011,89,,"39,2",,130,,"11,35",,"77,9",,99,,57,
DI10001-2itkfi,2857244,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,"37,8",,130,,"9,14",,"79,2",,"102,6",,"52,3",
EM09080itkfi,2857240,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49303,https://doi.org/10.15454/WSDK5P,EM09080,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,72,,"34,3",,132,,"10,06",,75,,"79,5",,"40,6",
EM09080itkt,2857241,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49303,https://doi.org/10.15454/WSDK5P,EM09080,VIRTUAL_TRIAL,,,,,,,,treated,2011,79,,"34,6",,132,,"10,56",,"77,1",,"81,1",,"46,7",
EM09189itkt,2857251,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49252,https://doi.org/10.15454/LVMRPV,EM09189,VIRTUAL_TRIAL,,,,,,,,treated,2011,84,,"42,6",,128,,"10,29",,79,,"97,9",,"56,4",
EM09189itkfi,2857250,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49252,https://doi.org/10.15454/LVMRPV,EM09189,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,"42,3",,127,,"9,37",,"78,9",,"98,6",,"50,3",
EM09320itkt,2857191,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,treated,2011,85,,"40,1",,126,,"10,54",,"78,4",,100,,"57,6",
EM09320itkfi,2857190,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,"38,4",,126,,"8,94",,"78,2",,"108,6",,"55,4",
RE09001itkt,2857211,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48746,https://doi.org/10.15454/ZEEZIW,RE09001,VIRTUAL_TRIAL,,,,,,,,treated,2011,90,,37,,123,,"11,29",,"76,4",,"98,8",,"56,9",
RE09001itkfi,2857210,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48746,https://doi.org/10.15454/ZEEZIW,RE09001,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,83,,"34,6",,125,,"9,74",,"76,3",,"99,6",,"50,8",
CF09169itkfi,2857198,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,"42,8",,127,,"9,82",,"80,2",,"103,3",,"52,7",
CF09169itkt,2857199,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,treated,2011,89,,"43,6",,126,,"11,36",,"79,6",,"95,1",,"54,8",
DI10011itkt,2857189,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,treated,2011,88,,"42,9",,123,,"10,05",,"77,6",,"110,9",,"63,8",
DI10011itkfi,2857188,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,83,,"42,4",,123,,"9,18",,"79,2",,"111,4",,"56,8",
AO10006itkt,2857197,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49352,https://doi.org/10.15454/NHNCAM,AO10006,VIRTUAL_TRIAL,,,,,,,,treated,2011,83,,39,,129,,"10,14",,"77,8",,"92,7",,"53,4",
AO10006itkfi,2857196,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49352,https://doi.org/10.15454/NHNCAM,AO10006,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,79,,"37,9",,130,,"9,14",,"78,8",,"104,3",,"53,2",
EM09318itkt,2857209,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,treated,2011,78,,"36,2",,129,,"10,87",,"77,8",,"97,9",,"56,4",
EM09318itkfi,2857208,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,72,,"36,2",,129,,"9,72",,"77,8",,"97,5",,"49,7",
Altigoitkt,2857219,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2011,84,,"47,2",,125,,"10,56",,"76,9",,104,,"59,8",
Altigoitkfi,2857218,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,85,,47,,126,,"9,2",,"77,4",,"110,7",,"56,5",
Bermudeitkt,2857195,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2011,80,,"40,6",,129,,"10,53",,"79,8",,"94,8",,"54,6",
Bermudeitkfi,2857194,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,76,,"40,2",,130,,"9,87",,"80,4",,"103,6",,"52,9",
EM09221itkfi,2857242,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,72,,"33,6",,126,,"9,28",,"75,8",,"93,2",,"47,5",
EM09221itkt,2857243,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,treated,2011,78,,"34,5",,126,,"10,36",,"76,6",,"94,8",,"54,5",
EM09222itkt,2857227,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,treated,2011,85,,"42,5",,124,,"10,44",,"77,4",,"93,8",,54,
EM09222itkfi,2857226,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,"42,6",,124,,"9,59",,"78,2",,"99,6",,"50,8",
EM09320-1itkt,2857237,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48825,https://doi.org/10.15454/2IM7G4,EM09320-1,VIRTUAL_TRIAL,,,,,,,,treated,2011,75,,"36,5",,130,,"10,2",,"79,4",,"91,7",,"52,8",
EM09320-1itkfi,2857236,BTH_Lusignan_2011_SetA2,BTH_Lusignan_2011_SetA2,48825,https://doi.org/10.15454/2IM7G4,EM09320-1,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,72,,"37,8",,130,,"8,93",,"80,3",,"104,8",,"53,5",
