observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2869665,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,60769,https://doi.org/10.15454/NH9QD9,EM11622,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"85,42",
1,2869687,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,61645,https://doi.org/10.15454/IO4TVO,CF11228,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"90,52",
2,2869688,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,61645,https://doi.org/10.15454/IO4TVO,CF11228,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"91,48",
2,2869664,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,49528,gnpis_pui:holding-921_taxon-4898_accession-49528,EM11623,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"93,46",
1,2869689,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"91,22",
2,2869690,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"93,15",
2,2869634,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,49188,https://doi.org/10.15454/5IXUYK,CF11215,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"99,48",
1,2869633,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,49188,https://doi.org/10.15454/5IXUYK,CF11215,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"97,88",
2,2869712,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,48959,https://doi.org/10.15454/VMWB4Q,CF11291,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"80,43",
1,2869711,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,48959,https://doi.org/10.15454/VMWB4Q,CF11291,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"77,5",
1,2869675,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,49309,https://doi.org/10.15454/RKL8AU,EM11604,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"90,77",
2,2869676,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,49309,https://doi.org/10.15454/RKL8AU,EM11604,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,87,
2,2869694,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,48537,https://doi.org/10.15454/OVF7NV,RE11113,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"92,47",
1,2869693,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,48537,https://doi.org/10.15454/OVF7NV,RE11113,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"93,36",
1,2869661,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,48613,https://doi.org/10.15454/12BULQ,RE11116,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"99,55",
2,2869662,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,48613,https://doi.org/10.15454/12BULQ,RE11116,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"97,11",
1,2869639,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,61600,https://doi.org/10.15454/KE0AWJ,CF11216,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"103,67",
2,2869640,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,61600,https://doi.org/10.15454/KE0AWJ,CF11216,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"96,7",
1,2869677,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,60735,https://doi.org/10.15454/RDAN0D,EM11603,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"81,11",
2,2869678,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,60735,https://doi.org/10.15454/RDAN0D,EM11603,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"77,25",
2,2869680,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,60719,https://doi.org/10.15454/13FZZX,EM11602,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"92,87",
1,2869679,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,60719,https://doi.org/10.15454/13FZZX,EM11602,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"89,24",
2,2869666,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,60769,https://doi.org/10.15454/NH9QD9,EM11622,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"79,69",
1,2869641,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,60805,https://doi.org/10.15454/JZDA89,EM11678,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"90,81",
2,2869642,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,60805,https://doi.org/10.15454/JZDA89,EM11678,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"91,09",
2,2869682,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,49733,gnpis_pui:holding-921_taxon-4898_accession-49733,E42,REPLICATION,2,,,,,,REPLICATION:2,treated,2012,"98,14",
1,2869681,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,49733,gnpis_pui:holding-921_taxon-4898_accession-49733,E42,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"105,93",
1,2869651,BTH_Dijon_2012_SetB3,BTH_Dijon_2012_SetB3,61558,https://doi.org/10.15454/RW7KHN,CF11211,REPLICATION,1,,,,,,REPLICATION:1,treated,2012,"87,54",
