observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Koreliitkt,2778294,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,58",,"95,1",,"89,1",
Koreliitknt,2778293,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"113,2",,"82,9",
DI01019itkfi,2778331,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48621,gnpis_pui:holding-921_taxon-4898_accession-48621,DI01019,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"11,49",,"107,9",,"76,8",
RE01004itknt,2778296,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"88,8",,65,
Skerzzoitkfi,2778349,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"11,68",,"113,6",,"80,8",
Skerzzoitknt,2778350,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"111,4",,"81,5",
RE00113itkfi,2778355,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,49700,gnpis_pui:holding-921_taxon-4898_accession-49700,RE00113,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"10,78",,"115,4",,"82,1",
DI01019itkt,2778333,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48621,gnpis_pui:holding-921_taxon-4898_accession-48621,DI01019,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,54",,"97,4",,"91,2",
RE01004itkt,2778297,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,treated,2002,"12,61",,"86,3",,"80,8",
Skerzzoitkt,2778351,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,treated,2002,12,,97,,"90,8",
RE01004itkfi,2778295,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26094,https://doi.org/10.15454/KQXNER,RE01004,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"12,93",,"89,5",,"63,7",
RE00113itknt,2778356,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,49700,gnpis_pui:holding-921_taxon-4898_accession-49700,RE00113,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"110,2",,"80,7",
RE00108itkt,2778312,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26004,https://doi.org/10.15454/6Q72BN,RE00108,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,08",,"103,8",,"97,2",
RE00108itkfi,2778310,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26004,https://doi.org/10.15454/6Q72BN,RE00108,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"10,99",,"106,3",,"75,7",
EM00074itkt,2778342,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,58",,"110,9",,"103,9",
RE00108itknt,2778311,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26004,https://doi.org/10.15454/6Q72BN,RE00108,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"104,8",,"76,7",
CF00117itkt,2778321,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26049,https://doi.org/10.15454/NGVK7J,CF00117,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,94",,"99,2",,"92,9",
DI01032itkt,2778330,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,49224,gnpis_pui:holding-921_taxon-4898_accession-49224,DI01032,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,28",,"98,1",,"91,9",
RE00160itkt,2778288,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26871,https://doi.org/10.15454/5JJD7K,RE00160,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,78",,"96,2",,"90,1",
CF00117itkfi,2778319,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26049,https://doi.org/10.15454/NGVK7J,CF00117,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"11,24",,"111,9",,"79,6",
CF99077itkt,2778270,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26047,https://doi.org/10.15454/XORVCY,CF99077,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,55",,"98,1",,"91,9",
CF99077itkfi,2778268,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26047,https://doi.org/10.15454/XORVCY,CF99077,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"10,86",,"116,1",,"82,6",
RE00149itkt,2778300,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48470,gnpis_pui:holding-921_taxon-4898_accession-48470,RE00149,VIRTUAL_TRIAL,,,,,,,,treated,2002,"13,29",,"97,4",,"91,2",
RE00149itknt,2778299,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48470,gnpis_pui:holding-921_taxon-4898_accession-48470,RE00149,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"96,7",,"70,8",
RE00149itkfi,2778298,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48470,gnpis_pui:holding-921_taxon-4898_accession-48470,RE00149,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"12,47",,"108,8",,"77,4",
RE00164itkt,2778285,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48472,gnpis_pui:holding-921_taxon-4898_accession-48472,RE00164,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,22",,"101,6",,"95,1",
RE00160itknt,2778287,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26871,https://doi.org/10.15454/5JJD7K,RE00160,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"102,5",,"75,1",
CF99077itknt,2778269,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26047,https://doi.org/10.15454/XORVCY,CF99077,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"102,5",,"75,1",
RE00164itkfi,2778283,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48472,gnpis_pui:holding-921_taxon-4898_accession-48472,RE00164,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"10,52",,"115,2",,82,
Chargeritkt,2778324,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2002,"12,34",,"92,3",,"86,4",
CF00117itknt,2778320,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26049,https://doi.org/10.15454/NGVK7J,CF00117,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"100,4",,"73,5",
RE00144itkfi,2778358,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48402,gnpis_pui:holding-921_taxon-4898_accession-48402,RE00144,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"10,22",,"106,1",,"75,5",
RE00144itkt,2778360,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48402,gnpis_pui:holding-921_taxon-4898_accession-48402,RE00144,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,15",,93,,"87,1",
RE00144itknt,2778359,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48402,gnpis_pui:holding-921_taxon-4898_accession-48402,RE00144,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"101,7",,"74,5",
Chargeritknt,2778323,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"94,2",,69,
RE00113itkt,2778357,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,49700,gnpis_pui:holding-921_taxon-4898_accession-49700,RE00113,VIRTUAL_TRIAL,,,,,,,,treated,2002,"10,51",,"105,4",,"98,7",
RE00160itkfi,2778286,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,26871,https://doi.org/10.15454/5JJD7K,RE00160,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"11,42",,"110,2",,"78,4",
CF00020itknt,2778260,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,49725,https://doi.org/10.15454/PNW0L6,CF00020,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"102,1",,"74,8",
Chargeritkfi,2778322,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"11,05",,"94,3",,"67,1",
RE00143itkt,2778327,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,49057,gnpis_pui:holding-921_taxon-4898_accession-49057,RE00143,VIRTUAL_TRIAL,,,,,,,,treated,2002,"11,02",,"98,2",,92,
RE00143itkfi,2778325,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,49057,gnpis_pui:holding-921_taxon-4898_accession-49057,RE00143,VIRTUAL_TRIAL,,,,,,,,low inputs,2002,"10,22",,"113,6",,"80,8",
RE00164itknt,2778284,BTH_Estrées-Mons_2002_SetA2,BTH_Estrées-Mons_2002_SetA2,48472,gnpis_pui:holding-921_taxon-4898_accession-48472,RE00164,VIRTUAL_TRIAL,,,,,,,,"untreated, no fungicide",2002,,,"105,2",,77,
