observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2843471,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61760,https://doi.org/10.15454/GC5XFU,DI09021,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"52,75",
2,2843498,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61306,https://doi.org/10.15454/BEKLAJ,RE08071,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"68,94",
2,2843516,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,60720,https://doi.org/10.15454/YRTV6F,RE08068,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"67,07",
1,2843515,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,60720,https://doi.org/10.15454/YRTV6F,RE08068,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"71,86",
1,2843507,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27800,https://doi.org/10.15454/WQU9II,CF08127,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"72,34",
2,2843508,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27800,https://doi.org/10.15454/WQU9II,CF08127,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"69,22",
1,2843481,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27801,https://doi.org/10.15454/1DEONX,CF08139,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"69,39",
2,2843482,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27801,https://doi.org/10.15454/1DEONX,CF08139,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"76,81",
2,2843530,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27812,https://doi.org/10.15454/BEWTVM,DI09017,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"68,04",
1,2843529,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27812,https://doi.org/10.15454/BEWTVM,DI09017,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2009,"74,68",
2,2843456,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2009,"71,48",
