observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
EM11400itkfi,2875136,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,88,,150,,"11,6",,"72,8",,"107,6",,"59,2",,"5,5",
EM11579itkfi,2875160,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48950,https://doi.org/10.15454/YMQEBZ,EM11579,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,85,,151,,11,,"73,9",,"127,9",,"70,4",,"3,5",
CF11051itkfi,2875092,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,92,,154,,"10,6",,"74,1",,"118,4",,"65,2",,4,
Barokitkfi,2875130,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,92,,148,,"10,2",,"74,5",,"129,3",,"71,2",,"3,8",
AO13010itkt,2875139,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,60751,https://doi.org/10.15454/JYOJ35,AO13010,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,149,,"11,9",,"78,7",,"103,6",,"84,8",,,
EM11579itkt,2875161,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48950,https://doi.org/10.15454/YMQEBZ,EM11579,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,148,,"11,7",,"74,5",,"100,1",,"81,9",,,
CF11051itkt,2875093,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,treated,2013,102,,151,,"11,4",,"78,2",,"95,8",,"78,4",,,
Barokitkt,2875131,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,treated,2013,100,,148,,"11,4",,"75,2",,"99,4",,"81,3",,,
Altigoitkfi,2875134,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,144,,"11,1",,"72,8",,"103,6",,"57,1",,"6,5",
RE11035itkfi,2875112,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49509,https://doi.org/10.15454/GGHC1S,RE11035,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,88,,152,,"10,9",,"75,6",,"117,2",,"64,5",,5,
Altigoitkt,2875135,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2013,105,,143,,"11,3",,"74,4",,98,,"80,1",,,
RE11035itkt,2875113,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49509,https://doi.org/10.15454/GGHC1S,RE11035,VIRTUAL_TRIAL,,,,,,,,treated,2013,98,,152,,"11,8",,"77,4",,"99,3",,"81,2",,,
RE11113itkt,2875145,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,treated,2013,115,,152,,"11,2",,"76,3",,"106,5",,"87,2",,,
RE11113itkfi,2875144,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,100,,152,,"10,4",,"76,2",,"135,6",,"74,6",,"3,2",
AO13012itkfi,2875140,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,60784,https://doi.org/10.15454/3K0RWB,AO13012,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,98,,152,,"10,4",,"74,2",,"114,3",,"62,9",,3,
CF11177itkt,2875159,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,151,,"11,7",,"74,2",,"97,6",,"79,9",,,
RE11059itkt,2875109,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48495,https://doi.org/10.15454/TIEAR7,RE11059,VIRTUAL_TRIAL,,,,,,,,treated,2013,98,,150,,"11,9",,"79,3",,"98,5",,"80,6",,,
RE11059itkfi,2875108,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48495,https://doi.org/10.15454/TIEAR7,RE11059,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,90,,150,,"11,5",,"75,7",,"126,6",,"69,7",,4,
CF11177itkfi,2875158,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,92,,154,,"10,9",,"69,5",,95,,"52,3",,8,
CF11215itkt,2875085,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,treated,2013,100,,150,,"11,8",,"76,5",,88,,72,,,
CF11215itkfi,2875084,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,151,,"10,8",,"76,2",,"108,6",,"59,8",,5,
RE11091itkt,2875107,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,VIRTUAL_TRIAL,,,,,,,,treated,2013,108,,150,,"12,3",,76,,"99,2",,"81,2",,,
RE11091itkfi,2875106,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,152,,"11,8",,"68,2",,"122,5",,"67,4",,"5,8",
EM11604itkt,2875129,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,treated,2013,52,,146,,"12,2",,74,,92,,"75,2",,,
EM11604itkfi,2875128,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,88,,146,,"11,6",,"74,7",,"124,3",,"68,4",,"4,8",
RE11058itkt,2875111,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,treated,2013,105,,148,,"11,1",,"73,5",,"110,8",,"90,6",,,
RE11058itkfi,2875110,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,98,,152,,"10,4",,"74,6",,"121,4",,"66,8",,"3,5",
Bermudeitkt,2875099,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2013,98,,150,,"10,9",,"78,2",,"101,6",,"83,1",,,
Soissonsitkfi,2875156,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,92,,141,,"11,7",,"74,5",,"96,6",,"53,2",,"7,5",
RE11094itkt,2875105,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48366,https://doi.org/10.15454/ZSJORF,RE11094,VIRTUAL_TRIAL,,,,,,,,treated,2013,110,,152,,"10,9",,"73,2",,"94,8",,"77,5",,,
RE11094itkfi,2875104,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48366,https://doi.org/10.15454/ZSJORF,RE11094,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,100,,150,,"10,9",,"70,2",,"105,1",,"57,9",,"5,2",
CF11291itkfi,2875162,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,88,,146,,"11,1",,"70,3",,"84,4",,"46,5",,"7,5",
EM11400itkt,2875137,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,146,,"12,2",,"74,3",,"97,3",,"79,6",,,
CF11291itkt,2875163,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,142,,12,,77,,"101,1",,"82,7",,,
AO13012itkt,2875141,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,60784,https://doi.org/10.15454/3K0RWB,AO13012,VIRTUAL_TRIAL,,,,,,,,treated,2013,110,,151,,"11,7",,"77,8",,"95,9",,"78,5",,,
RE11095itkt,2875103,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49685,https://doi.org/10.15454/NZBGQD,RE11095,VIRTUAL_TRIAL,,,,,,,,treated,2013,112,,150,,"11,6",,"74,8",,"99,8",,"81,7",,,
RE11073itkt,2875097,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,treated,2013,102,,151,,"11,1",,79,,"102,8",,"84,1",,,
RE11095itkfi,2875102,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49685,https://doi.org/10.15454/NZBGQD,RE11095,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,100,,151,,"10,9",,"72,9",,"99,6",,"54,8",,"5,5",
DI12005itkt,2875115,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,treated,2013,102,,152,,"10,9",,"75,6",,"104,1",,"85,1",,,
DI12005itkfi,2875114,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,154,,"10,6",,"74,2",,"137,1",,"75,5",,3,
RE11116itkfi,2875148,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,100,,150,,"10,2",,"73,2",,"128,5",,"70,8",,"4,2",
RE11096itkt,2875101,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48664,https://doi.org/10.15454/ITWRUM,RE11096,VIRTUAL_TRIAL,,,,,,,,treated,2013,100,,151,,"11,6",,"72,9",,"90,2",,"73,8",,,
RE11096itkfi,2875100,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48664,https://doi.org/10.15454/ITWRUM,RE11096,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,152,,"11,6",,"73,2",,"111,9",,"61,6",,"3,2",
RE11116itkt,2875149,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,treated,2013,110,,152,,"10,6",,"73,3",,"105,9",,"86,6",,,
RE11073itkfi,2875096,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,98,,152,,"10,6",,77,,"131,3",,"72,3",,"3,5",
DI12011-2itkt,2875133,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48340,https://doi.org/10.15454/R5JV1T,DI12011-2,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,147,,"11,8",,"70,4",,"105,6",,"86,4",,,
RE11098itkfi,2875090,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49149,https://doi.org/10.15454/AXKGHH,RE11098,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,152,,"11,4",,"75,5",,"108,7",,"59,8",,3,
DI12011-2itkfi,2875132,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48340,https://doi.org/10.15454/R5JV1T,DI12011-2,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,90,,150,,"10,2",,"69,4",,"124,4",,"68,5",,"3,5",
Pakitoitkfi,2875118,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,85,,147,,"11,3",,"72,8",,"100,9",,"55,6",,"7,5",
RE11098itkt,2875091,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49149,https://doi.org/10.15454/AXKGHH,RE11098,VIRTUAL_TRIAL,,,,,,,,treated,2013,110,,150,,"12,8",,"78,2",,"89,2",,73,,,
DI12004itkfi,2875116,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,92,,152,,"10,6",,74,,"123,8",,"68,1",,5,
Pakitoitkt,2875119,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,treated,2013,92,,145,,"10,6",,"77,1",,"98,9",,"80,9",,,
RE11075itkt,2875095,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,treated,2013,102,,137,,"10,4",,"74,2",,"101,2",,"82,8",,,
Apacheitkt,2875127,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2013,98,,144,,"11,2",,"76,6",,"101,5",,"83,1",,,
Apacheitkfi,2875126,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,85,,147,,"11,2",,"72,6",,"95,7",,"52,7",,"6,2",
Soissonsitkt,2875157,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2013,100,,141,,"11,4",,"78,4",,"95,4",,78,,,
EM11366itkt,2875151,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,treated,2013,105,,149,,"10,9",,"75,3",,"98,1",,"80,3",,,
EM11389itkt,2875087,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,150,,"10,7",,75,,"93,9",,"76,8",,,
EM11389itkfi,2875086,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,88,,150,,"10,7",,"73,4",,108,,"59,4",,"5,2",
EM11366itkfi,2875150,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,92,,150,,"10,9",,"70,8",,"108,5",,"59,7",,5,
Attlassitkfi,2875152,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,150,,"10,4",,"76,8",,"134,3",,"73,9",,"3,2",
Attlassitkt,2875153,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,treated,2013,105,,148,,"11,1",,"76,1",,"112,1",,"91,7",,,
RE11075itkfi,2875094,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,98,,152,,"10,1",,"76,3",,"119,1",,"65,6",,"3,8",
EM11441itkfi,2875122,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,90,,150,,"10,4",,"71,8",,"126,4",,"69,6",,4,
RE11087itkt,2875147,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,treated,2013,102,,152,,11,,"78,1",,"98,5",,"80,6",,,
Bermudeitkfi,2875098,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,90,,153,,"10,6",,"71,8",,"99,8",,"54,9",,6,
Grapeliitkt,2875143,BTH_Lusignan_2013_SetA2,BTH_Lusignan_2013_SetA2,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2013,110,,151,,"11,1",,"77,2",,"113,8",,"93,1",,,
