observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
RE12030,2875948,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61337,https://doi.org/10.15454/PJFLXT,RE12030,VIRTUAL_TRIAL,,,,,,,,2013,4,
AO13002,2875924,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61273,https://doi.org/10.15454/2QGKAK,AO13002,VIRTUAL_TRIAL,,,,,,,,2013,5,
RE12005,2875931,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61290,https://doi.org/10.15454/Q9AAOE,RE12005,VIRTUAL_TRIAL,,,,,,,,2013,5,
RE12039,2875946,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61354,https://doi.org/10.15454/D4PG9N,RE12039,VIRTUAL_TRIAL,,,,,,,,2013,2,
CF12048,2875936,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61386,https://doi.org/10.15454/SZ7V8T,CF12048,VIRTUAL_TRIAL,,,,,,,,2013,2,
CF12042,2875933,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61367,https://doi.org/10.15454/TFKRVB,CF12042,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",
CF12062,2875934,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61428,https://doi.org/10.15454/F7YNUM,CF12062,VIRTUAL_TRIAL,,,,,,,,2013,4,
CF12130,2875947,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61462,https://doi.org/10.15454/9YFN5V,CF12130,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
CF12149,2875919,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61479,https://doi.org/10.15454/LE3Y6P,CF12149,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
CF12164,2875922,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61495,https://doi.org/10.15454/79MDPU,CF12164,VIRTUAL_TRIAL,,,,,,,,2013,5,
AO13004,2875920,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61621,https://doi.org/10.15454/BJPX1S,AO13004,VIRTUAL_TRIAL,,,,,,,,2013,7,
DI13001,2875949,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61775,https://doi.org/10.15454/32FK98,DI13001,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",
AO13005,2875927,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61780,https://doi.org/10.15454/IQQH9F,AO13005,VIRTUAL_TRIAL,,,,,,,,2013,5,
AO13006,2875926,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61943,https://doi.org/10.15454/95ZYU4,AO13006,VIRTUAL_TRIAL,,,,,,,,2013,"6,5",
AO13014,2875945,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,60818,https://doi.org/10.15454/CYMV5L,AO13014,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
AO13003,2875923,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61449,https://doi.org/10.15454/ACXILT,AO13003,VIRTUAL_TRIAL,,,,,,,,2013,"6,5",
DI13002,2875935,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61791,https://doi.org/10.15454/GW5VMO,DI13002,VIRTUAL_TRIAL,,,,,,,,2013,"1,5",
EM12015,2875954,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61864,https://doi.org/10.15454/ASTFXF,EM12015,VIRTUAL_TRIAL,,,,,,,,2013,"7,5",
EM12040,2875939,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,2013,3,
AO13013,2875944,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,60800,https://doi.org/10.15454/Z0VQYE,AO13013,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",
AO13015,2875955,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,60834,https://doi.org/10.15454/KQGENR,AO13015,VIRTUAL_TRIAL,,,,,,,,2013,4,
RE12001,2875929,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,49097,https://doi.org/10.15454/ANZWH3,RE12001,VIRTUAL_TRIAL,,,,,,,,2013,3,
RE12040,2875921,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,48352,https://doi.org/10.15454/YWSWUD,RE12040,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
Apache,2875940,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
Attlass,2875950,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
Rubisko,2875953,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,2013,4,
Pakito,2875937,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
CF12108,2875925,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,48357,https://doi.org/10.15454/2XAWEY,CF12108,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
EM12096,2875918,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,48739,https://doi.org/10.15454/CEPFO5,EM12096,VIRTUAL_TRIAL,,,,,,,,2013,5,
RE12002,2875930,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,48869,https://doi.org/10.15454/TN9KFO,RE12002,VIRTUAL_TRIAL,,,,,,,,2013,3,
RE12018,2875942,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,49597,https://doi.org/10.15454/0WGKSR,RE12018,VIRTUAL_TRIAL,,,,,,,,2013,6,
RE12020,2875932,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,49575,https://doi.org/10.15454/DGI5VN,RE12020,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
EM12044,2875938,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,49319,https://doi.org/10.15454/QHF1AL,EM12044,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
AO13011,2875943,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,60766,https://doi.org/10.15454/IIFLIA,AO13011,VIRTUAL_TRIAL,,,,,,,,2013,5,
AO13008,2875951,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,60717,https://doi.org/10.15454/QBK7AX,AO13008,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",
Altigo,2875941,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,2013,3,
Bermude,2875928,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
CF12053,2875952,BTH_Chaux_des_Prés_2013_SetB1,BTH_Chaux_des_Prés_2013_SetB1,48635,https://doi.org/10.15454/EYGP9K,CF12053,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
