observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
EM08237itkt,2843206,BTH_Estrées-Mons_2009_SetB3,BTH_Estrées-Mons_2009_SetB3,61990,https://doi.org/10.15454/C00LHY,EM08237,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,06",,88,,"104,4",
RE08071itkt,2843194,BTH_Estrées-Mons_2009_SetB3,BTH_Estrées-Mons_2009_SetB3,61306,https://doi.org/10.15454/BEKLAJ,RE08071,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,9",,"94,4",,112,
EM08234itkfi,2843207,BTH_Estrées-Mons_2009_SetB3,BTH_Estrées-Mons_2009_SetB3,61974,https://doi.org/10.15454/ENEA7S,EM08234,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,68",,"109,8",,"92,9",
EM08234itkt,2843208,BTH_Estrées-Mons_2009_SetB3,BTH_Estrées-Mons_2009_SetB3,61974,https://doi.org/10.15454/ENEA7S,EM08234,VIRTUAL_TRIAL,,,,,,,,treated,2009,"11,8",,103,,"122,2",
AO09022itkt,2843158,BTH_Estrées-Mons_2009_SetB3,BTH_Estrées-Mons_2009_SetB3,61092,https://doi.org/10.15454/JMOG5B,AO09022,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,94",,"94,5",,"112,2",
AO09022itkfi,2843157,BTH_Estrées-Mons_2009_SetB3,BTH_Estrées-Mons_2009_SetB3,61092,https://doi.org/10.15454/JMOG5B,AO09022,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,74",,"88,7",,"75,1",
CF08130itkfi,2843165,BTH_Estrées-Mons_2009_SetB3,BTH_Estrées-Mons_2009_SetB3,61351,https://doi.org/10.15454/7TGBWO,CF08130,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"13,16",,"101,7",,86,
CF08130itkt,2843166,BTH_Estrées-Mons_2009_SetB3,BTH_Estrées-Mons_2009_SetB3,61351,https://doi.org/10.15454/7TGBWO,CF08130,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,12",,"92,5",,"109,9",
CF08134itkfi,2843171,BTH_Estrées-Mons_2009_SetB3,BTH_Estrées-Mons_2009_SetB3,61368,https://doi.org/10.15454/WTGZL9,CF08134,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,"11,44",,"106,5",,"90,1",
CF08134itkt,2843172,BTH_Estrées-Mons_2009_SetB3,BTH_Estrées-Mons_2009_SetB3,61368,https://doi.org/10.15454/WTGZL9,CF08134,VIRTUAL_TRIAL,,,,,,,,treated,2009,"11,7",,"95,9",,"113,8",
