observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fr(CO_321:1000271),fr(CO_321:1000271).date
AO12002,2871696,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,61415,https://doi.org/10.15454/J8DODQ,AO12002,VIRTUAL_TRIAL,,,,,,,,2013,"7,5",
EM10126,2871701,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,61446,https://doi.org/10.15454/MPTXJP,EM10126,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
CF10185,2871723,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,62036,https://doi.org/10.15454/BSSAED,CF10185,VIRTUAL_TRIAL,,,,,,,,2013,3,
AO13007,2871689,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,62117,https://doi.org/10.15454/BNPE3B,AO13007,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
AO13001,2871687,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,61109,https://doi.org/10.15454/UKVZTI,AO13001,VIRTUAL_TRIAL,,,,,,,,2013,4,
CF10064,2871690,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,61942,https://doi.org/10.15454/W1DFLD,CF10064,VIRTUAL_TRIAL,,,,,,,,2013,"1,5",
AO12006,2871699,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,62084,https://doi.org/10.15454/V2OSCE,AO12006,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",
AO12016,2871715,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,60865,https://doi.org/10.15454/3HYAKT,AO12016,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
CF09117,2871717,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,2013,3,
EM08231,2871711,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,2013,"7,5",
Folklor,2871686,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
RE10039,2871694,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,2013,7,
Apache,2871700,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
Lyrik,2871722,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",
CF08027,2871721,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,2013,5,
Granamax,2871702,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
AO11011,2871704,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,2013,4,
Gotik,2871710,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,2013,4,
AO12011,2871714,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,48909,https://doi.org/10.15454/JCAVKU,AO12011,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",
AO12013,2871713,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,48425,https://doi.org/10.15454/9SFFFA,AO12013,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
DI11012,2871719,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,2013,4,
DI11013,2871718,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,2013,4,
RE10042,2871707,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
Gallixe,2871716,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,2013,7,
Crousty,2871708,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
Galibier,2871695,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,2013,"5,5",
Pakito,2871698,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,2013,"2,5",
AO11013,2871684,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,2013,2,
AO13009,2871692,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,49308,https://doi.org/10.15454/X9GHDQ,AO13009,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
EM09320,2871685,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,2013,3,
AO12033,2871709,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,60771,https://doi.org/10.15454/KH7BKH,AO12033,VIRTUAL_TRIAL,,,,,,,,2013,5,
DI11002,2871703,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,2013,"1,5",
AO12021,2871688,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,60961,https://doi.org/10.15454/0ZFI4A,AO12021,VIRTUAL_TRIAL,,,,,,,,2013,4,
CF09169,2871697,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,2013,3,
DI11014,2871720,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,2013,"6,5",
Altigo,2871705,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,2013,3,
Bermude,2871691,BTH_Chaux_des_Prés_2013_SetA1,BTH_Chaux_des_Prés_2013_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",
